public_path,private_original_sha256,public_sha256,rewrite
artifacts/summaries/paper_audits/PAPER_CLAIM_AUDIT.json,2b23d57e9518dc3197d6708d76e665ef0649a55ad62465578940a3c184ad8341,54ab84772a1f17d14f7c5dcf27b6c050492ec096b435a6e2e77801b5d519ab37,physical/private identifier to public role alias
artifacts/summaries/registry/CONFIG_STATUS.csv,2cc7521e556d5365769fa94a6650df37ca61e8f4b7ab67f6b6f0a412c78738c3,0de9fecc60ba14ce31ff3475ded56816c7add709e027beb411d45b1ae4caf882,physical/private identifier to public role alias
artifacts/summaries/registry/CONFIG_STATUS_SUMMARY.json,ca434d9a8e0c6ec0372487e07db1db8dc01cd590bfe507713321e86690199b07,54ebe971efb1ad6d4c1bb9758a0ce184ae3113f9f3ecd3781fda554360d8d2d1,physical/private identifier to public role alias
artifacts/summaries/router/ROUTER_V1_SUMMARY.json,7808b98f59129b848326e4cb97b657ea6c7661c5ca8d9350f1f644872c4d5b75,568342d5d6524fdfdd29931e120fd3cc5dc44a829dd228f88664dabf0b784278,physical/private identifier to public role alias
configs/CHRONOS2_MODEL_LOCK.json,f7c2af83f4d636b9ce7a1a009d4c49d0d618c9d4abd582efd7650feac4dcab06,967dac4f4de19a0e95a57134a3f9d23be8cd5a246ece7f34dc6beccd3bc4f70d,physical/private identifier to public role alias
