stage,candidate,reference,horizon,target_scope,postprocess,origin,mse_gain,mae_gain
SELECT,O_LONG,O_LONG_D0,3,path_1_to_H,raw,1212,9.54613866759884e-06,4.033997231843731e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1056,-4.912258759561549e-06,-0.00011977281923218458
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1068,-1.7071651713603544e-05,-9.900323311337226e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1080,3.9102987775755426e-06,1.1131176495233924e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1092,-5.2109168207775415e-06,-6.78526487076146e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1104,2.6571259110489445e-06,7.921558648522024e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1116,7.225206768825737e-06,7.786858743104586e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1128,-4.448102900647718e-05,-0.0002540516508027921
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1140,-1.0223091413863167e-05,-8.648843331776863e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1152,1.2839613421897162e-05,-7.344825880670883e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1164,5.863098851851703e-06,7.670625493128502e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1176,-6.384973878216036e-05,-0.0002653289424989538
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1188,-8.541283171021229e-07,-9.366508921164587e-06
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1200,-8.668947613207264e-06,-1.6851636251928112e-05
SELECT,O_LONG,O_LONG_D0,6,terminal_H,raw,1212,3.318125194054507e-05,-6.221719297184367e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1056,-2.7953423334681232e-06,3.374421581219446e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1068,9.930198206667623e-06,8.335973099012287e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1080,1.4429043681890806e-06,3.7697048349323428e-06
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1092,7.91476551677937e-06,6.400101024316924e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1104,-1.1962888380164108e-05,-3.3079314399157905e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1116,2.4447952821470486e-06,-5.788175742062674e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1128,2.8989087572396925e-05,2.0137484568851655e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1140,-1.3628621821143612e-05,-2.7535394855603322e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1152,1.731705490394394e-05,6.216059576147503e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1164,7.267511152411346e-06,1.9636756785730995e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1176,2.520832536109735e-05,1.4560135793232847e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1188,-6.392131564944091e-06,-9.971693701728454e-06
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1200,-5.745779991758263e-06,5.3618469509063024e-05
SELECT,O_LONG,O_LONG_D0,6,path_1_to_H,raw,1212,8.430652305085807e-06,-4.5188082205084624e-06
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1056,-0.00015411364062749159,-0.0006054495436426928
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1068,5.5461745663463385e-05,1.232766749796181e-06
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1080,-0.00012780444180233433,-0.0006599839657804975
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1092,3.850751424245196e-05,0.0002220968602840898
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1104,0.0001968276421744434,0.0006602149862113156
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1116,5.4092766008051684e-05,0.00019744377639680717
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1128,2.6357678627106484e-05,0.00022924413186142963
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1140,4.2155833913937055e-05,-0.00023317529524915666
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1152,8.278804933986394e-05,0.0004252998204007877
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1164,-8.921522487904567e-05,-0.00029534997338214066
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1176,-0.0001373092742002967,-0.0005154875000294808
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1188,-5.924909935941473e-05,-0.0002657484939683041
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1200,0.00010356220202619952,0.00041838996026205175
SELECT,O_LONG,O_LONG_D0,9,terminal_H,raw,1212,1.0880289209294057e-05,-0.00011373167961058048
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1056,-2.500604857371303e-05,-9.942226710521178e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1068,8.177358580183607e-06,-2.453006013212626e-06
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1080,-9.393757706967846e-06,-7.034419227441952e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1092,9.050828501214382e-06,6.76567002589868e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1104,1.3496257738820393e-05,5.6793045154975065e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1116,1.847036340134404e-05,4.1023475709044344e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1128,-1.7448911806788925e-06,-6.267157752258471e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1140,4.112762824267513e-06,-3.329637777425441e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1152,1.5946425644036052e-05,1.2545218316096163e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1164,-1.7139555128103377e-05,-5.102629692890616e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1176,-3.40973749763046e-05,-0.00016594939504208436
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1188,-1.315986355353326e-05,-4.117949832558955e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1200,6.214739024119625e-06,5.200321193264835e-05
SELECT,O_LONG,O_LONG_D0,9,path_1_to_H,raw,1212,2.0818380201147905e-05,-1.607248066868275e-05
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1056,-0.00013666030879168226,-0.0007011533011656616
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1068,0.00013106676700655164,0.00018232243084357705
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1080,-0.00022350331588575197,-0.0008284048950091112
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1092,4.97049250146933e-05,-7.268468615596516e-05
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1104,0.00015373365889173273,0.0007197701629985917
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1116,9.598914628820555e-05,-0.00019166201720601908
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1128,-1.1622069821603684e-05,0.0002646389782339399
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1140,-4.722561280887181e-06,-0.0006611645510998593
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1152,0.00010276498625941842,0.0007220161261455211
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1164,0.0001740973193677405,0.0001303407709213437
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1176,-1.5034575748712854e-05,0.00028565521459711243
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1188,-0.00013707920050140115,-0.000674100080272295
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1200,4.697107620867817e-05,0.0001362995540066217
SELECT,O_LONG,O_LONG_D0,12,terminal_H,raw,1212,0.00015372052815868867,-0.00010567812340957539
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1056,-4.726122740197578e-05,-0.00022601639883152477
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1068,3.928831260319313e-05,8.161566703483897e-05
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1080,-5.278933129797036e-05,-0.0002297905768816379
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1092,2.0710615184517385e-05,6.214983499361127e-05
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1104,4.30042456183084e-05,0.00020474916733729094
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1116,3.2682410961700186e-05,7.274299840303294e-06
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1128,-3.6572854562562794e-06,2.3863791855481395e-05
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1140,-1.1719390866944668e-05,-0.00017066276604674137
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1152,2.434383727021747e-05,0.00014469027310757063
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1164,-1.6117036912917216e-05,-9.34964637505651e-05
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1176,-4.705354549094116e-05,-0.00013353087214310644
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1188,-3.946325013026109e-05,-0.00019914764262557477
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1200,7.226909169991642e-06,4.5876046087327604e-05
SELECT,O_LONG,O_LONG_D0,12,path_1_to_H,raw,1212,2.975710247108044e-05,-4.3266244312359726e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1056,2.575889292033133e-07,1.5562429526188794e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1068,6.491354939288238e-06,6.096097639466269e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1080,2.1084834809475745e-06,3.5624376126455654e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1092,-3.8767991332573736e-07,2.9367103500482424e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1104,5.390101970535452e-07,5.589847848541907e-06
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1116,3.369834870988305e-06,1.888554183628797e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1128,6.953799691975189e-06,4.753363281020692e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1140,1.8805708958027698e-05,4.032397593955411e-06
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1152,-5.156635099322542e-06,2.1312295667215873e-06
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1164,-9.920668167545979e-06,-7.309912508217911e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1176,2.4791510365003274e-05,3.857067521381373e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1188,-1.4358861497363538e-06,-4.231116258587616e-06
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1200,-1.744968299535508e-05,-3.433307292472843e-05
SELECT,O_LONG_DUP,O_LONG,3,terminal_H,raw,1212,7.16779623573131e-08,-1.656746582325732e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1056,5.667321522839729e-06,1.7968070797783317e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1068,8.01951603215832e-06,5.518993481852939e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1080,9.891627657328388e-06,2.4871974835177997e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1092,-3.927876516181597e-06,1.931255782402638e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1104,4.08209795588078e-06,1.7412216999268345e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1116,6.432377657337996e-06,4.5233474895345926e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1128,2.114743464760213e-06,4.7792007921501704e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1140,3.330528597876103e-06,1.0871302885366303e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1152,1.3445415881866114e-05,3.3348677354905224e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1164,4.368999019607347e-06,-2.7160832673803885e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1176,3.2118623589782364e-05,6.185534988057457e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1188,1.1067037716099465e-05,1.6390136260020845e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1200,-2.001404084964837e-05,-4.616802686630987e-05
SELECT,O_LONG_DUP,O_LONG,3,path_1_to_H,raw,1212,-4.832339390302244e-06,-5.80640186892354e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1056,8.055324813822496e-06,4.37076681674506e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1068,1.0581468234955052e-05,-2.6723687439414066e-06
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1080,7.5404171833983545e-06,7.7960951977179e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1092,-5.49161785595025e-06,1.7748407494299233e-06
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1104,7.708103099586902e-06,3.080295593747289e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1116,-7.661971328372615e-06,9.48894854131004e-06
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1128,3.4830895884383387e-07,4.903842327417354e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1140,3.0736737685415717e-06,1.4876648164100655e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1152,2.855397900456822e-06,-5.583867494205424e-06
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1164,1.789005276061352e-05,-1.0059574916971556e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1176,1.0850127549489784e-05,5.2186669444325645e-06
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1188,5.120221965646465e-06,1.4235614443703662e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1200,-1.036700795394008e-05,-2.5237704028626534e-05
SELECT,O_LONG_DUP,O_LONG,6,terminal_H,raw,1212,-1.3309411710756805e-05,-5.379939204874283e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1056,3.5143850942042207e-07,1.8456176775931367e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1068,1.0543483499904153e-05,3.831715955537787e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1080,6.584559169541257e-06,3.147306640650136e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1092,-3.66169851502941e-06,2.0265458974703136e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1104,4.210705915593384e-06,3.093979075886208e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1116,2.4897841135512403e-06,3.207215700967752e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1128,7.056071565006107e-07,4.503346292954563e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1140,2.552381783651622e-06,2.1613156709093175e-07
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1152,1.0682554241272569e-05,2.8642924992291148e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1164,2.673009527442125e-06,-2.7496746180725745e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1176,2.367012557288948e-05,4.25961182988692e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1188,5.52105635038054e-06,7.975546601578053e-06
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1200,-2.1353577878151744e-05,-3.729573725485947e-05
SELECT,O_LONG_DUP,O_LONG,6,path_1_to_H,raw,1212,-9.750665302655982e-06,-6.0533433440725794e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1056,-3.465977558724708e-05,-7.430005239045561e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1068,-1.352068803804763e-05,-6.975172149424068e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1080,-1.408694095105689e-05,-4.647520837112009e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1092,-9.003872721347355e-06,-3.483019652113029e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1104,6.095646486093217e-06,1.1271436814679613e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1116,-8.008253693733913e-06,-2.339915346101176e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1128,2.79194317889725e-05,0.00014614763344944053
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1140,5.63116603524611e-07,6.9314946854094995e-06
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1152,2.349296541925866e-05,0.00011611685241849221
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1164,1.0204566891507819e-05,2.4586600333411622e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1176,2.556608076131304e-05,0.00019116823754707855
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1188,-3.452302046369723e-06,9.744578368329065e-06
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1200,1.445393613712584e-05,9.227057600694996e-05
SELECT,O_LONG_DUP,O_LONG,9,terminal_H,raw,1212,-4.756500128885168e-06,2.1448781461943423e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1056,2.9868196792552935e-06,3.954899796307789e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1068,4.530628156708932e-06,5.298652877764113e-06
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1080,6.333312470630055e-06,2.849382198484981e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1092,-4.681105834157496e-06,-1.859590880373734e-06
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1104,3.024411428871026e-06,1.7167833076762556e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1116,-1.4901343823678598e-07,1.8081620463215317e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1128,6.036402017481649e-06,7.814580153873208e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1140,4.7552202765331014e-06,1.4183221971521907e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1152,1.0965748286611799e-05,4.651235290618901e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1164,2.6618836603464296e-06,-1.087198686321439e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1176,2.7449160935414715e-05,8.203963185151456e-05
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1188,3.934216872363904e-06,8.48454300732012e-06
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1200,-1.2844742871229293e-05,9.506419996682276e-07
SELECT,O_LONG_DUP,O_LONG,9,path_1_to_H,raw,1212,-1.0252897506801449e-05,-4.3488332495600064e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1056,-3.168271003547094e-05,-7.222868153840153e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1068,9.271656608286263e-06,1.59594971831459e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1080,2.207708933673066e-06,-1.7845077322722904e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1092,-3.4724182518179617e-06,1.1563015255039205e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1104,-2.1463280543031315e-06,-4.1400800736330645e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1116,-1.9282447371388367e-05,-5.529562781369505e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1128,-4.919588970234697e-06,-2.011323899372959e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1140,-8.578670315195426e-06,-1.025686809660334e-06
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1152,4.397990329594659e-06,2.7565990963736424e-06
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1164,7.699952342544704e-06,1.813148328622515e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1176,4.150653676934814e-07,7.0790252609408e-06
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1188,-1.9451991154525e-05,-1.9315014540047928e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1200,-2.5232110902134567e-05,-3.184567224421574e-05
SELECT,O_LONG_DUP,O_LONG,12,terminal_H,raw,1212,2.7333553558338152e-05,1.4949587409432494e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1056,-9.616225726543611e-06,-1.0942194591103839e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1068,2.7143791710823343e-06,-4.147392916000785e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1080,2.4444589858888996e-07,6.402809340556864e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1092,-6.0752899520733455e-06,-7.775466251937593e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1104,3.3525621928035124e-06,1.470047116749459e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1116,-5.806922257757481e-06,-3.1060678132443286e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1128,5.7609047872396145e-06,6.829069524527515e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1140,2.649887748743322e-06,1.3781169218225618e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1152,1.1157007948352126e-05,5.075160636898687e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1164,1.915587625961405e-06,-4.5745018031870984e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1176,2.4116898987974575e-05,7.757907597356832e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1188,1.3773933507931912e-06,7.606952566836213e-06
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1200,-9.025495197977466e-06,1.2282886908206948e-05
SELECT,O_LONG_DUP,O_LONG,12,path_1_to_H,raw,1212,-5.678697735834316e-06,-2.974560215630042e-05
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1056,8.916138240450278e-05,0.0014193065728088051
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1068,0.00029290926008608456,0.000999554958069475
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1080,0.0001057853854229646,0.0011832689718840861
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1092,0.0003571341811360919,0.0017108778884107189
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1104,0.00017238222895917955,0.0018050647480990886
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1116,0.00018188484232357677,0.0011769532433291636
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1128,0.0001747955428337241,0.0017850082493693672
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1140,-0.0004943870760890333,-0.00045047701302819996
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1152,0.0004890447808579891,0.0014974412176590518
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1164,3.737988379344629e-05,5.480363984582908e-05
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1176,0.00011431519486724222,-0.00012751966583130723
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1188,-5.1732566686300145e-05,-0.0004970833744899871
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1200,0.00047464624664838955,-0.00038458120014368835
SELECT,OD_LONG,O_LONG_DUP,3,terminal_H,raw,1212,-3.204021433287221e-05,0.00020792261643737516
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1056,0.0002723595698940667,0.002041469747089773
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1068,0.00028959786461016076,0.0011487207330229663
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1080,0.0003071265437556109,0.001824113742101459
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1092,0.00015765401641962062,0.000891465988055681
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1104,-0.00012695675849761184,0.0013292179721593475
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1116,0.00029194157145717985,0.0020331319317743518
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1128,0.0006585755015950417,0.002917137234218837
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1140,-2.8313520957222424e-05,0.00025038210665238316
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1152,0.00021577056971074213,0.001238951583656341
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1164,0.00014749560524989657,0.000711355258528286
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1176,0.0003773099353248794,0.0009860992806017739
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1188,4.996488627553844e-05,0.0005965818017969117
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1200,0.00026753727376527427,-0.0001650344137920924
SELECT,OD_LONG,O_LONG_DUP,3,path_1_to_H,raw,1212,3.311257724866659e-05,0.00020116295770158696
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1056,0.00029183764877148627,0.002223792375197827
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1068,0.00017473663501900221,-0.0012327736585891905
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1080,4.453490097820752e-05,0.0008952432038454721
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1092,0.0001873487799720462,0.0016450389268395714
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1104,0.00022582005720515452,0.0016891451457238357
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1116,0.0001281311291597289,0.0010366720719190933
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1128,2.0278844523109046e-05,0.0011238413094896904
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1140,5.1151004931558016e-05,9.734702926094774e-05
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1152,0.00014607678004552508,0.0007818502350112845
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1164,-0.00016998544802780257,-0.0013990340203436998
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1176,0.000640819194148081,0.002320007277957007
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1188,1.71912959996167e-05,-0.000554056845956374
SELECT,OD_LONG,O_LONG_DUP,6,terminal_H,raw,1200,-0.0003290839932791148,-1.6831461099953553e-05
