phase,dataset,series,K,scope,model_A,model_B,panel_start,independent_width,width_reduction,active_ambiguous_windows,components,mixed_sign_components,independent_bounds_provably_exact
initial,beijing,Gucheng,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,full_station,constant,logistic,6570,0.016154274686693,0.0004108724691414,71,3,2,False
initial,beijing,Huairou,24,full_station,constant,hist_gradient_boosting,6570,0.0210694776476829,0.0022244158541849,71,3,2,False
initial,beijing,Huairou,24,full_station,logistic,hist_gradient_boosting,6570,0.0088235668083069,0.0008983606731232,71,3,2,False
initial,beijing,Huairou,24,fixed_panel,constant,logistic,6570,0.0245281678974873,0.0,5,1,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0407812917294769,0.0,5,1,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0162531238319896,1.0408340855860844e-17,5,1,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,6906,0.134344573951653,-2.775557561562892e-17,31,1,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,6906,0.1865151950633847,0.0029874635660945,31,1,1,False
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0632418327669308,0.0109673045433321,31,1,1,False
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,7914,0.0700647498249164,0.0059749026026569,21,1,1,False
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,7914,0.0588534623081187,0.0302560478547225,21,1,1,False
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0357962934531591,0.0003038606842957,21,1,1,False
initial,beijing,Huairou,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,8250,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,constant,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Huairou,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,full_station,constant,logistic,6570,0.006002354705031,1.1102230246251563e-16,23,1,0,True
initial,beijing,Nongzhanguan,24,full_station,constant,hist_gradient_boosting,6570,0.0040397702036609,9.564722109983367e-05,23,1,1,False
initial,beijing,Nongzhanguan,24,full_station,logistic,hist_gradient_boosting,6570,0.0022205902608251,9.438326622697792e-05,23,1,1,False
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,6570,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,6906,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,7914,0.0897041561779459,-1.1102230246251563e-16,23,1,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,7914,0.0603736691816084,0.0014294312284365,23,1,1,False
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0331863385876417,0.0014105416407855,23,1,1,False
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,8250,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,constant,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Nongzhanguan,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,full_station,constant,logistic,6570,0.0074895556222959,-2.775557561562892e-17,24,2,0,True
initial,beijing,Shunyi,24,full_station,constant,hist_gradient_boosting,6570,0.0056060783948917,2.0816681711721685e-17,24,2,0,True
initial,beijing,Shunyi,24,full_station,logistic,hist_gradient_boosting,6570,0.0021676943537847,0.0002842171263805,24,2,1,False
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,6570,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,6906,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,7914,0.1119301174725191,0.0,24,2,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,7914,0.0837818750464164,-5.551115123125783e-17,24,2,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0323958183769079,0.0042475759508052,24,2,1,False
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,8250,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,constant,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Shunyi,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,full_station,constant,logistic,6570,0.0102414715578059,2.775557561562892e-17,36,2,0,True
initial,beijing,Tiantan,24,full_station,constant,hist_gradient_boosting,6570,0.0113636687985604,0.0004977330693936,36,2,1,False
initial,beijing,Tiantan,24,full_station,logistic,hist_gradient_boosting,6570,0.0049437065187171,5.0350512409501336e-05,36,2,1,False
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,6570,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,6906,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,7914,0.0894423150840052,4.163336342344337e-17,23,1,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,7914,0.0649819237613234,0.0074385349060403,23,1,1,False
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0326514059555588,0.0007524797268367,23,1,1,False
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,8250,0.0636147115764456,6.938893903907227e-17,13,1,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,8250,0.1048461471799217,-5.551115123125783e-17,13,1,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0412314356034761,-4.163336342344337e-17,13,1,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,constant,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Tiantan,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,full_station,constant,logistic,6570,0.0038355269966578,0.0011111377622231,20,1,1,False
initial,beijing,Wanliu,24,full_station,constant,hist_gradient_boosting,6570,0.0050953739194125,0.0023018912489026,20,1,1,False
initial,beijing,Wanliu,24,full_station,logistic,hist_gradient_boosting,6570,0.0014360768999409,0.0013669834638655,20,1,1,False
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,7914,0.0573212896672932,0.0166057622809503,20,1,1,False
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,7914,0.076149484712876,0.0344013678370476,20,1,1,False
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0214619216701523,0.0204293321806668,20,1,1,False
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,constant,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Wanliu,24,fixed_panel,logistic,hist_gradient_boosting,8586,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,full_station,constant,logistic,6570,0.0057870706028744,0.0001952383964728,27,2,1,False
initial,beijing,Wanshouxigong,24,full_station,constant,hist_gradient_boosting,6570,0.0049341630935882,0.0013768897535262,27,2,1,False
initial,beijing,Wanshouxigong,24,full_station,logistic,hist_gradient_boosting,6570,0.0026428524300922,0.0006082935637524,27,2,1,False
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,6570,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,6738,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,6906,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7074,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7242,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7410,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7578,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7746,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,7914,0.0697687808184473,0.0029178041734919,23,1,1,False
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,7914,0.0595465480365656,0.0205773799716649,23,1,1,False
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,7914,0.0369726510121337,0.0090908424320791,23,1,1,False
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,8082,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,8250,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,logistic,hist_gradient_boosting,8418,0.0,0.0,0,0,0,True
initial,beijing,Wanshouxigong,24,fixed_panel,constant,logistic,8586,0.0,0.0,0,0,0,True
