dataset,series,scope,mask,K,L,panel_start,model_A,model_B,windows,missing_snapshots,ambiguous_windows,independent_lower,independent_upper,joint_lower,joint_upper,reachable_states,seconds,truth_delta,truth_covered,independent_width,joint_width,width_reduction,relative_width_reduction,independent_winner,joint_winner,new_strict_decision
beijing,Aotizhongxin,artificial,iid_30,24,3,7025,constant,logistic,834,259,219,-0.008326192137671457,0.06901958747108673,-0.0013565138470784913,0.06208124776535729,64,0.00044270000944379717,0.03769462158616695,True,0.07734577960875819,0.06343776161243578,0.013908017996322408,0.179816120112487,UNRESOLVED,UNRESOLVED,False
beijing,Aotizhongxin,artificial,iid_30,24,3,7025,constant,hist_gradient_boosting,834,259,219,-0.01687698712013629,0.08244099132869831,-0.012020683610517151,0.07779925097954901,64,0.00029769999673590064,0.04469887100006471,True,0.0993179784488346,0.08981993459006617,0.009498043858768429,0.09563267403455572,UNRESOLVED,UNRESOLVED,False
beijing,Aotizhongxin,artificial,iid_30,24,3,7025,logistic,hist_gradient_boosting,834,259,219,-0.03241282546179399,0.037283434336940716,-0.03035265819626549,0.03340346470653594,64,0.0002683000057004392,0.007004249413897758,True,0.0696962597987347,0.06375612290280143,0.005940136895933271,0.08522891921441544,UNRESOLVED,UNRESOLVED,False
beijing,Aotizhongxin,artificial,blocks_10,24,3,7025,constant,logistic,834,72,32,0.03804305752618161,0.04951329205957812,0.038682045459353956,0.04887430412640553,64,0.0004813999985344708,0.04768050839568505,True,0.01147023453339651,0.010192258667051576,0.001277975866344934,0.11141671625144232,B,B,False
beijing,Aotizhongxin,artificial,blocks_10,24,3,7025,constant,hist_gradient_boosting,834,72,32,0.01913789888029566,0.037828097915627204,0.020174002312649184,0.036791994483273784,64,0.00039679999463260174,0.03586469175694948,True,0.018690199035331544,0.0166179921706246,0.002072206864706945,0.11087131072225022,B,B,False
beijing,Aotizhongxin,artificial,blocks_10,24,3,7025,logistic,hist_gradient_boosting,834,72,32,-0.020279631329646327,-0.010310721460190535,-0.018867579366097512,-0.010666504111798612,64,0.00039450000622309744,-0.011815816638735578,True,0.009968909869455792,0.0082010752542989,0.0017678346151568918,0.17733479771679378,A,A,False
beijing,Changping,full_station,natural,24,3,6570,constant,logistic,2167,42,23,0.05539558515023408,0.06251834413219591,0.05539558515023412,0.062258123441966816,64,0.0005699999892385677,,,0.007122758981961831,0.006862538291732695,0.00026022069022913624,0.03653369303778735,B,B,False
beijing,Changping,full_station,natural,24,3,6570,constant,hist_gradient_boosting,2167,42,23,0.04178166346353238,0.04720258632755724,0.041781663463532355,0.04696799489651873,64,0.0009868999914033338,,,0.00542092286402486,0.005186331432986378,0.00023459143103848196,0.043275183381654946,B,B,False
beijing,Changping,full_station,natural,24,3,6570,logistic,hist_gradient_boosting,2167,42,23,-0.015497864603310051,-0.013431814888030346,-0.015290128545448018,-0.01361392168670169,64,0.0004905000096186996,,,0.0020660497152797056,0.0016762068587463288,0.00038984285653337683,0.1886899689055155,A,A,False
beijing,Changping,fixed_panel,natural,24,3,6570,constant,logistic,145,0,0,0.0447626800364856,0.0447626800364856,0.044762680036485605,0.044762680036485605,64,0.0002891999902203679,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,6570,constant,hist_gradient_boosting,145,0,0,0.02847103114708333,0.02847103114708333,0.028471031147083353,0.028471031147083353,64,0.00014060000830795616,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,6570,logistic,hist_gradient_boosting,145,0,0,-0.01629164888940225,-0.01629164888940225,-0.01629164888940225,-0.01629164888940225,64,0.00011240001185797155,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,6738,constant,logistic,145,0,0,0.2324926237671118,0.2324926237671118,0.23249262376711186,0.23249262376711186,64,0.00011409999569877982,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,6738,constant,hist_gradient_boosting,145,0,0,0.1551302488958871,0.1551302488958871,0.15513024889588717,0.15513024889588717,64,0.00011029999586753547,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,6738,logistic,hist_gradient_boosting,145,0,0,-0.07736237487122469,-0.07736237487122469,-0.07736237487122469,-0.07736237487122469,64,0.00010580000525806099,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,6906,constant,logistic,145,0,0,-0.036007790934225195,-0.036007790934225195,-0.03600779093422515,-0.03600779093422515,64,0.00010030000703409314,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,6906,constant,hist_gradient_boosting,145,0,0,-0.11033194270679249,-0.11033194270679249,-0.11033194270679249,-0.11033194270679249,64,0.0001269999920623377,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,6906,logistic,hist_gradient_boosting,145,0,0,-0.07432415177256733,-0.07432415177256733,-0.07432415177256721,-0.07432415177256721,64,0.0001142999972216785,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7074,constant,logistic,145,0,0,0.08816143367042861,0.08816143367042861,0.08816143367042864,0.08816143367042864,64,0.00011589999485295266,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7074,constant,hist_gradient_boosting,145,0,0,0.05187168955386866,0.05187168955386866,0.051871689553868706,0.051871689553868706,64,0.00010380000458098948,,,0.0,0.0,0.0,0.0,B,B,False
