stage,model,seed,horizon,status,target_scope,postprocess,scored_values,rmse,mae
DEV_EVAL,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,raw,3850,0.11154516113395464,0.06462724060203252
DEV_EVAL,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.10983752750587555,0.05945223077521292
DEV_EVAL,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.11131018402497292,0.06453085772013407
DEV_EVAL,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10965987909604119,0.059335849762162336
DEV_EVAL,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,raw,3850,0.1180461109232486,0.0721620956175912
DEV_EVAL,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.11874419888930908,0.06698171894078739
DEV_EVAL,OD_SEPARABLE,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11795902272936679,0.0721124482500526
DEV_EVAL,OD_SEPARABLE,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.1185816466359334,0.06687317482728962
DEV_EVAL,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,raw,3850,0.11483460416794361,0.07476383448405505
DEV_EVAL,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.11787970392855855,0.06909747785540761
DEV_EVAL,OD_SEPARABLE,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.1148236767871099,0.07474550839317912
DEV_EVAL,OD_SEPARABLE,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.11776536791602772,0.06901796963111757
DEV_EVAL,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,raw,3850,0.11961450143430204,0.07860435540133781
DEV_EVAL,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.11808609652882333,0.07117401308025581
DEV_EVAL,OD_SEPARABLE,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.11960666609858608,0.07858421386635496
DEV_EVAL,OD_SEPARABLE,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11799690152030547,0.07110842418398408
DEV_EVAL,OD_SEPARABLE,20260914,3,AVAILABLE,terminal_H,raw,3850,0.10831009249433118,0.06327260030700077
DEV_EVAL,OD_SEPARABLE,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.10776620238044732,0.05827943944570554
DEV_EVAL,OD_SEPARABLE,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.10830444942765255,0.06324651337265144
DEV_EVAL,OD_SEPARABLE,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10775351912635561,0.058236746516202705
DEV_EVAL,OD_SEPARABLE,20260914,6,AVAILABLE,terminal_H,raw,3850,0.11430289931816319,0.06774768271836731
DEV_EVAL,OD_SEPARABLE,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.11599475341944651,0.06473569347122368
DEV_EVAL,OD_SEPARABLE,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11429133853828445,0.06769335521627816
DEV_EVAL,OD_SEPARABLE,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.11598492522021733,0.06468864937867827
DEV_EVAL,OD_SEPARABLE,20260914,9,AVAILABLE,terminal_H,raw,3850,0.10829623014251921,0.06993889749441563
DEV_EVAL,OD_SEPARABLE,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.11409436103902401,0.06602526456697408
DEV_EVAL,OD_SEPARABLE,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.10829336652938838,0.0699145338423382
DEV_EVAL,OD_SEPARABLE,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.11408679264747786,0.06598458904081252
DEV_EVAL,OD_SEPARABLE,20260914,12,AVAILABLE,terminal_H,raw,3850,0.11340720249724869,0.07399984396040075
DEV_EVAL,OD_SEPARABLE,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.11369025402782824,0.06778481086647002
DEV_EVAL,OD_SEPARABLE,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.11340487814080674,0.07398742950845431
DEV_EVAL,OD_SEPARABLE,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11368274409365933,0.0677498339931607
DEV_EVAL,OD_CONCAT_MLP,20260913,3,AVAILABLE,terminal_H,raw,3850,0.10947570484563346,0.06263968036935749
DEV_EVAL,OD_CONCAT_MLP,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.10868654654312349,0.058002414454228955
DEV_EVAL,OD_CONCAT_MLP,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.10947188212395365,0.06261200198298439
DEV_EVAL,OD_CONCAT_MLP,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10868013919932094,0.057961135206647175
DEV_EVAL,OD_CONCAT_MLP,20260913,6,AVAILABLE,terminal_H,raw,3850,0.11416417422340848,0.06720950683856845
DEV_EVAL,OD_CONCAT_MLP,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.11643909545781216,0.06411443654359382
DEV_EVAL,OD_CONCAT_MLP,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11415889465144377,0.06717779145657769
DEV_EVAL,OD_CONCAT_MLP,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.116433323591317,0.06407862385671773
DEV_EVAL,OD_CONCAT_MLP,20260913,9,AVAILABLE,terminal_H,raw,3850,0.10995735662265461,0.07035561348764802
DEV_EVAL,OD_CONCAT_MLP,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.11474406963595882,0.06556549599816251
DEV_EVAL,OD_CONCAT_MLP,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.10995346519948233,0.070324605679955
DEV_EVAL,OD_CONCAT_MLP,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.1147389689888577,0.06553323271694753
DEV_EVAL,OD_CONCAT_MLP,20260913,12,AVAILABLE,terminal_H,raw,3850,0.11474302746364451,0.0744644356392926
DEV_EVAL,OD_CONCAT_MLP,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.11443036166760812,0.06737988032655838
DEV_EVAL,OD_CONCAT_MLP,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.1147342496895243,0.07444182779930474
DEV_EVAL,OD_CONCAT_MLP,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11442424414284762,0.06734999332786971
DEV_EVAL,OD_CONCAT_MLP,20260914,3,AVAILABLE,terminal_H,raw,3850,0.10994299295389989,0.06276063357716898
DEV_EVAL,OD_CONCAT_MLP,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.10881944970270735,0.0580373112080092
DEV_EVAL,OD_CONCAT_MLP,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.1098885612002178,0.06272665227742802
DEV_EVAL,OD_CONCAT_MLP,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10875393774017376,0.05797570875376338
DEV_EVAL,OD_CONCAT_MLP,20260914,6,AVAILABLE,terminal_H,raw,3850,0.11472861656625781,0.06787245619712068
DEV_EVAL,OD_CONCAT_MLP,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.11678866232682594,0.06435018811918865
DEV_EVAL,OD_CONCAT_MLP,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11472041323494972,0.06784632928629167
DEV_EVAL,OD_CONCAT_MLP,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.11674087009579374,0.06430109815867403
DEV_EVAL,OD_CONCAT_MLP,20260914,9,AVAILABLE,terminal_H,raw,3850,0.11089873683159726,0.07143571977809358
DEV_EVAL,OD_CONCAT_MLP,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.1153819076318811,0.06621691304350077
DEV_EVAL,OD_CONCAT_MLP,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.1108976691660973,0.07142232119503054
DEV_EVAL,OD_CONCAT_MLP,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.11534894383887974,0.06617802830442503
DEV_EVAL,OD_CONCAT_MLP,20260914,12,AVAILABLE,terminal_H,raw,3850,0.11598783999094164,0.07586954930587929
DEV_EVAL,OD_CONCAT_MLP,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.11517562277385932,0.06816609368295222
DEV_EVAL,OD_CONCAT_MLP,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.11598425566846285,0.07585363723768655
DEV_EVAL,OD_CONCAT_MLP,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11514981760925025,0.06813311322810885
DEV_EVAL,OO_PRODUCT,20260913,3,AVAILABLE,terminal_H,raw,3850,0.10843757233300023,0.0631589631560723
DEV_EVAL,OO_PRODUCT,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.10780491875753286,0.05830790028867142
DEV_EVAL,OO_PRODUCT,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.10842161581915798,0.06310175489599641
DEV_EVAL,OO_PRODUCT,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10779097136111514,0.05824426943633618
DEV_EVAL,OO_PRODUCT,20260913,6,AVAILABLE,terminal_H,raw,3850,0.11358948066869183,0.0684482166527423
DEV_EVAL,OO_PRODUCT,20260913,6,AVAILABLE,path_1_to_H,raw,23100,0.1156580637384611,0.06477990913345329
DEV_EVAL,OO_PRODUCT,20260913,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11358107620125647,0.06839507001545411
DEV_EVAL,OO_PRODUCT,20260913,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.1156466954088224,0.06472076036970187
DEV_EVAL,OO_PRODUCT,20260913,9,AVAILABLE,terminal_H,raw,3850,0.109090722019091,0.0708145779159847
DEV_EVAL,OO_PRODUCT,20260913,9,AVAILABLE,path_1_to_H,raw,34650,0.11420314360576214,0.06647846785841574
DEV_EVAL,OO_PRODUCT,20260913,9,AVAILABLE,terminal_H,clip_0_1,3850,0.10908288155872214,0.0707722936624961
DEV_EVAL,OO_PRODUCT,20260913,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.11419303066858051,0.06642540831748142
DEV_EVAL,OO_PRODUCT,20260913,12,AVAILABLE,terminal_H,raw,3850,0.115389343633384,0.07579608762736674
DEV_EVAL,OO_PRODUCT,20260913,12,AVAILABLE,path_1_to_H,raw,46200,0.11425485181361304,0.06851446014059798
DEV_EVAL,OO_PRODUCT,20260913,12,AVAILABLE,terminal_H,clip_0_1,3850,0.11535604860368742,0.07575405468068126
DEV_EVAL,OO_PRODUCT,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11423733261250506,0.06846247548756419
DEV_EVAL,OO_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.10953157148271397,0.06355208000960452
DEV_EVAL,OO_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.10879861532626374,0.05878972229302009
DEV_EVAL,OO_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.10950990585801196,0.06351651493460019
DEV_EVAL,OO_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10876453567281776,0.05872717035623366
DEV_EVAL,OO_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.11487338690656834,0.06790325623222276
DEV_EVAL,OO_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.11696099305261441,0.06494372927488135
DEV_EVAL,OO_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.11480174343553491,0.06783812618488502
DEV_EVAL,OO_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.11690306011289328,0.06487022164604027
DEV_EVAL,OO_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.10969714623415633,0.07108246180430751
DEV_EVAL,OO_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.11523482604325803,0.06650955657980338
DEV_EVAL,OO_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.10969674473660618,0.07107202207471904
DEV_EVAL,OO_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.11518870058908821,0.06645034524842096
DEV_EVAL,OO_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.1152356220658326,0.07525964816764816
DEV_EVAL,OO_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.1150472955452621,0.06844089091436716
DEV_EVAL,OO_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.1152270153313315,0.07523751590645221
DEV_EVAL,OO_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11500936384907194,0.06839142019237741
