epoch,stage,model,seed,horizon,status,target_scope,postprocess,scored_values,rmse,mae
40,SELECT,OD_PRODUCT,20260913,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.0782205000087129,0.048510124558515125
0,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.0715574909183269,0.041504047151979244
0,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.06533001779708271,0.036699402746601786
0,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07155532535344221,0.041488150614960834
0,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06530269670120245,0.036659928979940214
0,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.07640047146889449,0.04762812144991269
0,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.06998650595652077,0.041143550736475555
0,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07639800240261255,0.04762124960119467
0,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06997297823626444,0.04111893887692641
0,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.08468624593246257,0.05697164942179302
0,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.0743449749734721,0.04506060979594299
0,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08468509333991608,0.0569635524336505
0,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.0743359271806204,0.04504229630533494
0,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.09306321667618843,0.060727166549893394
0,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.07876578519461831,0.04879192592169455
0,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09305738102667872,0.060710732536325016
0,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07875791627267542,0.048775701404106815
5,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.0714345616600647,0.041704600968567575
5,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.06524013108366399,0.03696180354600611
5,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.0714340050906451,0.04169652361801557
5,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06521927657444465,0.036925455706434296
5,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.07565085570058648,0.04720896990387178
5,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.06967724666494272,0.04123951803438061
5,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07564496260793445,0.04718637604814859
5,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.0696656970749606,0.04121294473392933
5,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.08473273823648492,0.05691167664457882
5,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.07405616807128003,0.04512687165757537
5,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08472199602671539,0.05689932438847414
5,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07404350180320954,0.04509918901728268
5,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.09206739238801609,0.05980657987686797
5,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.07829413522588824,0.048670510901609974
5,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09205536571840311,0.05977431678357523
5,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07828116745983313,0.048644322264312846
10,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.07150977906847919,0.04174592013272119
10,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.06513528614195113,0.036960436142324644
10,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.0714633372327121,0.04171799992326025
10,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06508849613520369,0.03691301858557751
10,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.07566277030977708,0.04694829242935695
10,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.06958411602947973,0.04114711534768757
10,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07565168321893213,0.04690457662318291
10,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06954538292424796,0.04110375470060833
10,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.08466922101524126,0.05689500559241355
10,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.07399130031074777,0.04503958682585638
10,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.0846594674165025,0.056886330069177315
10,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07396288761134528,0.04500241017595023
10,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.09144590310426495,0.059308249071289676
10,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.07808453302687744,0.048464396930450016
10,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09143908120776273,0.05928892452423354
10,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07806058099946966,0.04843202718660333
20,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.0710813087845125,0.04148144195447981
