model,seed,epoch,lr,training_mse,optimizer_steps,selection_rmse
OD_SEPARABLE,20260914,7,0.0009484552115439444,0.006060936220822219,413,
OD_SEPARABLE,20260914,8,0.0009303355384947077,0.006032705008767116,472,
OD_SEPARABLE,20260914,9,0.0009097492435315756,0.006012987841350587,531,
OD_SEPARABLE,20260914,10,0.0008868298366769955,0.005989003430900422,590,0.08107782012356099
OD_SEPARABLE,20260914,11,0.0008617259590793198,0.005962632242682973,649,
OD_SEPARABLE,20260914,12,0.0008346004190179199,0.005951049896942946,708,
OD_SEPARABLE,20260914,13,0.0008056291360290202,0.005933197735185975,767,
OD_SEPARABLE,20260914,14,0.0007750000000000001,0.005917710756798746,826,
OD_SEPARABLE,20260914,15,0.0007429116526313744,0.005901522589835847,885,
OD_SEPARABLE,20260914,16,0.0007095721991691411,0.00589281565070944,944,
OD_SEPARABLE,20260914,17,0.0006751978587624037,0.005879778572891314,1003,
OD_SEPARABLE,20260914,18,0.00064001156219922,0.005867488014779679,1062,
OD_SEPARABLE,20260914,19,0.0006042415061148954,0.005854452345667166,1121,
OD_SEPARABLE,20260914,20,0.0005681196730492369,0.005844628876728505,1180,0.08125629060326803
OD_SEPARABLE,20260914,21,0.0005318803269507632,0.005836961446210105,1239,
OD_SEPARABLE,20260914,22,0.0004957584938851046,0.005830524502559451,1298,
OD_SEPARABLE,20260914,23,0.00045998843780078015,0.005825794940399166,1357,
OD_SEPARABLE,20260914,24,0.0004248021412375964,0.00581483415508509,1416,
OD_SEPARABLE,20260914,25,0.00039042780083085903,0.005809538954286691,1475,
OD_SEPARABLE,20260914,26,0.00035708834736862554,0.005801281910180897,1534,
OD_SEPARABLE,20260914,27,0.0003249999999999999,0.005794988818839347,1593,
OD_SEPARABLE,20260914,28,0.00029437086397097995,0.00579325502274435,1652,
OD_SEPARABLE,20260914,29,0.0002653995809820803,0.0057868701325487475,1711,
OD_SEPARABLE,20260914,30,0.00023827404092068027,0.005783119562428774,1770,
OD_SEPARABLE,20260914,31,0.0002131701633230046,0.005779782446335588,1829,
OD_SEPARABLE,20260914,32,0.00019025075646842457,0.005776643279333699,1888,
OD_SEPARABLE,20260914,33,0.00016966446150529243,0.005771602932889527,1947,
OD_SEPARABLE,20260914,34,0.00015154478845605558,0.005767795047484997,2006,
OD_SEPARABLE,20260914,35,0.00013600925035352912,0.005768112241827499,2065,
OD_SEPARABLE,20260914,36,0.00012315860112378454,0.0057639368506818825,2124,
OD_SEPARABLE,20260914,37,0.0001130761821582766,0.005762056276123335,2183,
OD_SEPARABLE,20260914,38,0.00010582738181293922,0.005761298300113085,2242,
OD_SEPARABLE,20260914,39,0.00010145921133960553,0.0057586358838872,2301,
OD_SEPARABLE,20260914,40,0.0001,0.0057577320084288165,2360,0.0813230945035073
OD_CONCAT_MLP,20260913,0,0.0,0.006343893644747128,0,0.0814268562489681
OD_CONCAT_MLP,20260913,1,0.001,0.006340064870548501,59,
OD_CONCAT_MLP,20260913,2,0.0009985407886603944,0.0062870279719899206,118,
OD_CONCAT_MLP,20260913,3,0.0009941726181870608,0.00623122994316724,177,
OD_CONCAT_MLP,20260913,4,0.0009869238178417234,0.0061713317606401745,236,
OD_CONCAT_MLP,20260913,5,0.0009768413988762155,0.006135339476067639,295,0.08094207558702529
OD_CONCAT_MLP,20260913,6,0.000963990749646471,0.006104475048062538,354,
OD_CONCAT_MLP,20260913,7,0.0009484552115439444,0.006082509937721288,413,
OD_CONCAT_MLP,20260913,8,0.0009303355384947077,0.006054774925797782,472,
OD_CONCAT_MLP,20260913,9,0.0009097492435315756,0.006030117657705183,531,
OD_CONCAT_MLP,20260913,10,0.0008868298366769955,0.006007371159574274,590,0.0812720685375456
OD_CONCAT_MLP,20260913,11,0.0008617259590793198,0.005987204371995207,649,
OD_CONCAT_MLP,20260913,12,0.0008346004190179199,0.005977776814623276,708,
OD_CONCAT_MLP,20260913,13,0.0008056291360290202,0.005958222316646846,767,
OD_CONCAT_MLP,20260913,14,0.0007750000000000001,0.0059458001064126575,826,
OD_CONCAT_MLP,20260913,15,0.0007429116526313744,0.005930215436014188,885,
OD_CONCAT_MLP,20260913,16,0.0007095721991691411,0.0059143603644915615,944,
OD_CONCAT_MLP,20260913,17,0.0006751978587624037,0.005909648107967099,1003,
OD_CONCAT_MLP,20260913,18,0.00064001156219922,0.005899963868614139,1062,
OD_CONCAT_MLP,20260913,19,0.0006042415061148954,0.005879948957594736,1121,
OD_CONCAT_MLP,20260913,20,0.0005681196730492369,0.0058740478542263375,1180,0.08108100095238299
OD_CONCAT_MLP,20260913,21,0.0005318803269507632,0.005861470078420855,1239,
OD_CONCAT_MLP,20260913,22,0.0004957584938851046,0.005853513136727217,1298,
OD_CONCAT_MLP,20260913,23,0.00045998843780078015,0.005845663495657168,1357,
OD_CONCAT_MLP,20260913,24,0.0004248021412375964,0.005843438187682898,1416,
OD_CONCAT_MLP,20260913,25,0.00039042780083085903,0.005836305737877384,1475,
OD_CONCAT_MLP,20260913,26,0.00035708834736862554,0.00582639648390013,1534,
OD_CONCAT_MLP,20260913,27,0.0003249999999999999,0.005823722674834959,1593,
OD_CONCAT_MLP,20260913,28,0.00029437086397097995,0.005816681002915809,1652,
OD_CONCAT_MLP,20260913,29,0.0002653995809820803,0.0058108205130828665,1711,
OD_CONCAT_MLP,20260913,30,0.00023827404092068027,0.005809014687100452,1770,
OD_CONCAT_MLP,20260913,31,0.0002131701633230046,0.005803291302540828,1829,
OD_CONCAT_MLP,20260913,32,0.00019025075646842457,0.0058018436905997155,1888,
OD_CONCAT_MLP,20260913,33,0.00016966446150529243,0.0057971273721247945,1947,
OD_CONCAT_MLP,20260913,34,0.00015154478845605558,0.005793545901544946,2006,
OD_CONCAT_MLP,20260913,35,0.00013600925035352912,0.00579169993927867,2065,
OD_CONCAT_MLP,20260913,36,0.00012315860112378454,0.00579002613654061,2124,
OD_CONCAT_MLP,20260913,37,0.0001130761821582766,0.005788080063553805,2183,
OD_CONCAT_MLP,20260913,38,0.00010582738181293922,0.005785511306059056,2242,
OD_CONCAT_MLP,20260913,39,0.00010145921133960553,0.005783689547076531,2301,
OD_CONCAT_MLP,20260913,40,0.0001,0.005782773079425592,2360,0.08105819705312915
OD_CONCAT_MLP,20260914,0,0.0,0.006343893644747128,0,0.0814268562489681
OD_CONCAT_MLP,20260914,1,0.001,0.0063434447342086845,59,
OD_CONCAT_MLP,20260914,2,0.0009985407886603944,0.006306605745994572,118,
OD_CONCAT_MLP,20260914,3,0.0009941726181870608,0.006254715798612129,177,
OD_CONCAT_MLP,20260914,4,0.0009869238178417234,0.006197898597740667,236,
OD_CONCAT_MLP,20260914,5,0.0009768413988762155,0.006153851013550216,295,0.08147377528106069
OD_CONCAT_MLP,20260914,6,0.000963990749646471,0.006124057180610446,354,
OD_CONCAT_MLP,20260914,7,0.0009484552115439444,0.006091253565335951,413,
OD_CONCAT_MLP,20260914,8,0.0009303355384947077,0.006063572462847639,472,
OD_CONCAT_MLP,20260914,9,0.0009097492435315756,0.006050309981955946,531,
OD_CONCAT_MLP,20260914,10,0.0008868298366769955,0.006026126125857586,590,0.08124731340126834
OD_CONCAT_MLP,20260914,11,0.0008617259590793198,0.006005241630274931,649,
OD_CONCAT_MLP,20260914,12,0.0008346004190179199,0.005994292100123681,708,
OD_CONCAT_MLP,20260914,13,0.0008056291360290202,0.00597369880294493,767,
OD_CONCAT_MLP,20260914,14,0.0007750000000000001,0.005962185644443758,826,
OD_CONCAT_MLP,20260914,15,0.0007429116526313744,0.005942889113016287,885,
OD_CONCAT_MLP,20260914,16,0.0007095721991691411,0.005934570756755945,944,
OD_CONCAT_MLP,20260914,17,0.0006751978587624037,0.005930357911690123,1003,
OD_CONCAT_MLP,20260914,18,0.00064001156219922,0.005913336575325097,1062,
OD_CONCAT_MLP,20260914,19,0.0006042415061148954,0.0058992102831731995,1121,
OD_CONCAT_MLP,20260914,20,0.0005681196730492369,0.005895164670765202,1180,0.08130638611121624
OD_CONCAT_MLP,20260914,21,0.0005318803269507632,0.005886715538753371,1239,
OD_CONCAT_MLP,20260914,22,0.0004957584938851046,0.005875479765723495,1298,
OD_CONCAT_MLP,20260914,23,0.00045998843780078015,0.005869500490849557,1357,
OD_CONCAT_MLP,20260914,24,0.0004248021412375964,0.005862013474191841,1416,
OD_CONCAT_MLP,20260914,25,0.00039042780083085903,0.005856767149140301,1475,
OD_CONCAT_MLP,20260914,26,0.00035708834736862554,0.005847486233722996,1534,
OD_CONCAT_MLP,20260914,27,0.0003249999999999999,0.005841329425593452,1593,
OD_CONCAT_MLP,20260914,28,0.00029437086397097995,0.005840406039681003,1652,
OD_CONCAT_MLP,20260914,29,0.0002653995809820803,0.00583262598768322,1711,
OD_CONCAT_MLP,20260914,30,0.00023827404092068027,0.005828620689983324,1770,
OD_CONCAT_MLP,20260914,31,0.0002131701633230046,0.0058262240294105734,1829,
OD_CONCAT_MLP,20260914,32,0.00019025075646842457,0.00582306048545589,1888,
OD_CONCAT_MLP,20260914,33,0.00016966446150529243,0.005816965405502573,1947,
OD_CONCAT_MLP,20260914,34,0.00015154478845605558,0.005814563386651021,2006,
OD_CONCAT_MLP,20260914,35,0.00013600925035352912,0.005814702413734953,2065,
OD_CONCAT_MLP,20260914,36,0.00012315860112378454,0.005810037123850455,2124,
OD_CONCAT_MLP,20260914,37,0.0001130761821582766,0.005808276210951392,2183,
OD_CONCAT_MLP,20260914,38,0.00010582738181293922,0.005806600567295176,2242,
OD_CONCAT_MLP,20260914,39,0.00010145921133960553,0.005804500366801194,2301,
OD_CONCAT_MLP,20260914,40,0.0001,0.005803471740479042,2360,0.08132024442272946
OO_PRODUCT,20260913,0,0.0,0.006343893644747128,0,0.0814268562489681
OO_PRODUCT,20260913,1,0.001,0.006330924048129084,59,
OO_PRODUCT,20260913,2,0.0009985407886603944,0.006239721060329611,118,
OO_PRODUCT,20260913,3,0.0009941726181870608,0.006175796044723666,177,
OO_PRODUCT,20260913,4,0.0009869238178417234,0.0061218175183766705,236,
OO_PRODUCT,20260913,5,0.0009768413988762155,0.006077580160382886,295,0.08120390867490082
OO_PRODUCT,20260913,6,0.000963990749646471,0.006041774857710411,354,
OO_PRODUCT,20260913,7,0.0009484552115439444,0.006014309778118304,413,
OO_PRODUCT,20260913,8,0.0009303355384947077,0.005979972217524259,472,
OO_PRODUCT,20260913,9,0.0009097492435315756,0.0059582821919743996,531,
OO_PRODUCT,20260913,10,0.0008868298366769955,0.005933461083580951,590,0.08136174925493551
OO_PRODUCT,20260913,11,0.0008617259590793198,0.00591198106517883,649,
OO_PRODUCT,20260913,12,0.0008346004190179199,0.005893854189713611,708,
OO_PRODUCT,20260913,13,0.0008056291360290202,0.00587744243308475,767,
OO_PRODUCT,20260913,14,0.0007750000000000001,0.00585902014983862,826,
OO_PRODUCT,20260913,15,0.0007429116526313744,0.005848314595289278,885,
OO_PRODUCT,20260913,16,0.0007095721991691411,0.0058311250470516815,944,
OO_PRODUCT,20260913,17,0.0006751978587624037,0.005819467893546859,1003,
OO_PRODUCT,20260913,18,0.00064001156219922,0.005807897325554123,1062,
OO_PRODUCT,20260913,19,0.0006042415061148954,0.0057920259139711255,1121,
OO_PRODUCT,20260913,20,0.0005681196730492369,0.0057817222367880896,1180,0.08111108649929628
OO_PRODUCT,20260913,21,0.0005318803269507632,0.005773606841340692,1239,
OO_PRODUCT,20260913,22,0.0004957584938851046,0.005762743209602737,1298,
OO_PRODUCT,20260913,23,0.00045998843780078015,0.005753750684580253,1357,
OO_PRODUCT,20260913,24,0.0004248021412375964,0.005746785724893577,1416,
OO_PRODUCT,20260913,25,0.00039042780083085903,0.00573789196771648,1475,
OO_PRODUCT,20260913,26,0.00035708834736862554,0.005730172050463468,1534,
OO_PRODUCT,20260913,27,0.0003249999999999999,0.005725828526582571,1593,
OO_PRODUCT,20260913,28,0.00029437086397097995,0.00571803792230955,1652,
OO_PRODUCT,20260913,29,0.0002653995809820803,0.005713788538331521,1711,
OO_PRODUCT,20260913,30,0.00023827404092068027,0.005709606884306412,1770,
OO_PRODUCT,20260913,31,0.0002131701633230046,0.005705149428468181,1829,
OO_PRODUCT,20260913,32,0.00019025075646842457,0.0057005957056698265,1888,
OO_PRODUCT,20260913,33,0.00016966446150529243,0.005696548367388494,1947,
OO_PRODUCT,20260913,34,0.00015154478845605558,0.005694248523376032,2006,
OO_PRODUCT,20260913,35,0.00013600925035352912,0.005690713351358141,2065,
OO_PRODUCT,20260913,36,0.00012315860112378454,0.005689145767308954,2124,
OO_PRODUCT,20260913,37,0.0001130761821582766,0.0056873355915745966,2183,
OO_PRODUCT,20260913,38,0.00010582738181293922,0.005684534513023123,2242,
OO_PRODUCT,20260913,39,0.00010145921133960553,0.005683214283440434,2301,
OO_PRODUCT,20260913,40,0.0001,0.005681809383089201,2360,0.08077188813727729
OO_PRODUCT,20260914,0,0.0,0.006343893644747128,0,0.0814268562489681
OO_PRODUCT,20260914,1,0.001,0.006339543620940188,59,
OO_PRODUCT,20260914,2,0.0009985407886603944,0.006266659798905495,118,
OO_PRODUCT,20260914,3,0.0009941726181870608,0.006195458717205036,177,
OO_PRODUCT,20260914,4,0.0009869238178417234,0.0061341366541582355,236,
OO_PRODUCT,20260914,5,0.0009768413988762155,0.006087272827822411,295,0.08128098282767114
OO_PRODUCT,20260914,6,0.000963990749646471,0.006054362854783084,354,
OO_PRODUCT,20260914,7,0.0009484552115439444,0.0060227673132345234,413,
OO_PRODUCT,20260914,8,0.0009303355384947077,0.00599565384804355,472,
OO_PRODUCT,20260914,9,0.0009097492435315756,0.005972635719133406,531,
OO_PRODUCT,20260914,10,0.0008868298366769955,0.005948823582026883,590,0.0810321177838782
OO_PRODUCT,20260914,11,0.0008617259590793198,0.0059303915600925254,649,
OO_PRODUCT,20260914,12,0.0008346004190179199,0.005912831991063504,708,
OO_PRODUCT,20260914,13,0.0008056291360290202,0.005899029129751926,767,
OO_PRODUCT,20260914,14,0.0007750000000000001,0.005883248019631026,826,
OO_PRODUCT,20260914,15,0.0007429116526313744,0.005867095566812815,885,
OO_PRODUCT,20260914,16,0.0007095721991691411,0.005864383898251726,944,
OO_PRODUCT,20260914,17,0.0006751978587624037,0.005844129281556918,1003,
OO_PRODUCT,20260914,18,0.00064001156219922,0.005833718598394621,1062,
OO_PRODUCT,20260914,19,0.0006042415061148954,0.005826688542538359,1121,
OO_PRODUCT,20260914,20,0.0005681196730492369,0.005813201010372565,1180,0.08118816007052392
OO_PRODUCT,20260914,21,0.0005318803269507632,0.005804631912330032,1239,
OO_PRODUCT,20260914,22,0.0004957584938851046,0.005795405788935532,1298,
OO_PRODUCT,20260914,23,0.00045998843780078015,0.005792398418490448,1357,
OO_PRODUCT,20260914,24,0.0004248021412375964,0.00577992637315823,1416,
OO_PRODUCT,20260914,25,0.00039042780083085903,0.005775748389989954,1475,
OO_PRODUCT,20260914,26,0.00035708834736862554,0.005768832843170813,1534,
OO_PRODUCT,20260914,27,0.0003249999999999999,0.0057622477679288,1593,
OO_PRODUCT,20260914,28,0.00029437086397097995,0.005757515449200603,1652,
OO_PRODUCT,20260914,29,0.0002653995809820803,0.005752904548840547,1711,
OO_PRODUCT,20260914,30,0.00023827404092068027,0.005747876690979777,1770,
OO_PRODUCT,20260914,31,0.0002131701633230046,0.005746146548901259,1829,
OO_PRODUCT,20260914,32,0.00019025075646842457,0.005742351198193937,1888,
OO_PRODUCT,20260914,33,0.00016966446150529243,0.005737503276323693,1947,
OO_PRODUCT,20260914,34,0.00015154478845605558,0.0057343666139184415,2006,
OO_PRODUCT,20260914,35,0.00013600925035352912,0.0057327032319261185,2065,
OO_PRODUCT,20260914,36,0.00012315860112378454,0.005730329965983142,2124,
OO_PRODUCT,20260914,37,0.0001130761821582766,0.005727794833516879,2183,
OO_PRODUCT,20260914,38,0.00010582738181293922,0.005725921476093589,2242,
OO_PRODUCT,20260914,39,0.00010145921133960553,0.005724649476811395,2301,
OO_PRODUCT,20260914,40,0.0001,0.0057234285329729505,2360,0.0812827516363571
