phase,dataset,series,K,scope,mask,origin_start,model_A,model_B,endpoint,Gamma,core_size,size_lower_bound,kind,window_indices
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7578,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7578,logistic,hist_gradient_boosting,lower,1.7607443281164592e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7578,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,constant,logistic,upper,4.024558464266193e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,constant,hist_gradient_boosting,upper,1.4085954624931674e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7746,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,constant,hist_gradient_boosting,lower,0.0299825567106975,2,2,BINARY_IMPLICATION,6;5
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,constant,hist_gradient_boosting,upper,0.1772849714125975,2,2,BINARY_IMPLICATION,4;6
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,logistic,hist_gradient_boosting,lower,0.1022642689569564,2,2,BINARY_IMPLICATION,16;5
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,7914,logistic,hist_gradient_boosting,upper,0.1022642689569559,2,2,BINARY_IMPLICATION,4;16
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,constant,logistic,upper,2.0122792321330962e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,constant,hist_gradient_boosting,upper,1.006139616066548e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8082,logistic,hist_gradient_boosting,upper,5.345116710353537e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,constant,logistic,lower,2.0122792321330962e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,constant,hist_gradient_boosting,lower,6.036837696399289e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,logistic,hist_gradient_boosting,lower,5.533767888366015e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8250,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,constant,logistic,upper,1.7104373473131318e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,constant,hist_gradient_boosting,upper,2.4147350785597155e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8418,logistic,hist_gradient_boosting,upper,1.4085954624931674e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,constant,hist_gradient_boosting,lower,8.049116928532385e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,fixed_panel,natural,8586,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,constant,logistic,upper,2.856950787055723e-13,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,constant,hist_gradient_boosting,lower,0.0299825567104532,2,2,BINARY_IMPLICATION,1350;1349
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,constant,hist_gradient_boosting,upper,0.1772849714128863,2,2,BINARY_IMPLICATION,1348;1350
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,logistic,hist_gradient_boosting,lower,0.1022642689571072,2,2,BINARY_IMPLICATION,1360;1349
AP0,beijing,Nongzhanguan,24,full_station,natural,6570,logistic,hist_gradient_boosting,upper,0.1022642689567539,2,2,BINARY_IMPLICATION,1348;1360
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,constant,hist_gradient_boosting,lower,1.3461454173580025e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,logistic,hist_gradient_boosting,lower,4.038436252074007e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6570,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,constant,logistic,upper,8.413408858487514e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,constant,hist_gradient_boosting,upper,1.8509499488672528e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6738,logistic,hist_gradient_boosting,upper,1.8509499488672528e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,constant,logistic,lower,1.766815860282378e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,constant,hist_gradient_boosting,lower,3.533631720564756e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,6906,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7074,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,constant,hist_gradient_boosting,upper,1.3461454173580025e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7242,logistic,hist_gradient_boosting,upper,2.692290834716005e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7410,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,constant,hist_gradient_boosting,lower,1.766815860282378e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7578,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,constant,logistic,lower,2.5240226575462543e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,constant,hist_gradient_boosting,lower,8.076872504148014e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7746,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,constant,logistic,lower,1.766815860282378e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,constant,hist_gradient_boosting,lower,6.730727086790013e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,7914,logistic,hist_gradient_boosting,upper,6.730727086790013e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,constant,hist_gradient_boosting,upper,4.206704429243757e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8082,logistic,hist_gradient_boosting,upper,5.384581669432009e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,constant,hist_gradient_boosting,upper,9.254749744336266e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8250,logistic,hist_gradient_boosting,upper,1.766815860282378e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,constant,hist_gradient_boosting,upper,4.038436252074007e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8418,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,constant,logistic,upper,1.766815860282378e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,constant,hist_gradient_boosting,upper,7.109330485421951e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,logistic,hist_gradient_boosting,lower,8.939246912142984e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,fixed_panel,natural,8586,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,constant,logistic,lower,5.697612520672024e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,constant,hist_gradient_boosting,lower,2.9407032364758834e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Nongzhanguan,72,full_station,natural,6570,logistic,hist_gradient_boosting,upper,2.5731153319163983e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,constant,logistic,lower,6.036837696399289e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6570,logistic,hist_gradient_boosting,upper,4.024558464266193e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,constant,logistic,upper,8.049116928532385e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,constant,hist_gradient_boosting,lower,4.024558464266193e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6738,logistic,hist_gradient_boosting,upper,2.0122792321330962e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,logistic,hist_gradient_boosting,lower,1.0061396160665481e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,6906,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,constant,hist_gradient_boosting,lower,1.911665270526441e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,logistic,hist_gradient_boosting,lower,1.8110513089197863e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7074,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,constant,logistic,lower,2.704000218178848e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,constant,hist_gradient_boosting,lower,1.0061396160665481e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7242,logistic,hist_gradient_boosting,upper,8.803721640582296e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,constant,hist_gradient_boosting,lower,1.4085954624931674e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7410,logistic,hist_gradient_boosting,upper,1.0061396160665481e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,constant,logistic,upper,3.552930519234998e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,constant,hist_gradient_boosting,lower,3.5214886562329184e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7578,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,constant,logistic,lower,1.7607443281164592e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,constant,hist_gradient_boosting,upper,3.5214886562329184e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7746,logistic,hist_gradient_boosting,upper,2.5153490401663703e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,constant,logistic,upper,6.036837696399289e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,logistic,hist_gradient_boosting,lower,0.3079492564333801,2,2,BINARY_IMPLICATION,15;5
AP0,beijing,Shunyi,24,fixed_panel,natural,7914,logistic,hist_gradient_boosting,upper,0.3079492564333806,2,2,BINARY_IMPLICATION,4;15
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,constant,logistic,lower,4.024558464266193e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,constant,hist_gradient_boosting,upper,2.615963001773025e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,logistic,hist_gradient_boosting,lower,1.0061396160665481e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8082,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,constant,logistic,upper,4.024558464266193e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,constant,hist_gradient_boosting,lower,8.049116928532385e-15,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8250,logistic,hist_gradient_boosting,upper,8.803721640582296e-16,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8418,constant,logistic,lower,1.4085954624931674e-14,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8418,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8418,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP0,beijing,Shunyi,24,fixed_panel,natural,8418,constant,hist_gradient_boosting,upper,2.012279232133096e-14,0,0,NUMERIC_ZERO,
