phase,dataset,series,K,scope,mask,origin_start,model_A,model_B,endpoint,Gamma,core_size,size_lower_bound,kind,window_indices
AP1,beijing,Huairou,72,origin_week,natural,15312,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15312,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,constant,hist_gradient_boosting,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,logistic,hist_gradient_boosting,lower,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15480,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,constant,logistic,upper,2.768618667658984e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15648,logistic,hist_gradient_boosting,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,constant,logistic,upper,8.743006318923108e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,constant,hist_gradient_boosting,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15816,logistic,hist_gradient_boosting,upper,2.6229018956769323e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,15984,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,constant,logistic,upper,4.6629367034256575e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,constant,hist_gradient_boosting,lower,5.245803791353865e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16152,logistic,hist_gradient_boosting,upper,2.6229018956769323e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,constant,logistic,lower,4.3715031594615544e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,constant,hist_gradient_boosting,upper,1.2458784004465427e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16320,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,constant,logistic,upper,1.60288449180257e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,constant,hist_gradient_boosting,upper,1.821459649775648e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,logistic,hist_gradient_boosting,lower,5.245803791353865e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16488,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,constant,logistic,upper,1.7486012637846217e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,constant,hist_gradient_boosting,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16656,logistic,hist_gradient_boosting,upper,1.7486012637846217e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,constant,logistic,lower,1.7486012637846217e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,constant,hist_gradient_boosting,upper,4.371503159461554e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16824,logistic,hist_gradient_boosting,upper,1.821459649775648e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,constant,logistic,lower,1.3988810110276972e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,constant,hist_gradient_boosting,upper,1.1074474670635936e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,16992,logistic,hist_gradient_boosting,upper,4.462576141950336e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,constant,logistic,upper,4.371503159461554e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,logistic,hist_gradient_boosting,lower,3.788636071533347e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17160,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,constant,logistic,upper,1.6792123247455493e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,constant,hist_gradient_boosting,upper,1.99406463563534e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,logistic,hist_gradient_boosting,lower,1.6792123247455493e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Huairou,72,origin_week,natural,17328,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,annual,natural,8760,constant,logistic,lower,0.0365771089068397,2,2,BINARY_IMPLICATION,6511;6507
AP1,beijing,Nongzhanguan,24,annual,natural,8760,constant,logistic,upper,0.0365771089136297,2,2,BINARY_IMPLICATION,6507;6511
AP1,beijing,Nongzhanguan,24,annual,natural,8760,constant,hist_gradient_boosting,lower,1.90884075167308,2,2,BINARY_IMPLICATION,6510;6507
AP1,beijing,Nongzhanguan,24,annual,natural,8760,constant,hist_gradient_boosting,upper,2.9287728141432945,2,2,BINARY_IMPLICATION,1562;1567
AP1,beijing,Nongzhanguan,24,annual,natural,8760,logistic,hist_gradient_boosting,lower,0.2996770826348431,2,2,BINARY_IMPLICATION,4741;4753
AP1,beijing,Nongzhanguan,24,annual,natural,8760,logistic,hist_gradient_boosting,upper,0.4139714203918172,2,2,BINARY_IMPLICATION,4740;4741
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,constant,logistic,lower,3.4334986989486542,2,2,BINARY_IMPLICATION,12;21
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,constant,logistic,upper,3.517081670836048,2,2,BINARY_IMPLICATION,21;15
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,constant,hist_gradient_boosting,lower,2.88363576868106,2,2,BINARY_IMPLICATION,12;25
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,constant,hist_gradient_boosting,upper,2.937561705468422,2,2,BINARY_IMPLICATION,25;15
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,logistic,hist_gradient_boosting,lower,0.9846998462007724,2,2,BINARY_IMPLICATION,12;25
AP1,beijing,Nongzhanguan,24,artificial,blocks_10,12216,logistic,hist_gradient_boosting,upper,0.8003744302895712,2,2,BINARY_IMPLICATION,25;15
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,constant,logistic,lower,0.5706360783381457,2,2,BINARY_IMPLICATION,284;279
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,constant,logistic,upper,0.5178426017443721,2,2,BINARY_IMPLICATION,280;284
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,constant,hist_gradient_boosting,lower,1.2192165807438315,2,2,BINARY_IMPLICATION,283;279
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,constant,hist_gradient_boosting,upper,1.0633863167291333,2,2,BINARY_IMPLICATION,280;283
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,logistic,hist_gradient_boosting,lower,0.0512861386284645,2,2,BINARY_IMPLICATION,281;280
AP1,beijing,Nongzhanguan,24,artificial,iid_10,12216,logistic,hist_gradient_boosting,upper,0.0512861386284607,2,2,BINARY_IMPLICATION,280;279
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,constant,logistic,lower,2.922001054909572,2,2,BINARY_IMPLICATION,44;36
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,constant,logistic,upper,2.9220010549095963,2,2,BINARY_IMPLICATION,38;44
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,constant,hist_gradient_boosting,lower,5.921567263598142,2,2,BINARY_IMPLICATION,44;36
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,constant,hist_gradient_boosting,upper,5.716237494560005,2,2,BINARY_IMPLICATION,38;44
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,logistic,hist_gradient_boosting,lower,0.0002246071469901,2,2,BINARY_IMPLICATION,38;47
AP1,beijing,Nongzhanguan,24,artificial,iid_30,12216,logistic,hist_gradient_boosting,upper,0.0002246071470762,2,2,BINARY_IMPLICATION,47;36
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,constant,logistic,upper,3.497202527569243e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,constant,hist_gradient_boosting,upper,5.828670879282072e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,logistic,hist_gradient_boosting,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8760,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,constant,logistic,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,constant,hist_gradient_boosting,upper,2.0983215165415462e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,8928,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,constant,logistic,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,constant,hist_gradient_boosting,lower,2.3314683517128287e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9096,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,constant,logistic,lower,1.3988810110276972e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,constant,hist_gradient_boosting,upper,5.828670879282073e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,logistic,hist_gradient_boosting,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9264,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,constant,hist_gradient_boosting,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9432,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,constant,logistic,upper,1.3988810110276972e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,constant,hist_gradient_boosting,lower,1.4571677198205183e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9600,logistic,hist_gradient_boosting,upper,2.914335439641036e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,constant,logistic,upper,8.1601392309949e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,constant,hist_gradient_boosting,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,logistic,hist_gradient_boosting,lower,4.4443615454525806e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9768,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,constant,logistic,lower,1.063732435468978e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,constant,hist_gradient_boosting,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,9936,logistic,hist_gradient_boosting,upper,5.245803791353865e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,constant,logistic,lower,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,logistic,hist_gradient_boosting,lower,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10104,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,constant,logistic,lower,3.497202527569243e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,constant,logistic,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,constant,hist_gradient_boosting,lower,0.5415569495107864,3,3,HIGHER_DELETION_MINIMAL,54;61;62
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,constant,hist_gradient_boosting,upper,1.5614890119772655,2,2,BINARY_IMPLICATION,50;55
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,logistic,hist_gradient_boosting,lower,5.245803791353865e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10272,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,constant,logistic,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,constant,hist_gradient_boosting,upper,3.497202527569243e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10440,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,constant,logistic,lower,1.4571677198205183e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,constant,hist_gradient_boosting,lower,7.285838599102591e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10608,logistic,hist_gradient_boosting,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,constant,logistic,lower,3.497202527569243e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10776,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,10944,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,constant,logistic,lower,2.3314683517128287e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11112,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,constant,logistic,lower,1.0491607582707731e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,constant,hist_gradient_boosting,upper,5.828670879282072e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11280,logistic,hist_gradient_boosting,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,constant,logistic,lower,4.6629367034256575e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,constant,hist_gradient_boosting,upper,2.3314683517128287e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11448,logistic,hist_gradient_boosting,upper,8.743006318923109e-16,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11616,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11616,constant,logistic,upper,6.994405055138486e-15,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11616,constant,hist_gradient_boosting,lower,1.3988810110276972e-14,0,0,NUMERIC_ZERO,
AP1,beijing,Nongzhanguan,24,origin_week,natural,11616,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
