dataset,K,scope,mask,series,origin_start,pair_prepare,pair_solve,joint,pair_total
beijing,24,origin_week,natural,Gucheng,14808,2.0199993741698563e-05,4.2799991206265986e-05,0.0004928000271319,6.299998494796455e-05
beijing,24,origin_week,natural,Gucheng,14976,1.889999839477241e-05,3.8999991375021636e-05,0.0003335000074002584,5.789998976979405e-05
beijing,24,origin_week,natural,Gucheng,15144,2.8299997211433947e-05,5.2700008382089436e-05,0.0005344000237527,8.100000559352338e-05
beijing,24,origin_week,natural,Gucheng,15312,1.8399994587525725e-05,4.499999340623617e-05,0.0005892000044695,6.33999879937619e-05
beijing,24,origin_week,natural,Gucheng,15480,2.639999729581177e-05,4.339999577496201e-05,0.0005433000042101999,6.979999307077378e-05
beijing,24,origin_week,natural,Gucheng,15648,1.6599995433352888e-05,4.7900000936351717e-05,0.0003513999981805,6.44999963697046e-05
beijing,24,origin_week,natural,Gucheng,15816,1.5900004655122757e-05,3.949999518226832e-05,0.00030569998489221616,5.539999983739108e-05
beijing,24,origin_week,natural,Gucheng,15984,0.0006406000029528,0.0156274000182747,0.0010742000158642,0.0162680000212275
beijing,24,origin_week,natural,Gucheng,16152,2.000000677071512e-05,4.119999357499182e-05,0.0003419000131542995,6.120000034570694e-05
beijing,24,origin_week,natural,Gucheng,16320,1.9000013708136976e-05,0.00018210000416720912,0.00031790000502943225,0.0002011000178753461
beijing,24,origin_week,natural,Gucheng,16488,1.580000389367342e-05,4.130000888835639e-05,0.00030420001712615246,5.710001278202981e-05
beijing,24,origin_week,natural,Gucheng,16656,1.8699996871873736e-05,4.530001024249941e-05,0.0005897999944863,6.400000711437315e-05
beijing,24,origin_week,natural,Gucheng,16824,1.8300008377991617e-05,4.5599983423016965e-05,0.0003533999988574,6.389999180100858e-05
beijing,24,origin_week,natural,Gucheng,16992,1.5199999324977398e-05,4.540001100394875e-05,0.00030900001002000656,6.0600010328926146e-05
beijing,24,origin_week,natural,Gucheng,17160,1.5600002370774746e-05,4.579999949783087e-05,0.000409500018577,6.140000186860561e-05
beijing,24,origin_week,natural,Gucheng,17328,1.8999999156221747e-05,4.339999577496201e-05,0.0004828999954041,6.239999493118376e-05
beijing,24,origin_week,natural,Gucheng,17496,1.6299993149004877e-05,4.92000108351931e-05,0.00024160000612027943,6.550000398419797e-05
beijing,24,origin_week,natural,Huairou,8760,4.470000567380339e-05,4.820000322069973e-05,0.00041229998168990003,9.290000889450312e-05
beijing,24,origin_week,natural,Huairou,8928,1.8600010662339628e-05,4.3100008042529225e-05,0.000341599981766,6.170001870486885e-05
beijing,24,origin_week,natural,Huairou,9096,1.9899991457350552e-05,4.189998435322195e-05,0.00031979999039309843,6.17999758105725e-05
beijing,24,origin_week,natural,Huairou,9264,1.5999990864656866e-05,4.119999357499182e-05,0.00032490001467517333,5.719998443964869e-05
beijing,24,origin_week,natural,Huairou,9432,1.5700003132224083e-05,0.00013109999417791043,0.0003145000082438968,0.00014679999731013452
beijing,24,origin_week,natural,Huairou,9600,1.5400000847876072e-05,4.020000051241368e-05,0.0003010000218637274,5.560000136028975e-05
beijing,24,origin_week,natural,Huairou,9768,1.5300000086426735e-05,4.05999890062958e-05,0.0003124000068054504,5.5899989092722535e-05
beijing,24,origin_week,natural,Huairou,9936,1.5199999324977398e-05,4.099997750017792e-05,0.0003064999909838552,5.619997682515532e-05
beijing,24,origin_week,natural,Huairou,10104,1.5600002370774746e-05,4.0700004319660366e-05,0.0003062999894608634,5.630000669043511e-05
beijing,24,origin_week,natural,Huairou,10272,0.0004590999888023,0.0125338000070767,0.0004398999881231,0.012992899995879
beijing,24,origin_week,natural,Huairou,10440,0.0004542999959085,0.010727000015322036,0.0003983999922637,0.011181300011230536
beijing,24,origin_week,natural,Huairou,10608,2.1599989850074053e-05,4.1399995097890496e-05,0.0003411000070627293,6.299998494796455e-05
beijing,24,origin_week,natural,Huairou,10776,0.0003280000091763,0.0132597999909192,0.0005035000067435,0.0135878000000955
beijing,24,origin_week,natural,Huairou,10944,0.0003475999983493,7.390000973828137e-05,0.00048519999836550004,0.0004215000080875814
beijing,24,origin_week,natural,Huairou,11112,2.510000194888562e-05,7.470000127796084e-05,0.0006770000036339,9.980000322684646e-05
beijing,24,origin_week,natural,Huairou,11280,0.0006788000027881,0.006605900009162665,0.0004655000084311,0.007284700011950765
beijing,24,origin_week,natural,Huairou,11448,2.7900008717551827e-05,6.089999806135893e-05,0.0005856999923706,8.880000677891076e-05
beijing,24,origin_week,natural,Huairou,11616,2.300000051036477e-05,4.269999044481665e-05,0.0004912000003967,6.569999095518142e-05
beijing,24,origin_week,natural,Huairou,11784,0.0003346000012243,9.48999950196594e-05,0.0005163000023456999,0.0004294999962439594
beijing,24,origin_week,natural,Huairou,11952,1.7799990018829703e-05,4.220000118948519e-05,0.00033710000570852166,5.9999991208314896e-05
beijing,24,origin_week,natural,Huairou,12120,1.8399994587525725e-05,4.1399995097890496e-05,0.00038200001290520475,5.979998968541622e-05
beijing,24,origin_week,natural,Huairou,12288,1.68999977177009e-05,4.539999645203352e-05,0.0003157999890389114,6.229999416973442e-05
beijing,24,origin_week,natural,Huairou,12456,2.1800005924887955e-05,4.5900000259280205e-05,0.0003771000192499,6.770000618416816e-05
beijing,24,origin_week,natural,Huairou,12624,1.580000389367342e-05,4.1000021155923605e-05,0.00031309999758360877,5.6800025049597025e-05
beijing,24,origin_week,natural,Huairou,12792,0.0003083000046899,0.0053548000141744765,0.0005624000186796999,0.005663100018864376
beijing,24,origin_week,natural,Huairou,12960,0.0003415999963181,9.380000119563192e-05,0.0005625999910989,0.00043539999751373193
beijing,24,origin_week,natural,Huairou,13128,0.0003178999904775,0.00010790000669658184,0.0005930000188526,0.00042579999717408184
beijing,24,origin_week,natural,Huairou,13296,3.170000854879618e-05,6.160000339150429e-05,0.0005320000054779,9.330001194030046e-05
beijing,24,origin_week,natural,Huairou,13464,0.0004500999930314,0.01058280000870574,0.0006663000094703,0.01103290000173714
beijing,24,origin_week,natural,Huairou,13632,2.8099995688535276e-05,4.719999560620636e-05,0.0003648999991127,7.529999129474163e-05
beijing,24,origin_week,natural,Huairou,13800,1.7099999240599573e-05,4.3100008042529225e-05,0.0003309999883640552,6.02000072831288e-05
beijing,24,origin_week,natural,Huairou,13968,1.5300000086426735e-05,4.189998435322195e-05,0.00030749999859826075,5.719998443964869e-05
beijing,24,origin_week,natural,Huairou,14136,1.4600009308196604e-05,4.1100007365457714e-05,0.00030140001035760557,5.570001667365432e-05
beijing,24,origin_week,natural,Huairou,14304,0.0002592999953776,6.50999863864854e-05,0.0003264000115448776,0.0003243999817640854
beijing,24,origin_week,natural,Huairou,14472,1.6900012269616127e-05,4.400001489557326e-05,0.00031269999453790477,6.0900027165189385e-05
beijing,24,origin_week,natural,Huairou,14640,1.4399993233382702e-05,4.090000584255904e-05,0.00030309999419838733,5.529999907594174e-05
beijing,24,origin_week,natural,Huairou,14808,1.5199999324977398e-05,5.0300004659220576e-05,0.00029689999064423666,6.550000398419797e-05
beijing,24,origin_week,natural,Huairou,14976,1.449999399483204e-05,4.0700004319660366e-05,0.0002956000098492079,5.5199998314492404e-05
beijing,24,origin_week,natural,Huairou,15144,1.3900003978051244e-05,4.0400002035312355e-05,0.0002932000061263638,5.43000060133636e-05
beijing,24,origin_week,natural,Huairou,15312,0.0003517000004649,6.769999163225293e-05,0.00032540000393042694,0.00041939999209715295
beijing,24,origin_week,natural,Huairou,15480,0.0002643999905558,0.004500599985476524,0.0003166999958920776,0.004764999976032324
beijing,24,origin_week,natural,Huairou,15648,0.0002303000073879,6.799999391660094e-05,0.0003315999929326038,0.00029830000130450093
beijing,24,origin_week,natural,Huairou,15816,1.6699996194802225e-05,4.0700004319660366e-05,0.00030350001179603534,5.740000051446259e-05
beijing,24,origin_week,natural,Huairou,15984,1.4999997802078724e-05,3.9999998989515007e-05,0.000296599988359942,5.499999679159373e-05
beijing,24,origin_week,natural,Huairou,16152,3.71999922208488e-05,4.250001802574843e-05,0.0003024999750777658,7.970001024659723e-05
beijing,24,origin_week,natural,Huairou,16320,1.550000160932541e-05,4.109997826162726e-05,0.0003083000046898807,5.6599979870952666e-05
beijing,24,origin_week,natural,Huairou,16488,1.479999627918005e-05,4.199999966658652e-05,0.0003530999820212568,5.679999594576657e-05
beijing,24,origin_week,natural,Huairou,16656,0.000416299997596,6.229999416973442e-05,0.00030779998633071116,0.00047859999176573444
beijing,24,origin_week,natural,Huairou,16824,1.509999856352806e-05,3.989999822806567e-05,0.0002939999976660182,5.499999679159373e-05
beijing,24,origin_week,natural,Huairou,16992,1.3700002455152571e-05,4.5599997974932194e-05,0.00032000000646791895,5.9300000430084765e-05
beijing,24,origin_week,natural,Huairou,17160,1.449999399483204e-05,4.0399987483397126e-05,0.0002879999956348808,5.4899981478229165e-05
beijing,24,origin_week,natural,Huairou,17328,1.3500000932253895e-05,3.9300008211284876e-05,0.0002894999925046533,5.280000914353877e-05
beijing,24,origin_week,natural,Huairou,17496,1.3500000932253895e-05,3.7300007534213364e-05,0.00022199998784344643,5.080000846646726e-05
beijing,24,origin_week,natural,Nongzhanguan,8760,2.210000820923597e-05,3.989999822806567e-05,0.00033119998988686417,6.200000643730164e-05
beijing,24,origin_week,natural,Nongzhanguan,8928,1.509999856352806e-05,3.6500015994533896e-05,0.0002816999913193076,5.160001455806196e-05
beijing,24,origin_week,natural,Nongzhanguan,9096,1.8999999156221747e-05,3.5999983083456755e-05,0.000287800008663849,5.49999822396785e-05
beijing,24,origin_week,natural,Nongzhanguan,9264,1.3299999409355223e-05,4.089999129064381e-05,0.0004309000069042129,5.4199990699999034e-05
beijing,24,origin_week,natural,Nongzhanguan,9432,1.9500002963468432e-05,4.01000288547948e-05,0.000554899990674915,5.960003181826323e-05
beijing,24,origin_week,natural,Nongzhanguan,9600,0.0003971999976783,5.780000356025994e-05,0.00030980000155962693,0.00045500000123855993
beijing,24,origin_week,natural,Nongzhanguan,9768,1.5300000086426735e-05,3.689997538458556e-05,0.0002924999862443586,5.2199975471012294e-05
beijing,24,origin_week,natural,Nongzhanguan,9936,1.6399993910454214e-05,3.6299985367804766e-05,0.0002852999896276351,5.269997927825898e-05
beijing,24,origin_week,natural,Nongzhanguan,10104,1.4599994756281376e-05,4.259998968336731e-05,0.0005496999947352,5.719998443964869e-05
beijing,24,origin_week,natural,Nongzhanguan,10272,0.0003762999986065,0.004939799997373466,0.0003504000051178,0.0053160999959799655
beijing,24,origin_week,natural,Nongzhanguan,10440,1.6400008462369442e-05,3.8900019717402756e-05,0.0004246000025886111,5.53000281797722e-05
beijing,24,origin_week,natural,Nongzhanguan,10608,1.4500008546747267e-05,3.589998232200742e-05,0.0002863000117940698,5.0399990868754685e-05
beijing,24,origin_week,natural,Nongzhanguan,10776,1.4999997802078724e-05,9.289999434258789e-05,0.0004266999749233475,0.00010789999214466661
beijing,24,origin_week,natural,Nongzhanguan,10944,1.8499995348975062e-05,4.080001963302493e-05,0.0005889999883946805,5.930001498199999e-05
beijing,24,origin_week,natural,Nongzhanguan,11112,2.0199993741698563e-05,3.630002902355045e-05,0.00028880000172646226,5.6500022765249014e-05
beijing,24,origin_week,natural,Nongzhanguan,11280,1.3299999409355223e-05,3.40000115102157e-05,0.0002700999903026242,4.730001091957092e-05
beijing,24,origin_week,natural,Nongzhanguan,11448,1.2800010154023768e-05,3.759999526664615e-05,0.0003901999880326238,5.040000542066991e-05
beijing,24,origin_week,natural,Nongzhanguan,11616,1.3299999409355223e-05,3.540000761859119e-05,0.00028290002956055105,4.870000702794641e-05
beijing,24,origin_week,natural,Nongzhanguan,11784,1.6699996194802225e-05,0.0001707000046734743,0.0006814000080338581,0.00018740000086827654
beijing,24,origin_week,natural,Nongzhanguan,11952,1.4900011592544615e-05,3.749997995328158e-05,0.0002947000029962403,5.23999915458262e-05
beijing,24,origin_week,natural,Nongzhanguan,12120,2.1400002879090607e-05,3.670000296551734e-05,0.00030179999885143933,5.810000584460795e-05
beijing,24,origin_week,natural,Nongzhanguan,12288,1.3500000932253895e-05,3.54999938281253e-05,0.0002609999937703833,4.8999994760379195e-05
beijing,24,origin_week,natural,Nongzhanguan,12456,1.3999990187585354e-05,3.949999518226832e-05,0.0002817000058712438,5.3499985369853675e-05
beijing,24,origin_week,natural,Nongzhanguan,12624,4.1400009649805725e-05,3.6299999919719994e-05,0.0002628999936860055,7.770000956952572e-05
beijing,24,origin_week,natural,Nongzhanguan,12792,1.3299999409355223e-05,3.9099992136470973e-05,0.00026530001196078956,5.23999915458262e-05
beijing,24,origin_week,natural,Nongzhanguan,12960,1.9899991457350552e-05,8.159998105838895e-05,0.0006135000294306,0.0001014999725157395
beijing,24,origin_week,natural,Nongzhanguan,13128,1.510001311544329e-05,3.980001201853156e-05,0.0005203000036998174,5.490002513397485e-05
beijing,24,origin_week,natural,Nongzhanguan,13296,1.340000017080456e-05,3.680001827888191e-05,0.0002789999998639503,5.020001844968647e-05
beijing,24,origin_week,natural,Nongzhanguan,13464,0.000608899994404,0.006453299982240414,0.00035339999885750475,0.007062199976644414
beijing,24,origin_week,natural,Nongzhanguan,13632,8.339999476447701e-05,3.999998443759978e-05,0.0004748000064864,0.0001233999792020768
beijing,24,origin_week,natural,Nongzhanguan,13800,1.5199999324977398e-05,3.610001294873655e-05,0.00028389999351928046,5.1300012273713946e-05
beijing,24,origin_week,natural,Nongzhanguan,13968,1.9700004486367103e-05,3.749999450519681e-05,0.0004029999981866,5.7199998991563916e-05
beijing,24,origin_week,natural,Nongzhanguan,14136,1.4399993233382702e-05,9.089999366551638e-05,0.0006523000047308,0.00010529998689889908
beijing,24,origin_week,natural,Nongzhanguan,14304,2.02999945031479e-05,3.7300007534213364e-05,0.00029089998861306094,5.7600002037361264e-05
beijing,24,origin_week,natural,Nongzhanguan,14472,1.3899989426136017e-05,3.549997927621007e-05,0.0002711999986785643,4.9399968702346087e-05
beijing,24,origin_week,natural,Nongzhanguan,14640,1.5400000847876072e-05,3.710000601131469e-05,0.0004992000031050942,5.250000685919076e-05
beijing,24,origin_week,natural,Nongzhanguan,14808,0.000384800005122,6.790000770706683e-05,0.0005824000108984999,0.00045270001282906686
beijing,24,origin_week,natural,Nongzhanguan,14976,3.4199998481199145e-05,3.929999365936965e-05,0.0004464000085135377,7.349999214056879e-05
beijing,24,origin_week,natural,Nongzhanguan,15144,0.0002615000121295,0.00786339999467596,0.0003771000046981,0.00812490000680546
beijing,24,origin_week,natural,Nongzhanguan,15312,0.0002393000031588,5.879999662283808e-05,0.00031370000215241386,0.0002980999997816381
beijing,24,origin_week,natural,Nongzhanguan,15480,1.6999998479150236e-05,3.640000068116933e-05,0.00028049999673377616,5.339999916031957e-05
beijing,24,origin_week,natural,Nongzhanguan,15648,2.249999670311809e-05,5.280000914353877e-05,0.0004580999811877,7.530000584665686e-05
beijing,24,origin_week,natural,Nongzhanguan,15816,1.8999999156221747e-05,4.099999205209315e-05,0.000433699984569,5.9999991208314896e-05
beijing,24,origin_week,natural,Nongzhanguan,15984,2.609999501146376e-05,3.6299999919719994e-05,0.00029840000206601553,6.239999493118376e-05
beijing,24,origin_week,natural,Nongzhanguan,16152,1.5900004655122757e-05,3.610001294873655e-05,0.00027449999470256987,5.2000017603859305e-05
beijing,24,origin_week,natural,Nongzhanguan,16320,1.4399993233382702e-05,4.180001269560307e-05,0.00031119999766810586,5.6200005928985775e-05
beijing,24,origin_week,natural,Nongzhanguan,16488,1.3100012438371778e-05,3.4199998481199145e-05,0.0002700000040931627,4.730001091957092e-05
beijing,24,origin_week,natural,Nongzhanguan,16656,1.2100004823878407e-05,4.320000880397856e-05,0.0002940999984274841,5.530001362785697e-05
beijing,24,origin_week,natural,Nongzhanguan,16824,1.889999839477241e-05,4.4200001866556704e-05,0.0003930999955627,6.310000026132911e-05
beijing,24,origin_week,natural,Nongzhanguan,16992,1.470001006964594e-05,4.73999825771898e-05,0.0003719999949679,6.209999264683574e-05
beijing,24,origin_week,natural,Nongzhanguan,17160,2.02999945031479e-05,3.74000082956627e-05,0.00031909999961498046,5.77000027988106e-05
beijing,24,origin_week,natural,Nongzhanguan,17328,1.4199991710484028e-05,3.410001227166504e-05,0.00025839998852461576,4.8300003982149065e-05
beijing,24,origin_week,natural,Nongzhanguan,17496,1.2199991033412516e-05,3.239999932702631e-05,0.00020840001525357366,4.4599990360438824e-05
beijing,24,origin_week,natural,Shunyi,8760,2.000000677071512e-05,3.8999991375021636e-05,0.00032800002372822897,5.8999998145736754e-05
beijing,24,origin_week,natural,Shunyi,8928,1.509999856352806e-05,3.500000457279384e-05,0.00027480001153883945,5.01000031363219e-05
beijing,24,origin_week,natural,Shunyi,9096,1.3500000932253895e-05,3.539997851476073e-05,0.0002640999882714823,4.889997944701463e-05
beijing,24,origin_week,natural,Shunyi,9264,1.3199998647905886e-05,3.5999983083456755e-05,0.00027480001153888775,4.919998173136264e-05
beijing,24,origin_week,natural,Shunyi,9432,1.3800003216601908e-05,3.580001066438854e-05,0.00027770000451710075,4.9600013880990446e-05
beijing,24,origin_week,natural,Shunyi,9600,1.340000017080456e-05,3.539999306667596e-05,0.00026590000197757035,4.879999323748052e-05
beijing,24,origin_week,natural,Shunyi,9768,1.300001167692244e-05,3.5299977753311396e-05,0.0002601000014692545,4.8299989430233836e-05
beijing,24,origin_week,natural,Shunyi,9936,1.550000160932541e-05,3.609999839682132e-05,0.0002892999909817242,5.160000000614673e-05
beijing,24,origin_week,natural,Shunyi,10104,1.3199998647905886e-05,3.5600009141489863e-05,0.00027310001314617693,4.880000778939575e-05
beijing,24,origin_week,natural,Shunyi,10272,1.3700002455152571e-05,3.860000288113952e-05,0.00026739999884736927,5.230000533629209e-05
beijing,24,origin_week,natural,Shunyi,10440,3.5299992305226624e-05,3.5500008380040526e-05,0.0003118000022368239,7.080000068526715e-05
beijing,24,origin_week,natural,Shunyi,10608,1.2999997125007212e-05,4.6299988753162324e-05,0.0002632999821798876,5.9299985878169537e-05
beijing,24,origin_week,natural,Shunyi,10776,1.3299999409355223e-05,3.5600009141489863e-05,0.0002728999970712954,4.8900008550845087e-05
beijing,24,origin_week,natural,Shunyi,10944,1.2799995602108538e-05,3.510000533424318e-05,0.0002607999922474846,4.7900000936351717e-05
beijing,24,origin_week,natural,Shunyi,11112,1.340000017080456e-05,3.609999839682132e-05,0.0002612999815028161,4.949999856762588e-05
beijing,24,origin_week,natural,Shunyi,11280,0.0003373000072315,0.0110730000014881,0.0003329999744891,0.011410300008719601
beijing,24,origin_week,natural,Shunyi,11448,1.85999961104244e-05,3.850000211969018e-05,0.0003294999914940528,5.709999823011458e-05
beijing,24,origin_week,natural,Shunyi,11616,1.4299992471933363e-05,3.540000761859119e-05,0.00027530000079418776,4.9700000090524554e-05
beijing,24,origin_week,natural,Shunyi,11784,1.3299999409355223e-05,3.500000457279384e-05,0.00026250000519212335,4.8300003982149065e-05
beijing,24,origin_week,natural,Shunyi,11952,1.2600008631125093e-05,3.470000228844583e-05,0.00026139999681618065,4.730001091957092e-05
beijing,24,origin_week,natural,Shunyi,12120,1.3100012438371778e-05,3.440000000409782e-05,0.00025680000544525683,4.75000124424696e-05
beijing,24,origin_week,natural,Shunyi,12288,1.239999255631119e-05,3.470000228844583e-05,0.00026110000908374786,4.709999484475702e-05
beijing,24,origin_week,natural,Shunyi,12456,1.3199998647905886e-05,3.4500000765547156e-05,0.00025630000163801014,4.769999941345304e-05
beijing,24,origin_week,natural,Shunyi,12624,1.209999027196318e-05,3.460000152699649e-05,0.00025599999935366213,4.669999179895967e-05
beijing,24,origin_week,natural,Shunyi,12792,0.000221700000111,5.43000060133636e-05,0.0002957000106106627,0.0002760000061243636
beijing,24,origin_week,natural,Shunyi,12960,1.479999627918005e-05,3.460000152699649e-05,0.00026480000815349344,4.939999780617654e-05
beijing,24,origin_week,natural,Shunyi,13128,0.0002458000089973,5.250000685919076e-05,0.0003057999856536309,0.00029830001585649075
beijing,24,origin_week,natural,Shunyi,13296,1.6200006939470768e-05,3.599999763537198e-05,0.000274300007731559,5.220000457484275e-05
beijing,24,origin_week,natural,Shunyi,13464,1.3500000932253895e-05,3.46999877365306e-05,0.00026270000671502203,4.81999886687845e-05
beijing,24,origin_week,natural,Shunyi,13632,1.2400007108226418e-05,3.480000304989517e-05,0.0002615999837871641,4.7200010158121586e-05
beijing,24,origin_week,natural,Shunyi,13800,0.0001953000028152,5.779998900834471e-05,0.0002847999858203947,0.00025309999182354475
beijing,24,origin_week,natural,Shunyi,13968,1.4300007023848592e-05,3.5500008380040526e-05,0.00026440000510774553,4.980001540388912e-05
beijing,24,origin_week,natural,Shunyi,14136,1.3500000932253895e-05,3.509997623041272e-05,0.0002595999976620078,4.859997716266662e-05
beijing,24,origin_week,natural,Shunyi,14304,1.26999948406592e-05,3.4900003811344504e-05,0.0002581000153440982,4.7599998652003706e-05
beijing,24,origin_week,natural,Shunyi,14472,1.2999997125007212e-05,3.4500000765547156e-05,0.00025779998395591974,4.749999789055437e-05
beijing,24,origin_week,natural,Shunyi,14640,0.0002915999939432,0.004324900000938119,0.0002744000084931031,0.004616499994881319
beijing,24,origin_week,natural,Shunyi,14808,1.7699989257380366e-05,3.7600009818561375e-05,0.00033220001205326485,5.529999907594174e-05
beijing,24,origin_week,natural,Shunyi,14976,1.3600001693703234e-05,3.440000000409782e-05,0.0002626000059535727,4.8000001697801054e-05
beijing,24,origin_week,natural,Shunyi,15144,1.3199998647905886e-05,3.399999695830047e-05,0.00025469998945482075,4.719999560620636e-05
beijing,24,origin_week,natural,Shunyi,15312,1.679999695625156e-05,3.4500000765547156e-05,0.00026009998691733927,5.129999772179872e-05
beijing,24,origin_week,natural,Shunyi,15480,3.100000321865082e-05,3.680000372696668e-05,0.00026250000519212335,6.78000069456175e-05
beijing,24,origin_week,natural,Shunyi,15648,0.0002829999866662,0.007526799992774547,0.0003232000162824,0.007809799979440747
beijing,24,origin_week,natural,Shunyi,15816,1.6400008462369442e-05,3.530000685714185e-05,0.0002715999871725007,5.1700015319511294e-05
beijing,24,origin_week,natural,Shunyi,15984,1.4399993233382702e-05,3.510000533424318e-05,0.00026610000350046903,4.949999856762588e-05
beijing,24,origin_week,natural,Shunyi,16152,0.0002297999890288,0.0091945000167468,0.00033330000587730003,0.0094243000057756
beijing,24,origin_week,natural,Shunyi,16320,1.820000761654228e-05,3.6500015994533896e-05,0.00029169999470468144,5.4700023611076176e-05
beijing,24,origin_week,natural,Shunyi,16488,1.3800003216601908e-05,3.510000533424318e-05,0.00026050000451505184,4.8900008550845087e-05
beijing,24,origin_week,natural,Shunyi,16656,3.070000093430281e-05,3.6500015994533896e-05,0.0002648000227054581,6.72000169288367e-05
beijing,24,origin_week,natural,Shunyi,16824,1.3500000932253895e-05,3.510000533424318e-05,0.00027019997651223093,4.8600006266497076e-05
beijing,24,origin_week,natural,Shunyi,16992,1.2499993317760529e-05,3.409999771974981e-05,0.0002612000098451972,4.6599991037510335e-05
beijing,24,origin_week,natural,Shunyi,17160,1.2600008631125093e-05,3.409999771974981e-05,0.00025209999876096845,4.67000063508749e-05
beijing,24,origin_week,natural,Shunyi,17328,1.2200005585327744e-05,3.37999954354018e-05,0.00025189999723806977,4.600000102072954e-05
beijing,24,origin_week,natural,Shunyi,17496,1.1600001016631722e-05,3.160000778734684e-05,0.00019330000213813037,4.320000880397856e-05
beijing,24,origin_week,natural,Tiantan,8760,2.440001117065549e-05,4.390001413412392e-05,0.0003889000072375,6.830002530477941e-05
beijing,24,origin_week,natural,Tiantan,8928,1.6099991626106203e-05,4.0099999750964344e-05,0.00030459999106823173,5.6199991377070546e-05
beijing,24,origin_week,natural,Tiantan,9096,1.579998934175819e-05,3.9700011257082224e-05,0.0003131999837931799,5.5500000598840415e-05
beijing,24,origin_week,natural,Tiantan,9264,1.4299992471933363e-05,4.080001963302493e-05,0.00030040000274305224,5.5100012104958296e-05
beijing,24,origin_week,natural,Tiantan,9432,1.479999627918005e-05,3.959999594371766e-05,0.000294200013740843,5.439999222289771e-05
beijing,24,origin_week,natural,Tiantan,9600,1.4599994756281376e-05,3.9000005926936865e-05,0.0002880000101867427,5.360000068321824e-05
beijing,24,origin_week,natural,Tiantan,9768,1.4099990949034693e-05,3.9399994420818985e-05,0.0002996999974128963,5.3499985369853675e-05
beijing,24,origin_week,natural,Tiantan,9936,1.4299992471933363e-05,3.8999991375021636e-05,0.00028760000714094403,5.3299983846955e-05
beijing,24,origin_week,natural,Tiantan,10104,1.4500008546747267e-05,3.9099992136470973e-05,0.0002873000048566493,5.360000068321824e-05
beijing,24,origin_week,natural,Tiantan,10272,3.610001294873655e-05,4.0400002035312355e-05,0.00028670001483986217,7.65000149840489e-05
beijing,24,origin_week,natural,Tiantan,10440,0.0008419000077992,0.0248881000006803,0.0004874000005654,0.025730000008479498
beijing,24,origin_week,natural,Tiantan,10608,0.0002917999954661,6.310000026132911e-05,0.0003741999971679,0.0003548999957274291
beijing,24,origin_week,natural,Tiantan,10776,0.0003087999939452,0.0136085999984059,0.00040809999336469994,0.013917399992351101
beijing,24,origin_week,natural,Tiantan,10944,2.19999928958714e-05,4.439998883754015e-05,0.0003791000053751,6.639998173341155e-05
beijing,24,origin_week,natural,Tiantan,11112,1.7099999240599573e-05,4.159998206887394e-05,0.00031740001577405146,5.8699981309473515e-05
beijing,24,origin_week,natural,Tiantan,11280,1.5300000086426735e-05,4.050000279676169e-05,0.0003075000131501757,5.5800002883188426e-05
beijing,24,origin_week,natural,Tiantan,11448,0.00042399999802,0.013759100009337801,0.0003867999912471,0.0141831000073578
beijing,24,origin_week,natural,Tiantan,11616,1.990000600926578e-05,4.189999890513718e-05,0.00033320000511588257,6.180000491440296e-05
beijing,24,origin_week,natural,Tiantan,11784,1.5600002370774746e-05,3.919999289792031e-05,0.0002944999869213744,5.4799995268695056e-05
beijing,24,origin_week,natural,Tiantan,11952,1.610000617802143e-05,3.979999746661633e-05,0.0003005999897140238,5.5900003644637764e-05
beijing,24,origin_week,natural,Tiantan,12120,1.4699995517730711e-05,3.919999289792031e-05,0.0003043999895452541,5.389998841565102e-05
beijing,24,origin_week,natural,Tiantan,12288,1.4600009308196604e-05,3.829998604487628e-05,0.00028229999588793247,5.289999535307288e-05
beijing,24,origin_week,natural,Tiantan,12456,0.0003046000056201,0.0039970999932847475,0.0003283000114605776,0.004301699998904848
beijing,24,origin_week,natural,Tiantan,12624,0.0002738000039244,0.0105373999977017,0.0003729999880305,0.0108112000016261
beijing,24,origin_week,natural,Tiantan,12792,1.9400002202019092e-05,4.370001261122525e-05,0.000313199983793242,6.310001481324434e-05
beijing,24,origin_week,natural,Tiantan,12960,1.5600002370774746e-05,3.8099984521977603e-05,0.0002915999939431768,5.369998689275235e-05
beijing,24,origin_week,natural,Tiantan,13128,1.479999627918005e-05,3.840001591015607e-05,0.0002865999995264235,5.320001218933612e-05
beijing,24,origin_week,natural,Tiantan,13296,1.3899989426136017e-05,3.920000744983554e-05,0.0002793000021483596,5.3099996875971556e-05
beijing,24,origin_week,natural,Tiantan,13464,1.4000004739500582e-05,3.729997843038291e-05,0.000282000008155549,5.129998316988349e-05
beijing,24,origin_week,natural,Tiantan,13632,1.3199998647905886e-05,3.6999976146034896e-05,0.0002804999967338063,5.019997479394078e-05
beijing,24,origin_week,natural,Tiantan,13800,0.0002364999963901,5.509999755304307e-05,0.00031829999352333535,0.0002915999939431431
beijing,24,origin_week,natural,Tiantan,13968,1.5400000847876072e-05,3.740002284757793e-05,0.00028639998345160526,5.2800023695454e-05
beijing,24,origin_week,natural,Tiantan,14136,1.4000004739500582e-05,3.950002428609878e-05,0.0002779000060399828,5.350002902559936e-05
