dataset,K,scope,mask,series,origin_start,pair_prepare,pair_solve,joint,pair_total
beijing,24,origin_week,natural,Aotizhongxin,9768,1.7400001524947584e-05,6.419999408535659e-05,0.0004072000010636,8.159999561030418e-05
beijing,24,origin_week,natural,Aotizhongxin,9936,3.100000321865082e-05,4.099999205209315e-05,0.0004064000095239,7.199999527074397e-05
beijing,24,origin_week,natural,Aotizhongxin,10104,0.0002703000063775,7.299998833332211e-05,0.0003854000242425,0.0003432999947108221
beijing,24,origin_week,natural,Aotizhongxin,10272,1.7099999240599573e-05,4.139998054597527e-05,0.0003528000088407968,5.849997978657484e-05
beijing,24,origin_week,natural,Aotizhongxin,10440,1.6900012269616127e-05,6.439999560825527e-05,0.0005043000128352,8.13000078778714e-05
beijing,24,origin_week,natural,Aotizhongxin,10608,1.8000006093643606e-05,5.2100003813393414e-05,0.0003876999981001,7.010000990703702e-05
beijing,24,origin_week,natural,Aotizhongxin,10776,1.589999010320753e-05,5.050000618211925e-05,0.0003268999862483763,6.639999628532678e-05
beijing,24,origin_week,natural,Aotizhongxin,10944,1.579998934175819e-05,4.050000279676169e-05,0.0003015999827765969,5.629999213851988e-05
beijing,24,origin_week,natural,Aotizhongxin,11112,2.1500003640539944e-05,4.3099993490614e-05,0.0004102000093552,6.459999713115394e-05
beijing,24,origin_week,natural,Aotizhongxin,11280,1.509999856352806e-05,4.0099999750964344e-05,0.00029970001196483,5.5199998314492404e-05
beijing,24,origin_week,natural,Aotizhongxin,11448,1.580000389367342e-05,7.100000220816582e-05,0.0004350999806773,8.680000610183924e-05
beijing,24,origin_week,natural,Aotizhongxin,11616,1.68999977177009e-05,6.10999995842576e-05,0.00043840000580510003,7.79999973019585e-05
beijing,24,origin_week,natural,Aotizhongxin,11784,1.9500002963468432e-05,3.879998985212296e-05,0.0003141999768558006,5.8299992815591395e-05
beijing,24,origin_week,natural,Aotizhongxin,11952,1.4199991710484028e-05,3.819998528342694e-05,0.000285000001895148,5.239997699391097e-05
beijing,24,origin_week,natural,Aotizhongxin,12120,1.3500000932253895e-05,3.929999365936965e-05,0.0003601000062188,5.2799994591623545e-05
beijing,24,origin_week,natural,Aotizhongxin,12288,1.470001006964594e-05,3.840000135824084e-05,0.0002834999904734599,5.3100011427886784e-05
beijing,24,origin_week,natural,Aotizhongxin,12456,1.3500000932253895e-05,4.940001235809177e-05,0.0003089000092585319,6.290001329034567e-05
beijing,24,origin_week,natural,Aotizhongxin,12624,1.960000372491777e-05,5.339999916031957e-05,0.0004687999753514,7.300000288523734e-05
beijing,24,origin_week,natural,Aotizhongxin,12792,2.2099993657320734e-05,5.9600017266348e-05,0.00048300001071750005,8.170001092366873e-05
beijing,24,origin_week,natural,Aotizhongxin,12960,1.6400008462369442e-05,7.399999594781548e-05,0.0004876000020884,9.040000441018492e-05
beijing,24,origin_week,natural,Aotizhongxin,13128,2.3300002794712785e-05,6.250001024454832e-05,0.00048410000454159996,8.58000130392611e-05
beijing,24,origin_week,natural,Aotizhongxin,13296,2.479999966453761e-05,4.69000224256888e-05,0.0004403999919303256,7.170002209022641e-05
beijing,24,origin_week,natural,Aotizhongxin,13464,2.7299989596940577e-05,4.2100000428035855e-05,0.0004354999837232,6.939999002497643e-05
beijing,24,origin_week,natural,Aotizhongxin,13632,2.249999670311809e-05,4.6999994083307683e-05,0.00037489998794614117,6.949999078642577e-05
beijing,24,origin_week,natural,Aotizhongxin,13800,1.610000617802143e-05,3.91000066883862e-05,0.00030159999732856646,5.520001286640763e-05
beijing,24,origin_week,natural,Aotizhongxin,13968,1.3899989426136017e-05,3.809999907389283e-05,0.000289799994789043,5.199998850002885e-05
beijing,24,origin_week,natural,Aotizhongxin,14136,1.3200013199821116e-05,6.409999332390726e-05,0.00041269999928760003,7.730000652372837e-05
beijing,24,origin_week,natural,Aotizhongxin,14304,2.410000888630748e-05,3.940000897273421e-05,0.00035249999200448825,6.350001785904169e-05
beijing,24,origin_week,natural,Aotizhongxin,14472,1.4699995517730711e-05,5.910001345910132e-05,0.0003482999891274,7.380000897683203e-05
beijing,24,origin_week,natural,Aotizhongxin,14640,2.3199987481348217e-05,4.089999129064381e-05,0.00034930001129387093,6.409997877199203e-05
beijing,24,origin_week,natural,Aotizhongxin,14808,1.5400000847876072e-05,3.860000288113952e-05,0.00038869999116286516,5.400000372901559e-05
beijing,24,origin_week,natural,Aotizhongxin,14976,1.4600009308196604e-05,3.749999450519681e-05,0.0002824000112013245,5.2100003813393414e-05
beijing,24,origin_week,natural,Aotizhongxin,15144,2.030000905506313e-05,3.88999906135723e-05,0.0003433000092626897,5.919999966863543e-05
beijing,24,origin_week,natural,Aotizhongxin,15312,1.580000389367342e-05,3.7900012102909386e-05,0.00028600000950969865,5.3700015996582806e-05
