independent_undominated,independent_best,pairwise_undominated,pairwise_best,joint_undominated,joint_best,phase,dataset,series,scope,mask,origin_start,time_start,quarter,cluster,K,L,N,pairwise_set_changed,joint_set_changed,higher_order_set_changed
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Tiantan,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,24,3,145,False,False,False
hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,AP0,beijing,Tiantan,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Tiantan,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,24,3,145,False,False,False
hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,AP0,beijing,Tiantan,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,24,3,145,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,6738,2013-12-06 18:00:00,2013Q4,beijing_2013-12-06T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,6906,2013-12-13 18:00:00,2013Q4,beijing_2013-12-13T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,72,3,97,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Tiantan,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,72,3,97,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Tiantan,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Tiantan,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,24,3,2167,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Tiantan,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,2119,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanliu,fixed_panel,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanliu,fixed_panel,natural,6738,2013-12-06 18:00:00,2013Q4,beijing_2013-12-06T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,6906,2013-12-13 18:00:00,2013Q4,beijing_2013-12-13T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanliu,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,24,3,145,False,False,False
constant;hist_gradient_boosting;logistic,,constant,constant,constant,constant,AP0,beijing,Wanliu,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,24,3,145,True,True,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanliu,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,24,3,145,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanliu,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,6738,2013-12-06 18:00:00,2013Q4,beijing_2013-12-06T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,6906,2013-12-13 18:00:00,2013Q4,beijing_2013-12-13T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,72,3,97,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanliu,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanliu,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanliu,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanliu,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,24,3,2167,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanliu,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,2119,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanshouxigong,fixed_panel,natural,6738,2013-12-06 18:00:00,2013Q4,beijing_2013-12-06T18:00:00,24,3,145,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanshouxigong,fixed_panel,natural,6906,2013-12-13 18:00:00,2013Q4,beijing_2013-12-13T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,24,3,145,False,False,False
hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,AP0,beijing,Wanshouxigong,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,24,3,145,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanshouxigong,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,24,3,145,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanshouxigong,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,24,3,145,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,6738,2013-12-06 18:00:00,2013Q4,beijing_2013-12-06T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,6906,2013-12-13 18:00:00,2013Q4,beijing_2013-12-13T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7074,2013-12-20 18:00:00,2013Q4,beijing_2013-12-20T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7242,2013-12-27 18:00:00,2013Q4,beijing_2013-12-27T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7410,2014-01-03 18:00:00,2014Q1,beijing_2014-01-03T18:00:00,72,3,97,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,beijing,Wanshouxigong,fixed_panel,natural,7578,2014-01-10 18:00:00,2014Q1,beijing_2014-01-10T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanshouxigong,fixed_panel,natural,7746,2014-01-17 18:00:00,2014Q1,beijing_2014-01-17T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,7914,2014-01-24 18:00:00,2014Q1,beijing_2014-01-24T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanshouxigong,fixed_panel,natural,8082,2014-01-31 18:00:00,2014Q1,beijing_2014-01-31T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,8250,2014-02-07 18:00:00,2014Q1,beijing_2014-02-07T18:00:00,72,3,97,False,False,False
constant,constant,constant,constant,constant,constant,AP0,beijing,Wanshouxigong,fixed_panel,natural,8418,2014-02-14 18:00:00,2014Q1,beijing_2014-02-14T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,fixed_panel,natural,8586,2014-02-21 18:00:00,2014Q1,beijing_2014-02-21T18:00:00,72,3,97,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,24,3,2167,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,beijing,Wanshouxigong,full_station,natural,6570,2013-11-29 18:00:00,2013Q4,beijing_2013-11-29T18:00:00,72,3,2119,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,86400,2007-02-14 17:24:00,2007Q1,household_2007-02-14T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,household,household,fixed_panel,natural,96480,2007-02-21 17:24:00,2007Q1,household_2007-02-21T17:24:00,60,5,10021,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,106560,2007-02-28 17:24:00,2007Q1,household_2007-02-28T17:24:00,60,5,10021,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,116640,2007-03-07 17:24:00,2007Q1,household_2007-03-07T17:24:00,60,5,10021,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,126720,2007-03-14 17:24:00,2007Q1,household_2007-03-14T17:24:00,60,5,2821,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,86400,2007-02-14 17:24:00,2007Q1,household_2007-02-14T17:24:00,180,5,9901,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0,household,household,fixed_panel,natural,96480,2007-02-21 17:24:00,2007Q1,household_2007-02-21T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,106560,2007-02-28 17:24:00,2007Q1,household_2007-02-28T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,116640,2007-03-07 17:24:00,2007Q1,household_2007-03-07T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,fixed_panel,natural,126720,2007-03-14 17:24:00,2007Q1,household_2007-03-14T17:24:00,180,5,2701,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,full_station,natural,86400,2007-02-14 17:24:00,2007Q1,household_2007-02-14T17:24:00,60,5,43141,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0,household,household,full_station,natural,86400,2007-02-14 17:24:00,2007Q1,household_2007-02-14T17:24:00,180,5,43021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,172800,2007-04-15 17:24:00,2007Q2,household_2007-04-15T17:24:00,60,5,10021,False,False,False
constant;hist_gradient_boosting;logistic,,constant;hist_gradient_boosting;logistic,,constant;hist_gradient_boosting;logistic,,AP0_EXTENSION,household,household,fixed_panel,natural,182880,2007-04-22 17:24:00,2007Q2,household_2007-04-22T17:24:00,60,5,10021,False,False,False
constant;logistic,,constant;logistic,,constant;logistic,,AP0_EXTENSION,household,household,fixed_panel,natural,192960,2007-04-29 17:24:00,2007Q2,household_2007-04-29T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,203040,2007-05-06 17:24:00,2007Q2,household_2007-05-06T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,213120,2007-05-13 17:24:00,2007Q2,household_2007-05-13T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,223200,2007-05-20 17:24:00,2007Q2,household_2007-05-20T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,233280,2007-05-27 17:24:00,2007Q2,household_2007-05-27T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,243360,2007-06-03 17:24:00,2007Q2,household_2007-06-03T17:24:00,60,5,10021,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,253440,2007-06-10 17:24:00,2007Q2,household_2007-06-10T17:24:00,60,5,5701,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,172800,2007-04-15 17:24:00,2007Q2,household_2007-04-15T17:24:00,180,5,9901,False,False,False
constant;hist_gradient_boosting;logistic,,constant;hist_gradient_boosting;logistic,,constant;hist_gradient_boosting;logistic,,AP0_EXTENSION,household,household,fixed_panel,natural,182880,2007-04-22 17:24:00,2007Q2,household_2007-04-22T17:24:00,180,5,9901,False,False,False
constant;logistic,,constant;logistic,,constant;logistic,,AP0_EXTENSION,household,household,fixed_panel,natural,192960,2007-04-29 17:24:00,2007Q2,household_2007-04-29T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0_EXTENSION,household,household,fixed_panel,natural,203040,2007-05-06 17:24:00,2007Q2,household_2007-05-06T17:24:00,180,5,9901,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,213120,2007-05-13 17:24:00,2007Q2,household_2007-05-13T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0_EXTENSION,household,household,fixed_panel,natural,223200,2007-05-20 17:24:00,2007Q2,household_2007-05-20T17:24:00,180,5,9901,False,False,False
hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,hist_gradient_boosting,AP0_EXTENSION,household,household,fixed_panel,natural,233280,2007-05-27 17:24:00,2007Q2,household_2007-05-27T17:24:00,180,5,9901,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,243360,2007-06-03 17:24:00,2007Q2,household_2007-06-03T17:24:00,180,5,9901,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,fixed_panel,natural,253440,2007-06-10 17:24:00,2007Q2,household_2007-06-10T17:24:00,180,5,5581,False,False,False
logistic,logistic,logistic,logistic,logistic,logistic,AP0_EXTENSION,household,household,full_station,natural,172800,2007-04-15 17:24:00,2007Q2,household_2007-04-15T17:24:00,60,5,86341,False,False,False
hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,hist_gradient_boosting;logistic,,AP0_EXTENSION,household,household,full_station,natural,172800,2007-04-15 17:24:00,2007Q2,household_2007-04-15T17:24:00,180,5,86221,False,False,False
