system,alpha,scope,rmse,mae,unclipped_move_rmse,unclipped_move_mae,feasible,selected
mean_duration,0.0,H12,0.07830591311366505,0.04632589489157066,0.07830591311366505,0.04632589489157066,True,False
mean_duration,0.0,macro,0.07034542479959675,0.039768572262351226,0.07034542479959675,0.039768572262351226,True,False
mean_duration,0.125,H3,0.062243642915654714,0.03323421920579339,0.062243642915654714,0.03323421920579339,True,False
mean_duration,0.125,H12,0.07805364088711003,0.0462672405775646,0.07805364088711003,0.0462672405775646,True,False
mean_duration,0.125,macro,0.07014864190138237,0.03975072989167899,0.07014864190138237,0.03975072989167899,True,False
mean_duration,0.25,H3,0.062116626637586714,0.033283009092136565,0.062116626637586714,0.033283009092136565,True,True
mean_duration,0.25,H12,0.07782204879045986,0.04623034412679597,0.07782204879045986,0.04623034412679597,True,True
mean_duration,0.25,macro,0.06996933771402328,0.03975667660946627,0.06996933771402328,0.03975667660946627,True,True
mean_duration,0.5,H3,0.061905767603819266,0.033438391405265146,0.061905767603819266,0.033438391405265146,False,False
mean_duration,0.5,H12,0.07742163074678403,0.04621334553189267,0.07742163074678403,0.04621334553189267,False,False
mean_duration,0.5,macro,0.06966369917530164,0.03982586846857891,0.06966369917530164,0.03982586846857891,False,False
mean_duration,1.0,H3,0.06165859905927119,0.03394046835225773,0.06165859905927119,0.03394046835225773,False,False
mean_duration,1.0,H12,0.07687607759950497,0.04639228658894951,0.07687607759950497,0.04639228658894951,False,False
mean_duration,1.0,macro,0.06926733832938808,0.04016637747060362,0.06926733832938808,0.04016637747060362,False,False
mean_duration,2.0,H3,0.06186877587020268,0.03558367587763229,0.06186877587020268,0.03558367587763229,False,False
mean_duration,2.0,H12,0.07682554697650908,0.047498214483063524,0.07682554697673326,0.0474982153465105,False,False
mean_duration,2.0,macro,0.06934716142335588,0.041540945180347906,0.06934716142346797,0.04154094561207139,False,False
mean_duration,4.0,H3,0.06500055882927733,0.04081239053944851,0.06502192525109389,0.040816623616230945,False,False
mean_duration,4.0,H12,0.08080107137448285,0.052332279754950035,0.08080213882478098,0.05233259596282608,False,False
mean_duration,4.0,macro,0.0729008151018801,0.04657233514719927,0.07291203203793743,0.046574609789528515,False,False
mean_duration,8.0,H3,0.0800265944338923,0.056051254878563266,0.08012978260075541,0.05608331050489883,False,False
mean_duration,8.0,H12,0.10140401934107846,0.06906945131846248,0.1017449977711713,0.06914076228617295,False,False
mean_duration,8.0,macro,0.09071530688748539,0.06256035309851288,0.09093739018596336,0.06261203639553589,False,False
hard_duration,0.0,H3,0.06238493648552846,0.0332112496331318,0.06238493648552846,0.0332112496331318,True,False
hard_duration,0.0,H12,0.07830591311366505,0.04632589489157066,0.07830591311366505,0.04632589489157066,True,False
hard_duration,0.0,macro,0.07034542479959675,0.039768572262351226,0.07034542479959675,0.039768572262351226,True,False
hard_duration,0.125,H3,0.06228481063542783,0.033199765679020984,0.06228481063542783,0.033199765679020984,True,False
hard_duration,0.125,H12,0.07811958660892339,0.04627136171102431,0.07811958660892339,0.04627136171102431,True,False
hard_duration,0.125,macro,0.07020219862217561,0.03973556369502265,0.07020219862217561,0.03973556369502265,True,False
hard_duration,0.25,H3,0.06219324088570013,0.033202678115529745,0.06219324088570013,0.033202678115529745,True,False
hard_duration,0.25,H12,0.0779485777308845,0.04623046664065526,0.0779485777308845,0.04623046664065526,True,False
hard_duration,0.25,macro,0.07007090930829231,0.03971657237809251,0.07007090930829231,0.03971657237809251,True,False
hard_duration,0.5,H3,0.062035917700810704,0.0332378688398572,0.062035917700810704,0.0332378688398572,True,True
hard_duration,0.5,H12,0.07765290858498707,0.046184579181612485,0.07765290858498707,0.046184579181612485,True,True
hard_duration,0.5,macro,0.06984441314289888,0.03971122401073485,0.06984441314289888,0.03971122401073485,True,True
hard_duration,1.0,H3,0.06182538083883543,0.033414521574555066,0.06182538083883543,0.033414521574555066,False,False
hard_duration,1.0,H12,0.07724925367796627,0.046234995133488686,0.07724925367796627,0.046234995133488686,False,False
