fold,teacher,timexer,teacher_wins
2020-08,0.24167736699915984,0.24343326464994147,True
2020-09,0.2398620746755534,0.24206749681856393,True
2020-10,0.2417076239649363,0.24381222887029516,True
2020-11,0.23870392475692886,0.24085394292945314,True
