fold,horizon,method,RMSE,MAE,WAPE,sMAPE,RAE
2020-11,3,timexer,0.22356860369823583,0.16844336344509886,0.6922421806521115,1.234542223706104,0.7121493740624957
2020-11,3,teacher,0.22176407935076758,0.16805583223912812,0.690649565534453,1.2308692257604326,0.7105109592260946
2020-11,3,oracle,0.2059862097832306,0.14968753054617465,0.6151623931178898,1.1946441724557635,0.6328529602067897
2020-11,6,caper,0.23718157629887995,0.1848413407098694,0.7589321769651377,1.2473133124496751,0.7817753905069355
2020-11,6,timexer,0.24001989582118818,0.18664301654947804,0.7663296009498832,1.2478597594858702,0.7893954706668591
2020-11,6,teacher,0.2372201112921258,0.18520892840611466,0.7604414396087955,1.2444553152638382,0.7833300806735077
2020-11,6,oracle,0.21933017186645784,0.16465801009025433,0.6760623006337673,1.2086034193102684,0.6964112013256476
2020-11,9,caper,0.24638381509960083,0.19358578223234077,0.7941289341727705,1.262581256790355,0.8190603410675716
2020-11,9,timexer,0.24725002006338748,0.19436513482368944,0.7973259997608296,1.257193630009312,0.8223577774387809
2020-11,9,teacher,0.24534799466329937,0.1933203082811794,0.7930399050950391,1.2557702033601925,0.8179371222935718
2020-11,9,oracle,0.22828163204198182,0.17359599174512821,0.7121266774424977,1.2223792584395605,0.7344836514702178
2020-11,12,caper,0.2517404898088381,0.19998268537555336,0.8195382606599921,1.2544826423011926,0.8465431030599633
2020-11,12,timexer,0.25257725213500104,0.19886544519091146,0.8149597588964951,1.2579202399105456,0.8418137337598467
2020-11,12,teacher,0.2504835137215227,0.19856308103008888,0.8137206566313109,1.25287050088712,0.8405338014773284
2020-11,12,oracle,0.2323554099530952,0.17754463365838383,0.7275860906891014,1.2163914645248162,0.7515609905255618
