system,alpha,scope,rmse,mae,unclipped_move_rmse,unclipped_move_mae,feasible,selected
OD_MISALIGNED,0.25,H12,0.07799078336403954,0.04642904892630766,0.07799079774476286,0.046429272060160696,False,False
OD_MISALIGNED,0.25,macro,0.07006602924651394,0.03989239674360635,0.07006603651497255,0.039892557887171554,False,False
OD_MISALIGNED,0.5,H3,0.06212863198983523,0.033769879482562,0.062128639336112484,0.033770790354738435,False,False
OD_MISALIGNED,0.5,H12,0.07795993059238263,0.046798411860026964,0.07796008901446123,0.04679955506981767,False,False
OD_MISALIGNED,0.5,macro,0.07004428129110893,0.040284145671294486,0.07004436417528687,0.04028517271227805,False,False
OD_MISALIGNED,1.0,H3,0.06279433582971408,0.03527718370918326,0.06279445121107691,0.03528078912908988,False,False
OD_MISALIGNED,1.0,H12,0.07874961573459067,0.04818961220748532,0.0787501409372378,0.04819336557292926,False,False
OD_MISALIGNED,1.0,macro,0.07077197578215239,0.04173339795833429,0.07077229607415736,0.041737077351009566,False,False
OD_MISALIGNED,2.0,H3,0.06674319034062486,0.04027107189113843,0.06674396536210767,0.04028090779565771,False,False
OD_MISALIGNED,2.0,H12,0.08356131712603562,0.05300899780940632,0.0835628651876043,0.05301840364073951,False,False
OD_MISALIGNED,2.0,macro,0.07515225373333023,0.04664003485027238,0.07515341527485597,0.04664965571819861,False,False
OD_MISALIGNED,4.0,H3,0.08255691398466698,0.05414299810895456,0.08281930663352041,0.05428482157681972,False,False
OD_MISALIGNED,4.0,H12,0.1032026561492702,0.06782539941669763,0.10334062673888923,0.06790744827759716,False,False
OD_MISALIGNED,4.0,macro,0.09287978506696859,0.0609841987628261,0.09307996668620483,0.061096134927208445,False,False
OD_MISALIGNED,8.0,H3,0.127803639617157,0.08802755457419623,0.1311175461575868,0.08916353932083261,False,False
OD_MISALIGNED,8.0,H12,0.1585226410064566,0.10614538313184452,0.16312308048684993,0.1074556392430531,False,False
OD_MISALIGNED,8.0,macro,0.1431631403118068,0.09708646885302037,0.14712031332221837,0.09830958928194286,False,False
