phase,dataset,series,scope,mask,origin_start,time_start,quarter,cluster,K,L,model_A,model_B,N,support_records,missing_records,ambiguous_windows,independent_lower,independent_upper,pairwise_lower,pairwise_upper,joint_lower,joint_upper,joint_enclosure_lower,joint_enclosure_upper,numeric_method,Gamma_minus,Gamma_plus,W_ind,ambiguous_weight,lower_zero_margin,upper_zero_margin,mixed_components,implications,lp_variables,lp_constraints,pair_preprocess_seconds,pair_solve_seconds,pair_status,joint_seconds,independent_direction,pairwise_direction,joint_direction,independent_undirected,pairwise_new,joint_new,higher_order_new,category,truth_delta,truth_contained,locf_delta,locf_wrong,identified_delta,identified_wrong
AP2,beijing,Aotizhongxin,annual,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,constant,logistic,8761,8784,216,149,0.08825638819217123,0.0962320735871534,0.08846861380050422,0.095708956684189,0.08846861380052462,0.0957089566841695,0.0884686137849011,0.09570895669979301,FLOAT_OUTWARD,1.8593085547840662,4.583027187041948,0.007975685394982168,0.007975685394982161,-0.08825638819217123,0.0962320735871534,3,1276,243,651,0.5618900999998004,0.020947899999555375,OPTIMAL_DUAL_OUTWARD,1.4349978000000192,B,B,B,False,False,False,False,INDEPENDENT_ALREADY_DIRECTED,,,,,,
AP2,beijing,Aotizhongxin,annual,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,constant,hist_gradient_boosting,8761,8784,216,149,0.09281954479161234,0.10215223291032782,0.09289878483889513,0.10183385044080116,0.09289878483891513,0.10183385044078112,0.09289878482329161,0.10183385045640464,FLOAT_OUTWARD,0.6942220544197859,2.7893488156986312,0.009332688118715488,0.009332688118715488,-0.09281954479161234,0.10215223291032782,3,1276,243,651,0.5618900999998004,0.014934900000298512,OPTIMAL_DUAL_OUTWARD,0.0015798999993421603,B,B,B,False,False,False,False,INDEPENDENT_ALREADY_DIRECTED,,,,,,
AP2,beijing,Aotizhongxin,annual,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,logistic,hist_gradient_boosting,8761,8784,216,149,0.0032609061417130415,0.007222409780902417,0.0032870270700153257,0.0071642815253676,0.003287027070035271,0.007164281525347579,0.0032870270544117525,0.007164281540971097,FLOAT_OUTWARD,0.2288454530310531,0.5092616469159422,0.003961503639189376,0.003961503639189377,-0.0032609061417130415,0.007222409780902417,3,1276,243,651,0.5618900999998004,0.013645099999848753,OPTIMAL_DUAL_OUTWARD,0.0019190000002708985,B,B,B,False,False,False,False,INDEPENDENT_ALREADY_DIRECTED,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,constant,logistic,168,191,4,0,0.067897025778593,0.067897025778593,0.06789702577857303,0.067897025778613,0.067897025778593,0.067897025778593,0.06789702577823371,0.06789702577895228,FLOAT_OUTWARD,0.0,0.0,0.0,0.0,-0.067897025778593,0.067897025778593,0,0,0,0,4.439999975147657e-05,3.0899999728717376e-05,ANALYTIC,0.0003225999998903717,B,B,B,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,constant,hist_gradient_boosting,168,191,4,0,0.048338906486599206,0.048338906486599206,0.04833890648657921,0.04833890648661916,0.048338906486599185,0.048338906486599185,0.0483389064862399,0.04833890648695847,FLOAT_OUTWARD,0.0,3.497202527569243e-15,0.0,0.0,-0.048338906486599206,0.048338906486599206,0,0,0,0,4.439999975147657e-05,1.5999999959603883e-05,ANALYTIC,0.00014519999967887998,B,B,B,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17520,2015-03-01 00:00:00,2015Q1,beijing_2015-03-01T00:00:00,24,3,logistic,hist_gradient_boosting,168,191,4,0,-0.019558119291993855,-0.019558119291993855,-0.019558119292013853,-0.019558119291973854,-0.019558119291993845,-0.019558119291993845,-0.01955811929235313,-0.01955811929163456,FLOAT_OUTWARD,1.7486012637846216e-15,0.0,0.0,0.0,0.019558119291993855,-0.019558119291993855,0,0,0,0,4.439999975147657e-05,3.0000000151630957e-05,ANALYTIC,0.00020940000013069948,A,A,A,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17688,2015-03-08 00:00:00,2015Q1,beijing_2015-03-08T00:00:00,24,3,constant,logistic,168,191,6,0,0.09350341403362282,0.09350341403362282,0.09350341403360282,0.09350341403364282,0.09350341403362278,0.09350341403362278,0.0935034140332635,0.09350341403398206,FLOAT_OUTWARD,0.0,6.994405055138486e-15,0.0,0.0,-0.09350341403362282,0.09350341403362282,0,0,0,0,4.5200000386103056e-05,1.720000000204891e-05,ANALYTIC,0.000208599999496073,B,B,B,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17688,2015-03-08 00:00:00,2015Q1,beijing_2015-03-08T00:00:00,24,3,constant,hist_gradient_boosting,168,191,6,0,0.08371091950724223,0.08371091950724223,0.08371091950722226,0.08371091950726223,0.08371091950724224,0.08371091950724224,0.08371091950688296,0.08371091950760153,FLOAT_OUTWARD,2.3314683517128287e-15,0.0,0.0,0.0,-0.08371091950724223,0.08371091950724223,0,0,0,0,4.5200000386103056e-05,1.5700000403739978e-05,ANALYTIC,0.0001508999994257465,B,B,B,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17688,2015-03-08 00:00:00,2015Q1,beijing_2015-03-08T00:00:00,24,3,logistic,hist_gradient_boosting,168,191,6,0,-0.009792494526380577,-0.009792494526380577,-0.009792494526400573,-0.009792494526360577,-0.009792494526380566,-0.009792494526380566,-0.00979249452673985,-0.009792494526021283,FLOAT_OUTWARD,1.7486012637846216e-15,0.0,0.0,0.0,0.009792494526380577,-0.009792494526380577,0,0,0,0,4.5200000386103056e-05,1.739999970595818e-05,ANALYTIC,0.00012789999982487643,A,A,A,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
AP2,beijing,Aotizhongxin,origin_week,natural,17856,2015-03-15 00:00:00,2015Q1,beijing_2015-03-15T00:00:00,24,3,constant,logistic,168,191,0,0,0.054168692087548924,0.054168692087548924,0.05416869208752896,0.05416869208756892,0.054168692087548945,0.054168692087548945,0.05416869208718966,0.05416869208790823,FLOAT_OUTWARD,3.497202527569243e-15,0.0,0.0,0.0,-0.054168692087548924,0.054168692087548924,0,0,0,0,2.8500000553322025e-05,2.700000004551839e-05,ANALYTIC,0.00020120000044698827,B,B,B,False,False,False,False,NO_AMBIGUOUS_LABELS,,,,,,
