phase,dataset,series,K,L,scope,origin_start,N,comparison_id,endpoint,pairwise_pattern_feasible,pairwise_pattern_value,pairwise_reported_bound,witness_delta,absolute_pattern_DP_gap,equality_status,independent_conflict
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_constant_logistic,lower,True,-0.018845482123977443,-0.0188454821239974,-0.018845482123977443,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_constant_logistic,upper,True,0.10683236850143936,0.1068323685014593,0.10683236850143936,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_constant_hist_gradient_boosting,lower,True,0.002571457003991571,0.0025714570039715,0.0025714570039915728,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_constant_hist_gradient_boosting,upper,True,0.10196535161747929,0.1019653516174992,0.10196535161747929,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_logistic_hist_gradient_boosting,lower,True,-0.0048670168839600745,-0.00486701688398,-0.004867016883960075,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,24,3,origin_week,16656,168,AP1_beijing_Huairou_K24_origin_week_16656_logistic_hist_gradient_boosting,upper,True,0.021416939127969017,0.021416939127989,0.021416939127969017,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_constant_logistic,lower,True,0.011343598432739828,0.0113435984327198,0.011343598432739879,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2103;2146
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_constant_logistic,upper,True,0.01923724908469213,0.0192372490847121,0.01923724908469218,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1741;1692
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_constant_hist_gradient_boosting,lower,True,0.009948137609058003,0.009948137609038,0.009948137609058055,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1675;1699
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_constant_hist_gradient_boosting,upper,True,0.012430280685698953,0.0124302806857189,0.012430280685699005,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1671;1675
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_logistic_hist_gradient_boosting,lower,True,-0.0073104744653548805,-0.0073104744653748,-0.007310474465354879,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,1682;1683
AP1,beijing,Huairou,72,3,annual,8760,8689,AP1_beijing_Huairou_K72_annual_8760_logistic_hist_gradient_boosting,upper,True,-0.001058746464424123,-0.0010587464644041,-0.0010587464644241226,4.336808689942018e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,1671;1682
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_constant_logistic,lower,True,0.0038829374827170906,0.003882937482697,0.0038829374827171405,4.9873299934333204e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_constant_logistic,upper,True,0.014185359691703573,0.0141853596917235,0.014185359691703623,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_constant_hist_gradient_boosting,lower,True,0.002617590765928504,0.0026175907659085,0.002617590765928554,4.9873299934333204e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_constant_hist_gradient_boosting,upper,True,0.004742612942125773,0.0047426129421457,0.004742612942125823,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,159;163
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_logistic_hist_gradient_boosting,lower,True,-0.009442746749577801,-0.0094427467495978,-0.009442746749577801,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10272,168,AP1_beijing_Huairou_K72_origin_week_10272_logistic_hist_gradient_boosting,upper,True,-0.0010879107234283629,-0.0010879107234083,-0.0010879107234283633,4.336808689942018e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_constant_logistic,lower,True,-0.023210953957655083,-0.0232109539576751,-0.023210953957655038,4.5102810375396984e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_constant_logistic,upper,True,0.09278404238248492,0.0927840423825049,0.09278404238248497,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,61;12
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_constant_hist_gradient_boosting,lower,True,-0.015374440081878736,-0.0153744400818987,-0.015374440081878684,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,0;19
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_constant_hist_gradient_boosting,upper,True,0.04095196929999186,0.0409519693000118,0.04095196929999191,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,19;12
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_logistic_hist_gradient_boosting,lower,True,-0.05183207308249307,-0.051832073082513,-0.05183207308249306,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,2;3
AP1,beijing,Huairou,72,3,origin_week,10440,168,AP1_beijing_Huairou_K72_origin_week_10440_logistic_hist_gradient_boosting,upper,True,0.01048478518319329,0.0104847851832133,0.010484785183193292,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,0;2
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_constant_logistic,lower,True,0.05806376306566633,0.0580637630656463,0.05806376306566638,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,87;130
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_constant_logistic,upper,True,0.14567575715622305,0.145675757156243,0.1456757571562231,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,130;131
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_constant_hist_gradient_boosting,lower,True,0.02609241650090815,0.0260924165008881,0.026092416500908207,5.898059818321144e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,87;100
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_constant_hist_gradient_boosting,upper,True,0.03957802980670912,0.0395780298067291,0.03957802980670918,6.245004513516506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,100;101
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_logistic_hist_gradient_boosting,lower,True,-0.10841618585418472,-0.1084161858542047,-0.1084161858541847,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,133;134
AP1,beijing,Huairou,72,3,origin_week,10776,168,AP1_beijing_Huairou_K72_origin_week_10776_logistic_hist_gradient_boosting,upper,True,-0.031971346564758175,-0.0319713465647381,-0.03197134656475817,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,87;133
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_constant_logistic,lower,True,-0.07065402244342563,-0.0706540224434456,-0.07065402244342557,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_constant_logistic,upper,True,-0.006110636377867444,-0.0061106363778474,-0.006110636377867392,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_constant_hist_gradient_boosting,lower,True,0.006649355619498214,0.0066493556194782,0.006649355619498263,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,37;9
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_constant_hist_gradient_boosting,upper,True,0.028931338102057957,0.0289313381020779,0.02893133810205801,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,57;37
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_logistic_hist_gradient_boosting,lower,True,0.01844231636210519,0.0184423163620852,0.018442316362105193,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,10944,168,AP1_beijing_Huairou_K72_origin_week_10944_logistic_hist_gradient_boosting,upper,True,0.08432330106417328,0.0843233010641932,0.08432330106417328,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_constant_logistic,lower,True,0.009971086868742112,0.0099710868687221,0.009971086868742164,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_constant_logistic,upper,True,0.02565167767706518,0.0256516776770851,0.02565167767706523,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,82;79
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_constant_hist_gradient_boosting,lower,True,0.07571581872548294,0.0757158187254629,0.075715818725483,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,82;79
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_constant_hist_gradient_boosting,upper,True,0.08289387817868889,0.0828938781787088,0.08289387817868894,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,95;82
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_logistic_hist_gradient_boosting,lower,True,0.05011886348949067,0.0501188634894706,0.05011886348949067,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,82;79
AP1,beijing,Huairou,72,3,origin_week,11784,168,AP1_beijing_Huairou_K72_origin_week_11784_logistic_hist_gradient_boosting,upper,True,0.07292279130994678,0.0729227913099667,0.07292279130994678,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_constant_logistic,lower,True,-0.0134047866470134,-0.0134047866470334,-0.01340478664701335,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,17;14
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_constant_logistic,upper,True,-0.007606816344424102,-0.0076068163444041,-0.007606816344424052,4.9439619065339e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,14;17
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_constant_hist_gradient_boosting,lower,True,-0.023678470244807015,-0.023678470244827,-0.023678470244806963,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,16;14
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_constant_hist_gradient_boosting,upper,True,-0.02048900647649574,-0.0204890064764757,-0.02048900647649569,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,14;16
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_logistic_hist_gradient_boosting,lower,True,-0.012882190132071638,-0.0128821901320916,-0.012882190132071637,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,16;14
AP1,beijing,Huairou,72,3,origin_week,13464,168,AP1_beijing_Huairou_K72_origin_week_13464_logistic_hist_gradient_boosting,upper,True,-0.009882426522132344,-0.0098824265221123,-0.009882426522132342,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,14;16
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_constant_logistic,lower,True,-0.012083564018290208,-0.0120835640183102,-0.012083564018290156,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,35;32
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_constant_logistic,upper,True,0.09624656732516043,0.0962465673251804,0.09624656732516049,5.551115123125783e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,32;35
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_constant_hist_gradient_boosting,lower,True,-0.0032521113115014694,-0.0032521113115214,-0.003252111311501413,5.637851296924623e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,50;32
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_constant_hist_gradient_boosting,upper,True,0.020538369030869415,0.0205383690308894,0.020538369030869474,5.898059818321144e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,32;50
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_logistic_hist_gradient_boosting,lower,True,-0.07570819829429103,-0.075708198294311,-0.07570819829429103,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Huairou,72,3,origin_week,15312,168,AP1_beijing_Huairou_K72_origin_week_15312_logistic_hist_gradient_boosting,upper,True,0.008831452706788737,0.0088314527068087,0.008831452706788742,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_constant_logistic,lower,True,0.06189338339067268,0.0618933833906526,0.061893383390672685,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,6511;6507
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_constant_logistic,upper,True,0.06678270362721114,0.0667827036272311,0.06678270362721114,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,6507;6511
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_constant_hist_gradient_boosting,lower,False,0.05710171100517943,0.0571017110051594,0.05716369531896115,6.198431378171693e-05,OBJECTIVE_GAP_NUMERIC,6510;6507
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_constant_hist_gradient_boosting,upper,True,0.06371440403935548,0.0637144040393754,0.06371440403935548,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,1562;1567
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_logistic_hist_gradient_boosting,lower,True,-0.005741895050275847,-0.0057418950502958,-0.005741895050275846,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,4741;4753
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,AP1_beijing_Nongzhanguan_K24_annual_8760_logistic_hist_gradient_boosting,upper,True,-0.00195243715264591,-0.0019524371526259,-0.0019524371526459087,1.3010426069826053e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,4740;4741
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_constant_logistic,lower,True,0.028360679135755632,0.0283606791357356,0.02836067913575564,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_constant_logistic,upper,True,0.035260814521261515,0.0352608145212815,0.03526081452126152,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_constant_hist_gradient_boosting,lower,True,0.016714404236541105,0.0167144042365211,0.016714404236541115,1.0408340855860843e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_constant_hist_gradient_boosting,upper,True,0.026755215163030113,0.0267552151630501,0.026755215163030126,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_logistic_hist_gradient_boosting,lower,True,-0.011646274899214529,-0.0116462748992345,-0.011646274899214524,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1_beijing_Nongzhanguan_K24_origin_week_9600_logistic_hist_gradient_boosting,upper,True,-0.008505599358231399,-0.0085055993582114,-0.008505599358231393,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_constant_logistic,lower,True,-0.05990009656583099,-0.0599000965658509,-0.05990009656583098,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_constant_logistic,upper,True,-0.011433272981387507,-0.0114332729813675,-0.011433272981387502,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_constant_hist_gradient_boosting,lower,False,-0.04288340252722349,-0.0428834025272434,-0.03965984925632596,0.0032235532708975306,OBJECTIVE_GAP_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_constant_hist_gradient_boosting,upper,True,-0.02788704506807717,-0.0278870450680571,-0.027887045068077165,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,50;55
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_logistic_hist_gradient_boosting,lower,True,-0.016453772086689664,-0.0164537720867096,-0.01645377208668966,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1_beijing_Nongzhanguan_K24_origin_week_10272_logistic_hist_gradient_boosting,upper,True,0.0263112714908531,0.0263112714908731,0.026311271490853102,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_constant_logistic,lower,True,0.12196522307461713,0.1219652230745971,0.12196522307461713,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_constant_logistic,upper,True,0.12517479212712365,0.1251747921271436,0.12517479212712365,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_constant_hist_gradient_boosting,lower,True,0.16447112532307032,0.1644711253230503,0.16447112532307032,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_constant_hist_gradient_boosting,upper,True,0.16733861956077373,0.1673386195607937,0.16733861956077373,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_logistic_hist_gradient_boosting,lower,True,0.04216382743365007,0.04216382743363,0.042163827433650075,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1_beijing_Nongzhanguan_K24_origin_week_12624_logistic_hist_gradient_boosting,upper,True,0.042505902248453194,0.0425059022484731,0.042505902248453194,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_constant_logistic,lower,True,-0.013614482508762108,-0.013614482508782,-0.013614482508762103,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_constant_logistic,upper,True,0.08434874068271914,0.0843487406827391,0.08434874068271915,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_constant_hist_gradient_boosting,lower,True,-0.00823517729430322,-0.0082351772943232,-0.008235177294303212,8.673617379884035e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_constant_hist_gradient_boosting,upper,True,0.13112876237623367,0.1311287623762536,0.13112876237623367,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_logistic_hist_gradient_boosting,lower,True,0.004698981775439318,0.0046989817754192,0.004698981775439316,2.6020852139652106e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,37;49
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1_beijing_Nongzhanguan_K24_origin_week_13464_logistic_hist_gradient_boosting,upper,True,0.04678002169351452,0.0467800216935345,0.04678002169351453,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,36;37
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_constant_logistic,lower,True,0.02433045698784579,0.0243304569878257,0.0243304569878458,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_constant_logistic,upper,True,0.09081550722151317,0.0908155072215331,0.0908155072215132,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_constant_hist_gradient_boosting,lower,True,0.014690588675129507,0.0146905886751095,0.014690588675129514,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_constant_hist_gradient_boosting,upper,True,0.1459391285940242,0.1459391285940442,0.14593912859402422,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_logistic_hist_gradient_boosting,lower,True,-0.009639868312716283,-0.0096398683127362,-0.009639868312716285,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1_beijing_Nongzhanguan_K24_origin_week_14808_logistic_hist_gradient_boosting,upper,True,0.05512362137251101,0.055123621372531,0.05512362137251102,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_constant_logistic,lower,True,0.044078845815321996,0.044078845815302,0.044078845815322,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_constant_logistic,upper,True,0.047978324389739826,0.0479783243897598,0.04797832438973983,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_constant_hist_gradient_boosting,lower,True,0.0589437667273177,0.0589437667272977,0.0589437667273177,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_constant_hist_gradient_boosting,upper,True,0.06170989614079549,0.0617098961408154,0.0617098961407955,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_logistic_hist_gradient_boosting,lower,True,0.013731571751055669,0.0137315717510356,0.01373157175105567,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1_beijing_Nongzhanguan_K24_origin_week_14976_logistic_hist_gradient_boosting,upper,True,0.014864920911995694,0.0148649209120156,0.014864920911995698,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Nongzhanguan,24,3,origin_week,15144,168,AP1_beijing_Nongzhanguan_K24_origin_week_15144_constant_logistic,lower,True,0.04506584545989966,0.0450658454598796,0.04506584545989967,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,127;123
AP1,beijing,Nongzhanguan,24,3,origin_week,15144,168,AP1_beijing_Nongzhanguan_K24_origin_week_15144_constant_logistic,upper,True,0.05885686657582558,0.0588568665758455,0.058856866575825596,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,123;127
AP1,beijing,Nongzhanguan,24,3,origin_week,15144,168,AP1_beijing_Nongzhanguan_K24_origin_week_15144_constant_hist_gradient_boosting,lower,True,-0.08356219683426466,-0.0835621968342846,-0.08356219683426465,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,126;123
AP1,beijing,Nongzhanguan,24,3,origin_week,15144,168,AP1_beijing_Nongzhanguan_K24_origin_week_15144_constant_hist_gradient_boosting,upper,True,-0.05839978864739871,-0.0583997886473787,-0.058399788647398705,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,123;126
