phase,dataset,series,K,L,scope,origin_start,N,comparison_id,model_A,model_B,independent_direction,pairwise_direction,joint_direction,ambiguous_windows,structure_status,witness_lower,witness_upper,information_insufficient_proved,lower_tightening,upper_tightening,needed_lower_shift_to_zero,needed_upper_shift_to_zero,reason
AP1,beijing,Aotizhongxin,24,3,annual,8760,8737,AP1_beijing_Aotizhongxin_K24_annual_8760_constant_logistic,constant,logistic,B,B,B,453,HIGHER_STRUCTURE,0.0472954342420714,0.0755933081421089,False,1.960237527853792e-14,2.040034807748725e-14,0.0,0.0755933081421085,INDEPENDENT_ALREADY_DIRECTED
AP1,beijing,Aotizhongxin,24,3,annual,8760,8737,AP1_beijing_Aotizhongxin_K24_annual_8760_constant_hist_gradient_boosting,constant,hist_gradient_boosting,B,B,B,453,HIGHER_STRUCTURE,0.0552413477853217,0.0752348586212936,False,1.9498291869979312e-14,1.899869150889799e-14,0.0,0.0752348586212946,INDEPENDENT_ALREADY_DIRECTED
AP1,beijing,Aotizhongxin,24,3,annual,8760,8737,AP1_beijing_Aotizhongxin_K24_annual_8760_logistic_hist_gradient_boosting,logistic,hist_gradient_boosting,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,453,HIGHER_STRUCTURE,-0.0019020409130578,0.0095915344928355,True,2.0000060635405603e-14,1.9999626954536612e-14,0.0019020409130578,0.0095915344928355,OBSERVATION_INFORMATION_INSUFFICIENT
AP1,beijing,Aotizhongxin,24,3,origin_week,8760,168,AP1_beijing_Aotizhongxin_K24_origin_week_8760_constant_logistic,constant,logistic,B,B,B,0,STRUCTURALLY_EXACT,0.0910644589893263,0.0910644589893263,False,2.009503674571533e-14,1.9803603201751233e-14,0.0,0.0910644589893264,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,8760,168,AP1_beijing_Aotizhongxin_K24_origin_week_8760_constant_hist_gradient_boosting,constant,hist_gradient_boosting,B,B,B,0,STRUCTURALLY_EXACT,0.0551853519496969,0.0551853519496969,False,1.990074771640593e-14,2.0004831124964543e-14,0.0,0.0551853519496969,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,8760,168,AP1_beijing_Aotizhongxin_K24_origin_week_8760_logistic_hist_gradient_boosting,logistic,hist_gradient_boosting,A,A,A,0,STRUCTURALLY_EXACT,-0.0358791070396293,-0.0358791070396293,False,1.9997892231060632e-14,1.9997892231060632e-14,0.0358791070396293,0.0,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,8928,168,AP1_beijing_Aotizhongxin_K24_origin_week_8928_constant_logistic,constant,logistic,B,B,B,0,STRUCTURALLY_EXACT,0.1333065795753811,0.1333065795753811,False,2.0011770018868447e-14,2.009503674571533e-14,0.0,0.1333065795753811,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,8928,168,AP1_beijing_Aotizhongxin_K24_origin_week_8928_constant_hist_gradient_boosting,constant,hist_gradient_boosting,B,B,B,0,STRUCTURALLY_EXACT,0.1371044442461284,0.1371044442461284,False,2.009503674571533e-14,1.990074771640593e-14,0.0,0.1371044442461284,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,8928,168,AP1_beijing_Aotizhongxin_K24_origin_week_8928_logistic_hist_gradient_boosting,logistic,hist_gradient_boosting,B,B,B,0,STRUCTURALLY_EXACT,0.0037978646707472,0.0037978646707472,False,2.0000060635405603e-14,1.9999626954536612e-14,0.0,0.0037978646707472,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9096,168,AP1_beijing_Aotizhongxin_K24_origin_week_9096_constant_logistic,constant,logistic,B,B,B,0,STRUCTURALLY_EXACT,0.1070517135917936,0.1070517135917936,False,1.990074771640593e-14,1.9997892231060632e-14,0.0,0.1070517135917935,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9096,168,AP1_beijing_Aotizhongxin_K24_origin_week_9096_constant_hist_gradient_boosting,constant,hist_gradient_boosting,B,B,B,0,STRUCTURALLY_EXACT,0.087253298998953,0.087253298998953,False,2.009503674571533e-14,1.990074771640593e-14,0.0,0.0872532989989531,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9096,168,AP1_beijing_Aotizhongxin_K24_origin_week_9096_logistic_hist_gradient_boosting,logistic,hist_gradient_boosting,A,A,A,0,STRUCTURALLY_EXACT,-0.0197984145928405,-0.0197984145928405,False,2.0001361678012583e-14,1.9997892231060632e-14,0.0197984145928405,0.0,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9264,168,AP1_beijing_Aotizhongxin_K24_origin_week_9264_constant_logistic,constant,logistic,B,B,B,0,STRUCTURALLY_EXACT,0.0767398656103432,0.0767398656103432,False,2.009503674571533e-14,1.990074771640593e-14,0.0,0.0767398656103433,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9264,168,AP1_beijing_Aotizhongxin_K24_origin_week_9264_constant_hist_gradient_boosting,constant,hist_gradient_boosting,B,B,B,0,STRUCTURALLY_EXACT,0.0711697866817178,0.0711697866817178,False,1.9609314172441827e-14,2.040034807748725e-14,0.0,0.0711697866817174,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9264,168,AP1_beijing_Aotizhongxin_K24_origin_week_9264_logistic_hist_gradient_boosting,logistic,hist_gradient_boosting,A,A,A,0,STRUCTURALLY_EXACT,-0.0055700789286254,-0.0055700789286254,False,2.00004943162746e-14,1.9999626954536612e-14,0.0055700789286254,0.0,NO_AMBIGUOUS_LABELS
AP1,beijing,Aotizhongxin,24,3,origin_week,9432,168,AP1_beijing_Aotizhongxin_K24_origin_week_9432_constant_logistic,constant,logistic,B,B,B,0,STRUCTURALLY_EXACT,0.0794254171825373,0.0794254171825373,False,1.9997892231060632e-14,1.9997892231060632e-14,0.0,0.0794254171825373,NO_AMBIGUOUS_LABELS
