candidate,reference,horizon,target_scope,postprocess,origin,mae_gain,mse_gain
TIME_SELECTED,BASE_OD,12,terminal_H,raw,1548,-0.00013155675995806326,-5.75553768587369e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1392,-0.00017673718512598187,-3.725657302173722e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1404,4.5324516944847756e-05,1.4993388926471936e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1416,-0.0001941153181261171,-5.5666194256134424e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1428,-0.0001330266391278445,-3.956292824963894e-06
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1440,1.1374738532193505e-05,1.7991268352419873e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1452,-4.63078362658496e-05,-3.0050978225626325e-06
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1464,0.0002593695496275942,0.00010780359592911478
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1476,0.00016922890917872482,6.575637567097288e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1488,-9.025345976737416e-06,-1.0605270561513483e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1500,-0.00014050327447380593,-1.741248609258739e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1512,1.6210247422564695e-05,8.860628471941184e-06
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1524,-0.00013329310154094862,-7.344002449215897e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1536,-5.490586163495744e-05,-2.8338442731708894e-05
TIME_SELECTED,BASE_OD,12,terminal_H,clip_0_1,1548,-0.00012983468711232345,-5.7267382122842624e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1392,-1.8693936149401913e-05,-1.552520041990204e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1404,1.6698251034850195e-06,-2.748686698540349e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1416,-6.393904186985467e-05,-2.5958422408869025e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1428,-4.2791046295179276e-05,-4.8888460474835994e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1440,-1.5397229696457805e-06,-1.2008220829693272e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1452,1.7911142996566738e-05,-4.8752789017479455e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1464,-8.488464616878263e-06,-1.1233779513905513e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1476,-7.363225995225127e-05,-1.4840153106093183e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1488,5.359330765248536e-06,8.769267210696552e-09
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1500,-4.0725828629913214e-05,-1.294589875631013e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1512,-5.657414458116407e-05,-4.6578605194109494e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1524,3.1170242276501725e-05,2.449175407483219e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1536,-1.0858926272761409e-05,1.280549373573642e-07
TIME_SELECTED,BASE_OD,12,path_1_to_H,raw,1548,-6.397017180001792e-05,-3.6199894836594915e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1392,-1.854849022821441e-05,-1.5572549544976114e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1404,1.589790531569954e-06,-2.7490734996627908e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1416,-6.476228912582934e-05,-2.600601906985593e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1428,-4.242707472491811e-05,-4.854835962617474e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1440,-2.5467869581912344e-06,-1.2052641331729518e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1452,1.769242681809236e-05,-4.877163696061914e-06
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1464,-8.975191744153578e-06,-1.125813369181094e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1476,-7.489425434994928e-05,-1.4854046568733731e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1488,5.359330765248536e-06,8.769267210696552e-09
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1500,-4.476213666103908e-05,-1.3458859598081272e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1512,-5.665509817934817e-05,-4.6578543756783015e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1524,2.8200985565053676e-05,2.444951705968421e-05
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1536,-1.0858926272761409e-05,1.280549373573642e-07
TIME_SELECTED,BASE_OD,12,path_1_to_H,clip_0_1,1548,-6.397669782082831e-05,-3.6228564631190144e-05
TIME_SELECTED,GLOBAL_RIDGE_SELECTED,3,terminal_H,raw,1392,7.39844341038092e-05,-2.6877386684804267e-05
TIME_SELECTED,GLOBAL_RIDGE_SELECTED,3,terminal_H,raw,1404,-2.203335408944885e-05,1.1240925423897828e-05
TIME_SELECTED,GLOBAL_RIDGE_SELECTED,3,terminal_H,raw,1416,-6.878828135528516e-05,-2.8566686054843083e-05
TIME_SELECTED,GLOBAL_RIDGE_SELECTED,3,terminal_H,raw,1428,1.2286524952831724e-05,-1.2826187855446316e-05
