fit_id,family,gamma,edf,future_hour,data_mse,base_penalty,actual_Q_penalty,extra_penalty,training_objective,D_second_difference_norm,D_coefficient_norm
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,6,0.006602499986673598,0.00017318837350070615,0.001844217899777405,1.844217899777405e-05,0.006794130539172078,0.06262062978693698,0.042944358183321416
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,7,0.0069302196922640495,0.0001760907060114397,0.001666899603518026,1.666899603518026e-05,0.00712297939431067,0.06146724951866453,0.040827681828852665
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,8,0.007204028681052018,0.0001808611682901029,0.0015665240454128876,1.5665240454128874e-05,0.00740055508979625,0.06211065334309976,0.03957933861767889
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,9,0.007428972030631864,0.00018767703361640496,0.0015039866054600824,1.5039866054600825e-05,0.00763168893030287,0.05932162069589708,0.03878126616628295
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,10,0.007599930043339264,0.0002019685271189765,0.001481316487159345,1.481316487159345e-05,0.007816711735329834,0.059067636016049724,0.038487874547178426
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,11,0.007712867366062824,0.0002080385105727028,0.0014863961168186297,1.4863961168186298e-05,0.007935769837803714,0.05974508994073671,0.03855380807155928
D_NORM_g0.01,D_NORM,0.01,247.84755851764825,12,0.007797996381010575,0.00022118238083876956,0.0014648235181453804,1.4648235181453804e-05,0.008033826997030797,0.05690845389012662,0.038273012922232556
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,1,0.003566463349525598,9.092966830057636e-05,0.000464965963050805,4.64965963050805e-05,0.0037038896141312547,0.03368775582540508,0.02156306942554341
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,2,0.004529438839198693,0.00011453869422906382,0.0006144828800929962,6.144828800929962e-05,0.004705425821437057,0.03147522393593135,0.024788765199037166
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,3,0.0052600531949327884,0.00013010749301158535,0.0005679375001818653,5.679375001818654e-05,0.005446954437962561,0.02404340140288767,0.02383143932249719
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,4,0.005815472702216691,0.00013799132676926983,0.0005380202527230193,5.3802025272301935e-05,0.0060072660542582635,0.026552137846178235,0.02319526358382287
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,5,0.006281564710000936,0.00014836445722102176,0.0005246824541554156,5.246824541554156e-05,0.0064823974126375,0.02680261475556748,0.022905948008223008
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,6,0.006669745053469806,0.00015804383195988457,0.0004906280008960504,4.906280008960504e-05,0.006876851685519296,0.025236501441102066,0.022150124173377684
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,7,0.0069883779797847365,0.0001644111803183634,0.00047500893362628594,4.75008933626286e-05,0.007200290053465728,0.02524931018293759,0.021794699668182767
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,8,0.007255518441675594,0.00017261055485633272,0.0004711799155636035,4.711799155636035e-05,0.007475246988088288,0.025772921646652267,0.0217066790542359
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,9,0.007475720441871867,0.0001820858320572828,0.00047330813436405816,4.733081343640582e-05,0.007705137087365556,0.024495845073151515,0.021755646034169112
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,10,0.0076430452494298876,0.0001993388713951768,0.00047874673750797315,4.7874673750797316e-05,0.007890258794575862,0.02516583655910509,0.021880281933923364
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,11,0.007752526146030048,0.0002090973791162252,0.0004758051353745496,4.758051353745497e-05,0.008009204038683729,0.02510728026037529,0.02181295796939401
D_NORM_g0.1,D_NORM,0.1,196.94285534104557,12,0.007835893155499499,0.00022341685190059368,0.00046139949867929694,4.61399498679297e-05,0.008105449957268022,0.023300270698020785,0.02148021179316668
D_NORM_g1,D_NORM,1.0,165.95725522953774,1,0.0036719008220304408,8.638469132770463e-05,1.2741797259360017e-05,1.2741797259360017e-05,0.0037710273106175054,0.004857408709667567,0.003569565416035966
D_NORM_g1,D_NORM,1.0,165.95725522953774,2,0.004666421169147057,0.00011428827436288776,1.9753785677972086e-05,1.9753785677972086e-05,0.004800463229187917,0.004958294817486259,0.004444523110297896
D_NORM_g1,D_NORM,1.0,165.95725522953774,3,0.005388100987411633,0.00013138124933454994,2.1837552049126848e-05,2.1837552049126848e-05,0.005541319788795311,0.0037308382142353606,0.004673066664314436
D_NORM_g1,D_NORM,1.0,165.95725522953774,4,0.005937792344497371,0.0001397873093614413,2.361012251635326e-05,2.361012251635326e-05,0.0061011897763751655,0.0040293737139111335,0.0048590248524115675
D_NORM_g1,D_NORM,1.0,165.95725522953774,5,0.0064020409090500534,0.0001501269042764726,2.5665518861289253e-05,2.5665518861289253e-05,0.006577833332187815,0.004116662177458961,0.005066114769849697
D_NORM_g1,D_NORM,1.0,165.95725522953774,6,0.006783696951495024,0.00015990646616007587,2.715722070896459e-05,2.715722070896459e-05,0.006970760638364065,0.0038419446368576737,0.005211259032994291
D_NORM_g1,D_NORM,1.0,165.95725522953774,7,0.007098837560994749,0.00016781254043452787,2.9284044840280573e-05,2.9284044840280573e-05,0.007295934146269558,0.0038928194165204345,0.005411473444477075
D_NORM_g1,D_NORM,1.0,165.95725522953774,8,0.007364340789914204,0.00017796090935475074,3.124959691272577e-05,3.124959691272577e-05,0.00757355129618168,0.0039747875532283195,0.005590133890411371
D_NORM_g1,D_NORM,1.0,165.95725522953774,9,0.00758425078350174,0.00018913586811821235,3.2992412571447524e-05,3.2992412571447524e-05,0.0078063790641914,0.003785789609571345,0.005743902207684905
D_NORM_g1,D_NORM,1.0,165.95725522953774,10,0.0077511046138202915,0.00020841171478167987,3.406150864338257e-05,3.406150864338257e-05,0.007993577837245355,0.003930032854758577,0.005836223834242701
D_NORM_g1,D_NORM,1.0,165.95725522953774,11,0.007857957911515185,0.00021987279261584462,3.412364977064195e-05,3.412364977064195e-05,0.008111954353901671,0.0038645564818073617,0.00584154515266654
D_NORM_g1,D_NORM,1.0,165.95725522953774,12,0.007937670312350105,0.00023423490819584106,3.355677920379011e-05,3.355677920379011e-05,0.008205461999749737,0.003550437577837758,0.005792821350929969
GLOBAL_RIDGE_g0.01,GLOBAL_RIDGE,0.01,249.36705816420098,1,0.003462779638644535,0.00011622822230078955,0.005726199808367343,5.7261998083673434e-05,0.003636269859028998,0.1043120947301828,0.05524973175072891
GLOBAL_RIDGE_g0.01,GLOBAL_RIDGE,0.01,249.36705816420098,2,0.004423090000585815,0.00013489503346491126,0.006645855021145187,6.645855021145187e-05,0.004624443584262178,0.08311470909059414,0.05759415860712072
GLOBAL_RIDGE_g0.01,GLOBAL_RIDGE,0.01,249.36705816420098,3,0.005177426918343022,0.00014307548037078232,0.007048879971346459,7.048879971346459e-05,0.005390991198427269,0.07002682451003539,0.052074577936024
GLOBAL_RIDGE_g0.01,GLOBAL_RIDGE,0.01,249.36705816420098,4,0.005745295886274027,0.00014668851547001738,0.007226882873596164,7.226882873596164e-05,0.005964253230480006,0.07457320678482365,0.0491609424714964
