model,seed,epoch,lr,training_mse,optimizer_steps,selection_rmse,log_scope
P_FWD_X,20260917,34,0.00015154478845605558,0.9274609527638983,1258,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,35,0.00013600925035352912,0.9270049802937261,1295,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,36,0.00012315860112378454,0.9268202349550058,1332,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,37,0.0001130761821582766,0.9266063544591747,1369,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,38,0.00010582738181293922,0.9261698514956557,1406,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,39,0.00010145921133960553,0.9259835052023216,1443,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_X,20260917,40,0.0001,0.925762321762198,1480,0.0828512660652394,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,0,0.0,0.9999999998683387,0,0.0814268562489681,epoch0 fixed parameters
P_IS_BC,20260915,1,0.001,0.9935996072064407,37,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,2,0.0009985407886603944,0.9805317551371602,74,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,3,0.0009941726181870608,0.9688465936347984,111,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,4,0.0009869238178417234,0.9586706536374618,148,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,5,0.0009768413988762155,0.950043592552793,185,0.08156692903001697,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,6,0.000963990749646471,0.9423108193480387,222,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,7,0.0009484552115439444,0.9358618859252438,259,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,8,0.0009303355384947077,0.9306449454664565,296,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,9,0.0009097492435315756,0.9262429396131819,333,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,10,0.0008868298366769955,0.9218899104484617,370,0.08156924292297968,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,11,0.0008617259590793198,0.9176465060813491,407,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,12,0.0008346004190179199,0.9146276300216507,444,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,13,0.0008056291360290202,0.9108402642759869,481,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,14,0.0007750000000000001,0.90840167982902,518,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,15,0.0007429116526313744,0.9059419216870982,555,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,16,0.0007095721991691411,0.9033564654866315,592,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,17,0.0006751978587624037,0.9014752288952796,629,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,18,0.00064001156219922,0.899150205963364,666,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,19,0.0006042415061148954,0.8975158620790762,703,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,20,0.0005681196730492369,0.8957325891787415,740,0.08137826093767148,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,21,0.0005318803269507632,0.8943673427572367,777,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,22,0.0004957584938851046,0.8926473343617829,814,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,23,0.00045998843780078015,0.8913296566495699,851,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,24,0.0004248021412375964,0.890310483352435,888,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,25,0.00039042780083085903,0.8890833549788504,925,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,26,0.00035708834736862554,0.8879736463847561,962,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,27,0.0003249999999999999,0.8870827164063996,999,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,28,0.00029437086397097995,0.8862692643401412,1036,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,29,0.0002653995809820803,0.8856437341196541,1073,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,30,0.00023827404092068027,0.8848918017805391,1110,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,31,0.0002131701633230046,0.8842635388500464,1147,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,32,0.00019025075646842457,0.8839554920121491,1184,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,33,0.00016966446150529243,0.8833687245097369,1221,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,34,0.00015154478845605558,0.8828320967642163,1258,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,35,0.00013600925035352912,0.8826254853007982,1295,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,36,0.00012315860112378454,0.8822424693796556,1332,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,37,0.0001130761821582766,0.8818378876857416,1369,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,38,0.00010582738181293922,0.8816267481565515,1406,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,39,0.00010145921133960553,0.8814879063599557,1443,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260915,40,0.0001,0.881195573429556,1480,0.08134118607736696,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,0,0.0,0.9999999998683387,0,0.0814268562489681,epoch0 fixed parameters
P_IS_BC,20260916,1,0.001,0.9933184303926819,37,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,2,0.0009985407886603944,0.9811484591701054,74,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,3,0.0009941726181870608,0.9710730994512103,111,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,4,0.0009869238178417234,0.9618910593334283,148,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,5,0.0009768413988762155,0.9535717055798775,185,0.08146921702043097,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,6,0.000963990749646471,0.946944835092202,222,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,7,0.0009484552115439444,0.9408208021741605,259,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,8,0.0009303355384947077,0.935536446280362,296,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,9,0.0009097492435315756,0.9312007550300715,333,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,10,0.0008868298366769955,0.926847125120784,370,0.0813358664575169,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,11,0.0008617259590793198,0.922892595214419,407,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,12,0.0008346004190179199,0.9192194854472723,444,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,13,0.0008056291360290202,0.9162726224265105,481,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,14,0.0007750000000000001,0.9127539367801916,518,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,15,0.0007429116526313744,0.910431916752034,555,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,16,0.0007095721991691411,0.9080755445914473,592,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,17,0.0006751978587624037,0.905516949612033,629,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,18,0.00064001156219922,0.9035056756078828,666,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,19,0.0006042415061148954,0.9015080936362591,703,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,20,0.0005681196730492369,0.8994773606277682,740,0.08131697803346882,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,21,0.0005318803269507632,0.898039654186577,777,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,22,0.0004957584938851046,0.8966412178607477,814,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,23,0.00045998843780078015,0.8952367441338469,851,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,24,0.0004248021412375964,0.8940859797307041,888,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,25,0.00039042780083085903,0.8927310447231441,925,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,26,0.00035708834736862554,0.891993312712752,962,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,27,0.0003249999999999999,0.8906609266183094,999,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,28,0.00029437086397097995,0.890022600243963,1036,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,29,0.0002653995809820803,0.8894835776115569,1073,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,30,0.00023827404092068027,0.8886470283724326,1110,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,31,0.0002131701633230046,0.8880308081008832,1147,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,32,0.00019025075646842457,0.88749199745305,1184,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,33,0.00016966446150529243,0.8870788346968682,1221,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,34,0.00015154478845605558,0.8865944527633701,1258,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,35,0.00013600925035352912,0.8864443335380663,1295,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,36,0.00012315860112378454,0.8859974008801593,1332,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,37,0.0001130761821582766,0.8857395990525939,1369,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,38,0.00010582738181293922,0.8853962922922515,1406,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,39,0.00010145921133960553,0.8851645426308712,1443,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260916,40,0.0001,0.8848980566478546,1480,0.08126198481546257,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,0,0.0,0.9999999998683387,0,0.0814268562489681,epoch0 fixed parameters
P_IS_BC,20260917,1,0.001,0.9935912609882697,37,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,2,0.0009985407886603944,0.9813353689459726,74,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,3,0.0009941726181870608,0.9714513144316674,111,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,4,0.0009869238178417234,0.9616937257615681,148,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,5,0.0009768413988762155,0.953080717287889,185,0.0812849401750969,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,6,0.000963990749646471,0.9458301333037529,222,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,7,0.0009484552115439444,0.9393114948699807,259,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,8,0.0009303355384947077,0.9338965366267088,296,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,9,0.0009097492435315756,0.9292261962285497,333,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,10,0.0008868298366769955,0.9246301147970905,370,0.08111742331510644,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,11,0.0008617259590793198,0.9214784899856424,407,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,12,0.0008346004190179199,0.9179808418538808,444,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,13,0.0008056291360290202,0.9162364329538133,481,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,14,0.0007750000000000001,0.9117993704641602,518,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,15,0.0007429116526313744,0.9097230523466445,555,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,16,0.0007095721991691411,0.9076311610253157,592,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,17,0.0006751978587624037,0.9052454847669195,629,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,18,0.00064001156219922,0.9035845937490183,666,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,19,0.0006042415061148954,0.9018926075565422,703,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,20,0.0005681196730492369,0.9005060988320351,740,0.08110168540596033,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,21,0.0005318803269507632,0.8988312414134345,777,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,22,0.0004957584938851046,0.897673011293927,814,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,23,0.00045998843780078015,0.8962613578320109,851,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,24,0.0004248021412375964,0.8950463399982085,888,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,25,0.00039042780083085903,0.8940692755382863,925,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,26,0.00035708834736862554,0.8931182767381705,962,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,27,0.0003249999999999999,0.8923169323413311,999,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,28,0.00029437086397097995,0.8914201232721592,1036,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,29,0.0002653995809820803,0.8906848163471417,1073,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,30,0.00023827404092068027,0.890110467141265,1110,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,31,0.0002131701633230046,0.8895469631930003,1147,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,32,0.00019025075646842457,0.8891085390060287,1184,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,33,0.00016966446150529243,0.8885512411592396,1221,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,34,0.00015154478845605558,0.8882366937352009,1258,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,35,0.00013600925035352912,0.8877283388930072,1295,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,36,0.00012315860112378454,0.8874767829125279,1332,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,37,0.0001130761821582766,0.8872195021790434,1369,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,38,0.00010582738181293922,0.8869643693143512,1406,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,39,0.00010145921133960553,0.8866678392174614,1443,,during-traversal weighted batch means; not frozen FIT objective
P_IS_BC,20260917,40,0.0001,0.8864670010054508,1480,0.08105722722965894,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,0,0.0,1.0902779505680837,0,0.0814268562489681,epoch0 fixed parameters
P_FWD_BC,20260915,1,0.001,1.06607883625088,37,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,2,0.0009985407886603944,1.0314573544560217,74,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,3,0.0009941726181870608,1.015723931209418,111,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,4,0.0009869238178417234,1.0040145906199767,148,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,5,0.0009768413988762155,0.9930074792253138,185,0.08292789177040838,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,6,0.000963990749646471,0.9835842224710574,222,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,7,0.0009484552115439444,0.9759929041464924,259,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,8,0.0009303355384947077,0.9694887002013785,296,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,9,0.0009097492435315756,0.964648512860708,333,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,10,0.0008868298366769955,0.9602570279670803,370,0.0830249487467595,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,11,0.0008617259590793198,0.955462309581719,407,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,12,0.0008346004190179199,0.9519682662730119,444,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,13,0.0008056291360290202,0.9475226011847843,481,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,14,0.0007750000000000001,0.9449672862614457,518,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,15,0.0007429116526313744,0.9422406597574932,555,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,16,0.0007095721991691411,0.9397653313264284,592,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,17,0.0006751978587624037,0.9371827914781473,629,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,18,0.00064001156219922,0.9350630803270275,666,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,19,0.0006042415061148954,0.9334757043431996,703,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,20,0.0005681196730492369,0.9313604123712524,740,0.08303359882830505,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,21,0.0005318803269507632,0.9296577134444529,777,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,22,0.0004957584938851046,0.9281526207221367,814,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,23,0.00045998843780078015,0.9264943720307279,851,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,24,0.0004248021412375964,0.9252129926031685,888,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,25,0.00039042780083085903,0.9237948768661387,925,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,26,0.00035708834736862554,0.9226276911935594,962,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,27,0.0003249999999999999,0.9216134817013883,999,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,28,0.00029437086397097995,0.9207044937777076,1036,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,29,0.0002653995809820803,0.9199273424237971,1073,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,30,0.00023827404092068027,0.919089877607434,1110,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,31,0.0002131701633230046,0.9183904977218402,1147,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,32,0.00019025075646842457,0.9180508602992705,1184,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,33,0.00016966446150529243,0.9174599992660109,1221,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,34,0.00015154478845605558,0.9168845995885931,1258,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,35,0.00013600925035352912,0.916521188113511,1295,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,36,0.00012315860112378454,0.916079130494852,1332,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,37,0.0001130761821582766,0.9157620178713145,1369,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,38,0.00010582738181293922,0.9154617869700297,1406,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,39,0.00010145921133960553,0.9152080714313424,1443,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260915,40,0.0001,0.9149562152570044,1480,0.08294290727808393,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,0,0.0,1.0902779505680837,0,0.0814268562489681,epoch0 fixed parameters
P_FWD_BC,20260916,1,0.001,1.0636037216628793,37,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,2,0.0009985407886603944,1.0293096756132807,74,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,3,0.0009941726181870608,1.0158953588842727,111,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,4,0.0009869238178417234,1.0057349298907627,148,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,5,0.0009768413988762155,0.9966613091325592,185,0.08300299519189751,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,6,0.000963990749646471,0.9893353422997726,222,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,7,0.0009484552115439444,0.9819404440550434,259,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,8,0.0009303355384947077,0.9755449021259744,296,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,9,0.0009097492435315756,0.9698156330446971,333,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,10,0.0008868298366769955,0.9647768028613093,370,0.08278878299702538,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,11,0.0008617259590793198,0.9598226330357342,407,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,12,0.0008346004190179199,0.9556132457648692,444,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,13,0.0008056291360290202,0.9512130420419134,481,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,14,0.0007750000000000001,0.9470409067236317,518,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,15,0.0007429116526313744,0.9441847090830501,555,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,16,0.0007095721991691411,0.9414015709349962,592,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,17,0.0006751978587624037,0.9378918207783445,629,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,18,0.00064001156219922,0.9353579679657901,666,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,19,0.0006042415061148954,0.9324147512137181,703,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,20,0.0005681196730492369,0.9303712981026236,740,0.08257848470108979,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,21,0.0005318803269507632,0.9288229995238487,777,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,22,0.0004957584938851046,0.9266928458752672,814,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,23,0.00045998843780078015,0.9249028524625208,851,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,24,0.0004248021412375964,0.9234566273159185,888,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,25,0.00039042780083085903,0.9219434368879815,925,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,26,0.00035708834736862554,0.9210075459830749,962,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,27,0.0003249999999999999,0.9194362723242592,999,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,28,0.00029437086397097995,0.9186911922847927,1036,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,29,0.0002653995809820803,0.9176861049604839,1073,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,30,0.00023827404092068027,0.916967569021809,1110,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,31,0.0002131701633230046,0.9162105424671981,1147,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,32,0.00019025075646842457,0.9154296310339544,1184,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,33,0.00016966446150529243,0.9148556325113516,1221,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,34,0.00015154478845605558,0.9144023634635802,1258,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,35,0.00013600925035352912,0.9140676725619246,1295,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,36,0.00012315860112378454,0.9136137000975169,1332,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,37,0.0001130761821582766,0.9131894103155132,1369,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,38,0.00010582738181293922,0.9128834726537829,1406,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,39,0.00010145921133960553,0.912548903781486,1443,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260916,40,0.0001,0.9122933890371292,1480,0.0825362506682151,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,0,0.0,1.0902779505680837,0,0.0814268562489681,epoch0 fixed parameters
P_FWD_BC,20260917,1,0.001,1.0660615361173928,37,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,2,0.0009985407886603944,1.0284602707306105,74,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,3,0.0009941726181870608,1.0134412155042796,111,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,4,0.0009869238178417234,1.0021422667529702,148,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,5,0.0009768413988762155,0.9922456816239471,185,0.08294434159668904,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,6,0.000963990749646471,0.984165632018647,222,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,7,0.0009484552115439444,0.9773638665562356,259,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,8,0.0009303355384947077,0.9716108421207212,296,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,9,0.0009097492435315756,0.9665893571120938,333,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,10,0.0008868298366769955,0.9618815439333773,370,0.08279108725435153,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,11,0.0008617259590793198,0.9580230897570223,407,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,12,0.0008346004190179199,0.9543961307484761,444,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,13,0.0008056291360290202,0.9522747437957542,481,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,14,0.0007750000000000001,0.9479424079734238,518,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,15,0.0007429116526313744,0.9449785433046266,555,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,16,0.0007095721991691411,0.9427468605403143,592,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,17,0.0006751978587624037,0.9398398886628233,629,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,18,0.00064001156219922,0.9376355015095925,666,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,19,0.0006042415061148954,0.935900442054997,703,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,20,0.0005681196730492369,0.933496540801401,740,0.08250352177609124,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,21,0.0005318803269507632,0.9315354801677248,777,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,22,0.0004957584938851046,0.9302474869353357,814,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,23,0.00045998843780078015,0.928802843213221,851,,during-traversal weighted batch means; not frozen FIT objective
P_FWD_BC,20260917,24,0.0004248021412375964,0.9271363940802567,888,,during-traversal weighted batch means; not frozen FIT objective
