dataset,series,K,L,scope,origin_start,N,phase,ambiguous_labels,geometry_status,unary_constraints,irreducible_two_covers,generated_constraints,seconds
beijing,Gucheng,72,3,origin_week,9768,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006912999997439329
beijing,Gucheng,72,3,origin_week,9936,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006465999995270977
beijing,Gucheng,72,3,origin_week,10104,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005531000006158138
beijing,Gucheng,72,3,origin_week,10272,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004747000002680579
beijing,Gucheng,72,3,origin_week,10440,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004157999992457917
beijing,Gucheng,72,3,origin_week,10608,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004351999996288214
beijing,Gucheng,72,3,origin_week,10776,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00048299999980372377
beijing,Gucheng,72,3,origin_week,10944,168,AP1,28,PAIRWISE_EXACT,729,0,729,0.04565820000061649
beijing,Gucheng,72,3,origin_week,11112,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006958999983908143
beijing,Gucheng,72,3,origin_week,11280,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004853999998886138
beijing,Gucheng,72,3,origin_week,11448,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00045089999912306666
beijing,Gucheng,72,3,origin_week,11616,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004614000008587027
beijing,Gucheng,72,3,origin_week,11784,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004692999991675606
beijing,Gucheng,72,3,origin_week,11952,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005123000009916723
beijing,Gucheng,72,3,origin_week,12120,168,AP1,17,PAIRWISE_EXACT,272,0,272,0.03939689999970142
beijing,Gucheng,72,3,origin_week,12288,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008570999998482876
beijing,Gucheng,72,3,origin_week,12456,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006657000012637582
beijing,Gucheng,72,3,origin_week,12624,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00033520000033604447
beijing,Gucheng,72,3,origin_week,12792,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007302000012714416
beijing,Gucheng,72,3,origin_week,12960,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000488499999846681
beijing,Gucheng,72,3,origin_week,13128,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00037060000067867804
beijing,Gucheng,72,3,origin_week,13296,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00033520000033604447
beijing,Gucheng,72,3,origin_week,13464,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003011999997397652
beijing,Gucheng,72,3,origin_week,13632,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005641999996441882
beijing,Gucheng,72,3,origin_week,13800,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00041710000004968606
beijing,Gucheng,72,3,origin_week,13968,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006161000001156935
beijing,Gucheng,72,3,origin_week,14136,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004891000007773982
beijing,Gucheng,72,3,origin_week,14304,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005581999994319631
beijing,Gucheng,72,3,origin_week,14472,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005270000001473818
beijing,Gucheng,72,3,origin_week,14640,168,AP1,10,PAIRWISE_EXACT,90,0,90,0.02973990000100457
beijing,Gucheng,72,3,origin_week,14808,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008053999990806915
beijing,Gucheng,72,3,origin_week,14976,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005619000003207475
beijing,Gucheng,72,3,origin_week,15144,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000497499999255524
beijing,Gucheng,72,3,origin_week,15312,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005326999998942483
beijing,Gucheng,72,3,origin_week,15480,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004960999995091697
beijing,Gucheng,72,3,origin_week,15648,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005206000005273381
beijing,Gucheng,72,3,origin_week,15816,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004669999998441199
beijing,Gucheng,72,3,origin_week,15984,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005043000001023756
beijing,Gucheng,72,3,origin_week,16152,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00046180000026652124
beijing,Gucheng,72,3,origin_week,16320,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00047539999832224566
beijing,Gucheng,72,3,origin_week,16488,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005317999984981725
beijing,Gucheng,72,3,origin_week,16656,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003613999997469364
beijing,Gucheng,72,3,origin_week,16824,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000609200000326382
beijing,Gucheng,72,3,origin_week,16992,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005010000004403992
beijing,Gucheng,72,3,origin_week,17160,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005321999997249804
beijing,Gucheng,72,3,origin_week,17328,121,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005406000000220956
beijing,Huairou,24,3,annual,8760,8737,AP1,325,PAIRWISE_INSUFFICIENT,2710,25400,2802,0.41359689999990223
beijing,Huairou,24,3,origin_week,8760,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00046330000077432487
beijing,Huairou,24,3,origin_week,8928,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00034839999898395035
beijing,Huairou,24,3,origin_week,9096,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004441999990376644
beijing,Huairou,24,3,origin_week,9264,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00045140000111132395
beijing,Huairou,24,3,origin_week,9432,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003704999999172287
beijing,Huairou,24,3,origin_week,9600,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003388999994058395
beijing,Huairou,24,3,origin_week,9768,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005393999999796506
beijing,Huairou,24,3,origin_week,9936,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00072829999953683
beijing,Huairou,24,3,origin_week,10104,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004805000007763738
beijing,Huairou,24,3,origin_week,10272,168,AP1,8,PAIRWISE_EXACT,56,0,56,0.023404699999446166
beijing,Huairou,24,3,origin_week,10440,168,AP1,43,PAIRWISE_INSUFFICIENT,462,3311,489,0.06627649999973073
beijing,Huairou,24,3,origin_week,10608,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005036000002291985
beijing,Huairou,24,3,origin_week,10776,168,AP1,33,PAIRWISE_INSUFFICIENT,231,2541,296,0.07186709999950835
beijing,Huairou,24,3,origin_week,10944,168,AP1,79,PAIRWISE_INSUFFICIENT,231,13167,231,0.05763000000115426
beijing,Huairou,24,3,origin_week,11112,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006360000006679911
beijing,Huairou,24,3,origin_week,11280,168,AP1,18,PAIRWISE_INSUFFICIENT,112,418,112,0.02874570000130916
beijing,Huairou,24,3,origin_week,11448,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005237999994278653
beijing,Huairou,24,3,origin_week,11616,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003615000005083857
beijing,Huairou,24,3,origin_week,11784,168,AP1,26,PAIRWISE_INSUFFICIENT,231,924,231,0.0315599999994447
beijing,Huairou,24,3,origin_week,11952,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000405700000555953
beijing,Huairou,24,3,origin_week,12120,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005805000000691507
beijing,Huairou,24,3,origin_week,12288,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004151999983150745
beijing,Huairou,24,3,origin_week,12456,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00040830000034475233
beijing,Huairou,24,3,origin_week,12624,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003073999996558996
beijing,Huairou,24,3,origin_week,12792,168,AP1,3,PAIRWISE_EXACT,3,0,3,0.021755300000222633
beijing,Huairou,24,3,origin_week,12960,168,AP1,22,PAIRWISE_INSUFFICIENT,18,1476,18,0.02463060000081896
beijing,Huairou,24,3,origin_week,13128,168,AP1,4,PAIRWISE_EXACT,12,0,12,0.019925900000089314
beijing,Huairou,24,3,origin_week,13296,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006685999996989267
beijing,Huairou,24,3,origin_week,13464,168,AP1,21,PAIRWISE_EXACT,292,0,292,0.03272419999848353
beijing,Huairou,24,3,origin_week,13632,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004036999998788815
beijing,Huairou,24,3,origin_week,13800,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005743000001530163
beijing,Huairou,24,3,origin_week,13968,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000428999999712687
beijing,Huairou,24,3,origin_week,14136,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00090730000010808
beijing,Huairou,24,3,origin_week,14304,168,AP1,5,PAIRWISE_EXACT,20,0,20,0.024436300000161282
beijing,Huairou,24,3,origin_week,14472,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006142000002000714
beijing,Huairou,24,3,origin_week,14640,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00031459999991056975
beijing,Huairou,24,3,origin_week,14808,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00028980000024603214
beijing,Huairou,24,3,origin_week,14976,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004990000015823171
beijing,Huairou,24,3,origin_week,15144,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004324000001361128
beijing,Huairou,24,3,origin_week,15312,168,AP1,22,PAIRWISE_EXACT,462,0,462,0.044381799998518545
beijing,Huairou,24,3,origin_week,15480,168,AP1,13,PAIRWISE_EXACT,106,0,106,0.031084500000361004
beijing,Huairou,24,3,origin_week,15648,168,AP1,4,PAIRWISE_EXACT,12,0,12,0.02282559999912337
beijing,Huairou,24,3,origin_week,15816,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007329000000027008
beijing,Huairou,24,3,origin_week,15984,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006111999991844641
beijing,Huairou,24,3,origin_week,16152,168,AP1,1,PAIRWISE_EXACT,0,0,0,0.021744400000898167
beijing,Huairou,24,3,origin_week,16320,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006434999995690305
beijing,Huairou,24,3,origin_week,16488,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006420999998226762
beijing,Huairou,24,3,origin_week,16656,168,AP1,23,PAIRWISE_INSUFFICIENT,462,21,462,0.04897469999923487
beijing,Huairou,24,3,origin_week,16824,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004428000011102995
beijing,Huairou,24,3,origin_week,16992,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006149000000732485
beijing,Huairou,24,3,origin_week,17160,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00035260000004200265
beijing,Huairou,24,3,origin_week,17328,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00033090000033553224
beijing,Huairou,24,3,origin_week,17496,1,AP1,0,PAIRWISE_EXACT,0,0,0,0.00029320000066945795
beijing,Huairou,72,3,annual,8760,8689,AP1,335,PAIRWISE_INSUFFICIENT,12303,168236,12303,0.9222097000001668
beijing,Huairou,72,3,origin_week,8760,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008042999997996958
beijing,Huairou,72,3,origin_week,8928,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005138999986229464
beijing,Huairou,72,3,origin_week,9096,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005801999996037921
beijing,Huairou,72,3,origin_week,9264,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000638900000922149
beijing,Huairou,72,3,origin_week,9432,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007236999990709592
beijing,Huairou,72,3,origin_week,9600,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005718000011256663
beijing,Huairou,72,3,origin_week,9768,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004318999999668449
beijing,Huairou,72,3,origin_week,9936,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004414999984874157
beijing,Huairou,72,3,origin_week,10104,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006866000003356021
beijing,Huairou,72,3,origin_week,10272,168,AP1,9,PAIRWISE_EXACT,36,0,36,0.029827899999872898
beijing,Huairou,72,3,origin_week,10440,168,AP1,66,PAIRWISE_INSUFFICIENT,3261,3390,3261,0.19565629999851808
beijing,Huairou,72,3,origin_week,10608,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.001747699998304597
beijing,Huairou,72,3,origin_week,10776,168,AP1,81,PAIRWISE_INSUFFICIENT,2415,26565,2415,0.24475819999861415
beijing,Huairou,72,3,origin_week,10944,168,AP1,78,PAIRWISE_INSUFFICIENT,2346,21666,2346,0.21527290000085486
beijing,Huairou,72,3,origin_week,11112,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.001028099999530241
beijing,Huairou,72,3,origin_week,11280,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007421000009344425
beijing,Huairou,72,3,origin_week,11448,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007303000002139015
beijing,Huairou,72,3,origin_week,11616,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006562999988091178
beijing,Huairou,72,3,origin_week,11784,168,AP1,26,PAIRWISE_EXACT,325,0,325,0.06006829999932961
beijing,Huairou,72,3,origin_week,11952,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000744999999369611
beijing,Huairou,72,3,origin_week,12120,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000421200000346289
beijing,Huairou,72,3,origin_week,12288,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006082000018068356
beijing,Huairou,72,3,origin_week,12456,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006946000012248987
beijing,Huairou,72,3,origin_week,12624,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005168999996385537
beijing,Huairou,72,3,origin_week,12792,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00037119999979040585
beijing,Huairou,72,3,origin_week,12960,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006422999995265855
beijing,Huairou,72,3,origin_week,13128,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006381000002875226
beijing,Huairou,72,3,origin_week,13296,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00047500000073341653
beijing,Huairou,72,3,origin_week,13464,168,AP1,19,PAIRWISE_EXACT,291,0,291,0.04569909999918309
beijing,Huairou,72,3,origin_week,13632,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008089000002655666
beijing,Huairou,72,3,origin_week,13800,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007826000000932254
beijing,Huairou,72,3,origin_week,13968,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006276999993133359
beijing,Huairou,72,3,origin_week,14136,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006833000006736256
beijing,Huairou,72,3,origin_week,14304,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006536999990203185
beijing,Huairou,72,3,origin_week,14472,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006504000011773314
beijing,Huairou,72,3,origin_week,14640,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006666999997833045
beijing,Huairou,72,3,origin_week,14808,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006468999999924563
beijing,Huairou,72,3,origin_week,14976,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006303999998635845
beijing,Huairou,72,3,origin_week,15144,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006589999993593665
beijing,Huairou,72,3,origin_week,15312,168,AP1,56,PAIRWISE_EXACT,3080,0,3080,0.18293649999941408
beijing,Huairou,72,3,origin_week,15480,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005338999999366933
beijing,Huairou,72,3,origin_week,15648,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005405000010796357
beijing,Huairou,72,3,origin_week,15816,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005779000002803514
beijing,Huairou,72,3,origin_week,15984,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00043280000136292074
beijing,Huairou,72,3,origin_week,16152,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00036499999987427145
beijing,Huairou,72,3,origin_week,16320,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005469000006996794
beijing,Huairou,72,3,origin_week,16488,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005728000014642021
beijing,Huairou,72,3,origin_week,16656,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005253999988781288
beijing,Huairou,72,3,origin_week,16824,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00035519999983080197
beijing,Huairou,72,3,origin_week,16992,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003277000014350051
beijing,Huairou,72,3,origin_week,17160,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005811999999423278
beijing,Huairou,72,3,origin_week,17328,121,AP1,0,PAIRWISE_EXACT,0,0,0,0.000488900001073489
beijing,Nongzhanguan,24,3,annual,8760,8737,AP1,86,PAIRWISE_INSUFFICIENT,1108,462,1115,0.12363870000081079
beijing,Nongzhanguan,24,3,origin_week,8760,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008643000001029577
beijing,Nongzhanguan,24,3,origin_week,8928,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004695999996329192
beijing,Nongzhanguan,24,3,origin_week,9096,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004000000008090865
beijing,Nongzhanguan,24,3,origin_week,9264,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000335599999743863
beijing,Nongzhanguan,24,3,origin_week,9432,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006078999995224876
beijing,Nongzhanguan,24,3,origin_week,9600,168,AP1,4,PAIRWISE_EXACT,8,0,8,0.02710500000102911
beijing,Nongzhanguan,24,3,origin_week,9768,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007557999997516163
beijing,Nongzhanguan,24,3,origin_week,9936,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006690000009257346
beijing,Nongzhanguan,24,3,origin_week,10104,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005712000001949491
beijing,Nongzhanguan,24,3,origin_week,10272,168,AP1,13,PAIRWISE_INSUFFICIENT,81,56,88,0.03825200000028417
beijing,Nongzhanguan,24,3,origin_week,10440,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006355999994411832
beijing,Nongzhanguan,24,3,origin_week,10608,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005502999993041158
beijing,Nongzhanguan,24,3,origin_week,10776,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005118000008224044
beijing,Nongzhanguan,24,3,origin_week,10944,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005230999995546881
beijing,Nongzhanguan,24,3,origin_week,11112,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000499100000524777
beijing,Nongzhanguan,24,3,origin_week,11280,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000498699999297969
beijing,Nongzhanguan,24,3,origin_week,11448,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004809000001841923
beijing,Nongzhanguan,24,3,origin_week,11616,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00047230000018316787
beijing,Nongzhanguan,24,3,origin_week,11784,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004716000003099907
beijing,Nongzhanguan,24,3,origin_week,11952,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004947999987052754
beijing,Nongzhanguan,24,3,origin_week,12120,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004957000001013512
beijing,Nongzhanguan,24,3,origin_week,12288,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004826000003959052
beijing,Nongzhanguan,24,3,origin_week,12456,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004958999998052604
beijing,Nongzhanguan,24,3,origin_week,12624,168,AP1,1,PAIRWISE_EXACT,0,0,0,0.020514199999524863
beijing,Nongzhanguan,24,3,origin_week,12792,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005720999997720355
beijing,Nongzhanguan,24,3,origin_week,12960,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008257999998022569
beijing,Nongzhanguan,24,3,origin_week,13128,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0007229000002553221
beijing,Nongzhanguan,24,3,origin_week,13296,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005511999988812022
beijing,Nongzhanguan,24,3,origin_week,13464,168,AP1,33,PAIRWISE_INSUFFICIENT,482,406,482,0.06358240000008664
beijing,Nongzhanguan,24,3,origin_week,13632,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0010313999991922174
beijing,Nongzhanguan,24,3,origin_week,13800,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008053000001382316
beijing,Nongzhanguan,24,3,origin_week,13968,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00048289999904227443
beijing,Nongzhanguan,24,3,origin_week,14136,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006902999994053971
beijing,Nongzhanguan,24,3,origin_week,14304,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005775999998149928
beijing,Nongzhanguan,24,3,origin_week,14472,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006083000007492956
beijing,Nongzhanguan,24,3,origin_week,14640,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008873999995557824
beijing,Nongzhanguan,24,3,origin_week,14808,168,AP1,22,PAIRWISE_EXACT,462,0,462,0.04767100000026403
beijing,Nongzhanguan,24,3,origin_week,14976,168,AP1,1,PAIRWISE_EXACT,0,0,0,0.02060180000080436
beijing,Nongzhanguan,24,3,origin_week,15144,168,AP1,9,PAIRWISE_EXACT,72,0,72,0.030542399999831105
beijing,Nongzhanguan,24,3,origin_week,15312,168,AP1,3,PAIRWISE_EXACT,3,0,3,0.023073199999998906
beijing,Nongzhanguan,24,3,origin_week,15480,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006331000004138332
beijing,Nongzhanguan,24,3,origin_week,15648,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005212999985815259
beijing,Nongzhanguan,24,3,origin_week,15816,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000427700000727782
beijing,Nongzhanguan,24,3,origin_week,15984,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000540700000783545
beijing,Nongzhanguan,24,3,origin_week,16152,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00038410000161093194
beijing,Nongzhanguan,24,3,origin_week,16320,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005774000001110835
beijing,Nongzhanguan,24,3,origin_week,16488,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005526999993890058
beijing,Nongzhanguan,24,3,origin_week,16656,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00034330000016780104
beijing,Nongzhanguan,24,3,origin_week,16824,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003059999999095453
beijing,Nongzhanguan,24,3,origin_week,16992,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0002979000000777887
beijing,Nongzhanguan,24,3,origin_week,17160,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006119999998190906
beijing,Nongzhanguan,24,3,origin_week,17328,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005034999994677491
beijing,Nongzhanguan,24,3,origin_week,17496,1,AP1,0,PAIRWISE_EXACT,0,0,0,0.0003522000006341841
beijing,Nongzhanguan,72,3,annual,8760,8689,AP1,50,PAIRWISE_INSUFFICIENT,1057,168,1057,0.08134169999902952
beijing,Nongzhanguan,72,3,origin_week,8760,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0010366999995312653
beijing,Nongzhanguan,72,3,origin_week,8928,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005606000013358425
beijing,Nongzhanguan,72,3,origin_week,9096,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005111999998916872
beijing,Nongzhanguan,72,3,origin_week,9264,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005553000009967946
beijing,Nongzhanguan,72,3,origin_week,9432,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006833000006736256
beijing,Nongzhanguan,72,3,origin_week,9600,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00048570000035397243
beijing,Nongzhanguan,72,3,origin_week,9768,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00047110000014072284
beijing,Nongzhanguan,72,3,origin_week,9936,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004743000008602394
beijing,Nongzhanguan,72,3,origin_week,10104,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006795999997848412
beijing,Nongzhanguan,72,3,origin_week,10272,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004933999989589211
beijing,Nongzhanguan,72,3,origin_week,10440,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004822999999305466
beijing,Nongzhanguan,72,3,origin_week,10608,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004751999986183364
beijing,Nongzhanguan,72,3,origin_week,10776,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005023000012442935
beijing,Nongzhanguan,72,3,origin_week,10944,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004787999987456715
beijing,Nongzhanguan,72,3,origin_week,11112,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005049999999755528
beijing,Nongzhanguan,72,3,origin_week,11280,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0005387000001064735
beijing,Nongzhanguan,72,3,origin_week,11448,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0006567999989783857
beijing,Nongzhanguan,72,3,origin_week,11616,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.00047309999899880495
beijing,Nongzhanguan,72,3,origin_week,11784,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004769000006490387
beijing,Nongzhanguan,72,3,origin_week,11952,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0009378000013384735
beijing,Nongzhanguan,72,3,origin_week,12120,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0004841999998461688
beijing,Nongzhanguan,72,3,origin_week,12288,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0009604999995644903
beijing,Nongzhanguan,72,3,origin_week,12456,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008182000001397682
beijing,Nongzhanguan,72,3,origin_week,12624,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.000771500001064851
beijing,Nongzhanguan,72,3,origin_week,12792,168,AP1,0,PAIRWISE_EXACT,0,0,0,0.0008448000007774681
