dataset,series,K,L,scope,origin_start,N,phase,model_A,model_B,ambiguous_labels,geometry_status,independent_lower,implication_lower,DP_lower,cover_LP_lower,cover_LP_lower_rounds,cover_LP_lower_max_violation,cover_LP_lower_primal_dual_gap_per_N,cover_LP_lower_fractionality,cover_ILP_lower,cover_ILP_lower_rounds,cover_ILP_lower_max_violation,cover_ILP_lower_primal_dual_gap_per_N,cover_ILP_lower_fractionality,independent_upper,implication_upper,DP_upper,cover_LP_upper,cover_LP_upper_rounds,cover_LP_upper_max_violation,cover_LP_upper_primal_dual_gap_per_N,cover_LP_upper_fractionality,cover_ILP_upper,cover_ILP_upper_rounds,cover_ILP_upper_max_violation,cover_ILP_upper_primal_dual_gap_per_N,cover_ILP_upper_fractionality,independent_direction,implication_direction,cover_LP_direction,cover_ILP_direction,DP_direction,cover_LP_width_gap,cover_LP_endpoint_gap,implication_width_gap,cover_ILP_DP_max_error
beijing,Changping,24,3,origin_week,15480,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.09190076421181408,0.091900764211794,0.09190076421181408,0.09190076421181408,,,,,0.09190076421181408,,,,,0.09190076421181408,0.091900764211834,0.09190076421181408,0.09190076421181408,,,,,0.09190076421181408,,,,,B,B,B,B,B,0.0,0.0,4.000966224992908e-14,0.0
beijing,Changping,24,3,origin_week,15480,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.018299086327679653,-0.0182990863276996,-0.018299086327679653,-0.018299086327679653,,,,,-0.018299086327679653,,,,,-0.018299086327679653,-0.0182990863276596,-0.018299086327679653,-0.018299086327679653,,,,,-0.018299086327679653,,,,,A,A,A,A,A,0.0,0.0,3.999925390907322e-14,0.0
beijing,Changping,24,3,origin_week,15648,168,AP1,constant,logistic,7,PAIRWISE_EXACT,0.06480247357624229,0.0648024735762222,0.06480247357624228,0.06480247357624229,1.0,0.0,0.0,0.0,0.06480247357624229,1.0,0.0,0.0,0.0,0.09050113098095514,0.0905011309809751,0.09050113098095512,0.09050113098095512,1.0,0.0,5.28677630773884e-18,0.0,0.09050113098095512,1.0,0.0,5.28677630773884e-18,0.0,B,B,B,B,B,-1.3877787807814457e-17,0.0,4.0065173401160337e-14,1.3877787807814457e-17
beijing,Changping,24,3,origin_week,15648,168,AP1,constant,hist_gradient_boosting,7,PAIRWISE_EXACT,0.0528839287207601,0.0528839287207401,0.05288392872076009,0.0528839287207601,1.0,0.0,0.0,0.0,0.0528839287207601,1.0,0.0,0.0,0.0,0.07625679402338592,0.0762567940234058,0.07625679402338591,0.07625679402338592,1.0,0.0,0.0,0.0,0.07625679402338592,1.0,0.0,0.0,0.0,B,B,B,B,B,0.0,1.3877787807814457e-17,3.9870884371850934e-14,1.3877787807814457e-17
beijing,Changping,24,3,origin_week,15648,168,AP1,logistic,hist_gradient_boosting,7,PAIRWISE_EXACT,-0.01424433695756922,-0.0142443369575892,-0.01424433695756922,-0.01424433695756922,1.0,0.0,0.0,0.0,-0.01424433695756922,1.0,0.0,0.0,0.0,-0.0119185448554822,-0.0119185448554622,-0.011918544855482197,-0.0119185448554822,1.0,0.0,0.0,0.0,-0.0119185448554822,1.0,0.0,0.0,0.0,A,A,A,A,A,-3.469446951953614e-18,0.0,3.997670250388552e-14,3.469446951953614e-18
beijing,Changping,24,3,origin_week,15816,168,AP1,constant,logistic,3,PAIRWISE_EXACT,0.10569191500333679,0.1056919150033167,0.10569191500333679,0.10569191500333679,1.0,0.0,0.0,0.0,0.10569191500333679,1.0,0.0,0.0,0.0,0.11731818801672982,0.1173181880167498,0.11731818801672984,0.11731818801672982,1.0,0.0,0.0,0.0,0.11731818801672982,1.0,0.0,0.0,0.0,B,B,B,B,B,-2.7755575615628914e-17,0.0,4.003741782554471e-14,2.7755575615628914e-17
beijing,Changping,24,3,origin_week,15816,168,AP1,constant,hist_gradient_boosting,3,PAIRWISE_EXACT,0.12267186531794867,0.1226718653179286,0.12267186531794867,0.12267186531794867,1.0,0.0,0.0,0.0,0.12267186531794867,1.0,0.0,0.0,0.0,0.13279831632263883,0.1327983163226588,0.1327983163226388,0.13279831632263883,1.0,0.0,0.0,0.0,0.13279831632263883,1.0,0.0,0.0,0.0,B,B,B,B,B,2.7755575615628914e-17,2.7755575615628914e-17,4.005129561335252e-14,2.7755575615628914e-17
beijing,Changping,24,3,origin_week,15816,168,AP1,logistic,hist_gradient_boosting,3,PAIRWISE_EXACT,0.015480128305909006,0.015480128305889,0.015480128305908999,0.015480128305909006,1.0,0.0,0.0,0.0,0.015480128305909006,1.0,0.0,0.0,0.0,0.01697995031461187,0.0169799503146318,0.016979950314611865,0.01697995031461187,1.0,0.0,0.0,0.0,0.01697995031461187,1.0,0.0,0.0,0.0,B,B,B,B,B,-3.469446951953614e-18,3.469446951953614e-18,3.9935069140462076e-14,6.938893903907228e-18
beijing,Changping,24,3,origin_week,15984,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.1565949461109851,0.156594946110965,0.1565949461109851,0.1565949461109851,,,,,0.1565949461109851,,,,,0.1565949461109851,0.156594946111005,0.1565949461109851,0.1565949461109851,,,,,0.1565949461109851,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,15984,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.13594285557630154,0.1359428555762815,0.13594285557630154,0.13594285557630154,,,,,0.13594285557630154,,,,,0.13594285557630154,0.1359428555763215,0.13594285557630154,0.13594285557630154,,,,,0.13594285557630154,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,15984,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.02065209053468354,-0.0206520905347035,-0.02065209053468354,-0.02065209053468354,,,,,-0.02065209053468354,,,,,-0.02065209053468354,-0.0206520905346635,-0.02065209053468354,-0.02065209053468354,,,,,-0.02065209053468354,,,,,A,A,A,A,A,0.0,0.0,4.000272335602517e-14,0.0
beijing,Changping,24,3,origin_week,16152,168,AP1,constant,logistic,0,PAIRWISE_EXACT,-0.0018831143155590715,-0.001883114315579,-0.0018831143155590715,-0.0018831143155590715,,,,,-0.0018831143155590715,,,,,-0.0018831143155590715,-0.001883114315539,-0.0018831143155590715,-0.0018831143155590715,,,,,-0.0018831143155590715,,,,,A,A,A,A,A,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,24,3,origin_week,16152,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.006609193990519175,-0.0066091939905391,-0.006609193990519175,-0.006609193990519175,,,,,-0.006609193990519175,,,,,-0.006609193990519175,-0.0066091939904991,-0.006609193990519175,-0.006609193990519175,,,,,-0.006609193990519175,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,24,3,origin_week,16152,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.004726079674960107,-0.0047260796749801,-0.004726079674960107,-0.004726079674960107,,,,,-0.004726079674960107,,,,,-0.004726079674960107,-0.0047260796749401,-0.004726079674960107,-0.004726079674960107,,,,,-0.004726079674960107,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,24,3,origin_week,16320,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.06834238796164732,0.0683423879616273,0.06834238796164732,0.06834238796164732,,,,,0.06834238796164732,,,,,0.06834238796164732,0.0683423879616673,0.06834238796164732,0.06834238796164732,,,,,0.06834238796164732,,,,,B,B,B,B,B,0.0,0.0,4.000966224992908e-14,0.0
beijing,Changping,24,3,origin_week,16320,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.07069282234957194,0.0706928223495519,0.07069282234957194,0.07069282234957194,,,,,0.07069282234957194,,,,,0.07069282234957194,0.0706928223495919,0.07069282234957194,0.07069282234957194,,,,,0.07069282234957194,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,16320,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.002350434387924619,0.0023504343879046,0.002350434387924619,0.002350434387924619,,,,,0.002350434387924619,,,,,0.002350434387924619,0.0023504343879446,0.002350434387924619,0.002350434387924619,,,,,0.002350434387924619,,,,,B,B,B,B,B,0.0,0.0,3.999968758994221e-14,0.0
beijing,Changping,24,3,origin_week,16488,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.02828288602487879,0.0282828860248587,0.02828288602487879,0.02828288602487879,,,,,0.02828288602487879,,,,,0.02828288602487879,0.0282828860248987,0.02828288602487879,0.02828288602487879,,,,,0.02828288602487879,,,,,B,B,B,B,B,0.0,0.0,4.000272335602517e-14,0.0
beijing,Changping,24,3,origin_week,16488,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.00355481271067048,0.0035548127106504,0.00355481271067048,0.00355481271067048,,,,,0.00355481271067048,,,,,0.00355481271067048,0.0035548127106904,0.00355481271067048,0.00355481271067048,,,,,0.00355481271067048,,,,,B,B,B,B,B,0.0,0.0,3.999968758994221e-14,0.0
beijing,Changping,24,3,origin_week,16488,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.02472807331420829,-0.0247280733142282,-0.02472807331420829,-0.02472807331420829,,,,,-0.02472807331420829,,,,,-0.02472807331420829,-0.0247280733141883,-0.02472807331420829,-0.02472807331420829,,,,,-0.02472807331420829,,,,,A,A,A,A,A,0.0,0.0,3.9898639947466563e-14,0.0
beijing,Changping,24,3,origin_week,16656,168,AP1,constant,logistic,7,PAIRWISE_EXACT,0.09918652531456121,0.0991865253145412,0.09918652531456118,0.09918652531456121,1.0,0.0,0.0,0.0,0.09918652531456121,1.0,0.0,0.0,0.0,0.12517504790216125,0.1251750479021812,0.12517504790216125,0.12517504790216125,1.0,0.0,0.0,0.0,0.12517504790216125,1.0,0.0,0.0,0.0,B,B,B,B,B,-2.7755575615628914e-17,0.0,3.9940273310890007e-14,2.7755575615628914e-17
beijing,Changping,24,3,origin_week,16656,168,AP1,constant,hist_gradient_boosting,7,PAIRWISE_EXACT,0.10367911925088899,0.103679119250869,0.103679119250889,0.10367911925088899,1.0,0.0,0.0,0.0,0.10367911925088899,1.0,0.0,0.0,0.0,0.12755956158156442,0.1275595615815844,0.12755956158156442,0.12755956158156442,1.0,0.0,0.0,0.0,0.12755956158156442,1.0,0.0,5.28677630773884e-18,0.0,B,B,B,B,B,1.3877787807814457e-17,1.3877787807814457e-17,3.998190667431345e-14,1.3877787807814457e-17
beijing,Changping,24,3,origin_week,16656,168,AP1,logistic,hist_gradient_boosting,7,PAIRWISE_EXACT,0.0023700726833552847,0.0023845136793831,0.002384513679403204,0.002384513679403196,1.0,0.0,0.0,0.0,0.002384513679403196,1.0,0.0,0.0,0.0,0.004507034932375708,0.0045070349323957,0.004507034932375718,0.004507034932375708,1.0,0.0,0.0,0.0,0.004507034932375708,1.0,0.0,0.0,0.0,B,B,B,B,B,-2.6020852139652106e-18,7.806255641895632e-18,4.008512272113407e-14,1.0408340855860843e-17
beijing,Changping,24,3,origin_week,16824,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.1398600568082057,0.1398600568081857,0.1398600568082057,0.1398600568082057,,,,,0.1398600568082057,,,,,0.1398600568082057,0.1398600568082257,0.1398600568082057,0.1398600568082057,,,,,0.1398600568082057,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,16824,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.1323530273366758,0.1323530273366558,0.1323530273366758,0.1323530273366758,,,,,0.1323530273366758,,,,,0.1323530273366758,0.1323530273366958,0.1323530273366758,0.1323530273366758,,,,,0.1323530273366758,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,16824,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.007507029471529885,-0.0075070294715498,-0.007507029471529885,-0.007507029471529885,,,,,-0.007507029471529885,,,,,-0.007507029471529885,-0.0075070294715098,-0.007507029471529885,-0.007507029471529885,,,,,-0.007507029471529885,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,24,3,origin_week,16992,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.0940463075667817,0.0940463075667617,0.0940463075667817,0.0940463075667817,,,,,0.0940463075667817,,,,,0.0940463075667817,0.0940463075668017,0.0940463075667817,0.0940463075667817,,,,,0.0940463075667817,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,16992,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.12002896659713207,0.120028966597112,0.12002896659713207,0.12002896659713207,,,,,0.12002896659713207,,,,,0.12002896659713207,0.120028966597152,0.12002896659713207,0.12002896659713207,,,,,0.12002896659713207,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,16992,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.02598265903035036,0.0259826590303303,0.02598265903035036,0.02598265903035036,,,,,0.02598265903035036,,,,,0.02598265903035036,0.0259826590303703,0.02598265903035036,0.02598265903035036,,,,,0.02598265903035036,,,,,B,B,B,B,B,0.0,0.0,4.000272335602517e-14,0.0
beijing,Changping,24,3,origin_week,17160,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.09602558495593548,0.0960255849559154,0.09602558495593548,0.09602558495593548,,,,,0.09602558495593548,,,,,0.09602558495593548,0.0960255849559554,0.09602558495593548,0.09602558495593548,,,,,0.09602558495593548,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,17160,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.08682072989177073,0.0868207298917507,0.08682072989177073,0.08682072989177073,,,,,0.08682072989177073,,,,,0.08682072989177073,0.0868207298917907,0.08682072989177073,0.08682072989177073,,,,,0.08682072989177073,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,17160,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.009204855064164739,-0.0092048550641847,-0.009204855064164739,-0.009204855064164739,,,,,-0.009204855064164739,,,,,-0.009204855064164739,-0.0092048550641447,-0.009204855064164739,-0.009204855064164739,,,,,-0.009204855064164739,,,,,A,A,A,A,A,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,24,3,origin_week,17328,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.0905706460367874,0.0905706460367674,0.0905706460367874,0.0905706460367874,,,,,0.0905706460367874,,,,,0.0905706460367874,0.0905706460368074,0.0905706460367874,0.0905706460367874,,,,,0.0905706460367874,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,17328,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.10085822522655397,0.1008582252265339,0.10085822522655397,0.10085822522655397,,,,,0.10085822522655397,,,,,0.10085822522655397,0.1008582252265739,0.10085822522655397,0.10085822522655397,,,,,0.10085822522655397,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,17328,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.010287579189766569,0.0102875791897465,0.010287579189766569,0.010287579189766569,,,,,0.010287579189766569,,,,,0.010287579189766569,0.0102875791897865,0.010287579189766569,0.010287579189766569,,,,,0.010287579189766569,,,,,B,B,B,B,B,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,24,3,origin_week,17496,1,AP1,constant,logistic,0,PAIRWISE_EXACT,0.03385717569884528,0.0338571756988252,0.03385717569884528,0.03385717569884528,,,,,0.03385717569884528,,,,,0.03385717569884528,0.0338571756988652,0.03385717569884528,0.03385717569884528,,,,,0.03385717569884528,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,24,3,origin_week,17496,1,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.0645219032302845,0.0645219032302645,0.0645219032302845,0.0645219032302845,,,,,0.0645219032302845,,,,,0.0645219032302845,0.0645219032303045,0.0645219032302845,0.0645219032302845,,,,,0.0645219032302845,,,,,B,B,B,B,B,0.0,0.0,4.000966224992908e-14,0.0
beijing,Changping,24,3,origin_week,17496,1,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.03066472753143923,0.0306647275314192,0.03066472753143923,0.03066472753143923,,,,,0.03066472753143923,,,,,0.03066472753143923,0.0306647275314592,0.03066472753143923,0.03066472753143923,,,,,0.03066472753143923,,,,,B,B,B,B,B,0.0,0.0,3.999925390907322e-14,0.0
beijing,Changping,72,3,annual,8760,8689,AP1,constant,logistic,129,PAIRWISE_INSUFFICIENT,0.011852855324654034,0.0119836169663329,0.011983616966352924,0.011983616966352908,1.0,0.0,2.044374311658707e-19,0.0,0.011983616966352908,1.0,0.0,0.0,0.0,0.013731809530313138,0.0136973934876975,0.013697393487677545,0.013697393487677529,1.0,0.0,0.0,0.0,0.013697393487677529,1.0,0.0,0.0,0.0,B,B,B,B,B,0.0,1.5612511283791264e-17,3.998017195083747e-14,1.5612511283791264e-17
beijing,Changping,72,3,annual,8760,8689,AP1,constant,hist_gradient_boosting,129,PAIRWISE_INSUFFICIENT,0.009348310044639204,0.0095647644211916,0.009564764421211637,0.009564764421211604,1.0,0.0,-1.0221871558293535e-19,0.0,0.009564764421211604,1.0,0.0,0.0,0.0,0.01079249312808708,0.0107536393534932,0.010753639353473296,0.010753639353473288,1.0,0.0,0.0,0.0,0.010753639353473288,1.0,0.0,0.0,0.0,B,B,B,B,B,2.42861286636753e-17,3.2959746043559335e-17,3.9940273310890007e-14,3.2959746043559335e-17
beijing,Changping,72,3,annual,8760,8689,AP1,logistic,hist_gradient_boosting,129,PAIRWISE_INSUFFICIENT,-0.0032677461811656096,-0.003229353644863,-0.003229353644843064,-0.0032293536448430027,1.0,0.0,1.0221871558293535e-19,0.0,-0.0032293536448430027,1.0,0.0,0.0,0.0,-0.0021761155010752774,-0.0022281038662185,-0.002228103866238613,-0.002228103866238573,1.0,0.0,-1.0221871558293535e-19,0.0,-0.002228103866238573,1.0,0.0,0.0,0.0,A,A,A,A,A,-2.1250362580715887e-17,3.9898639947466563e-17,4.004912720900755e-14,6.114900252818245e-17
beijing,Changping,72,3,origin_week,8760,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.00993053097897941,0.0099305309789594,0.00993053097897941,0.00993053097897941,,,,,0.00993053097897941,,,,,0.00993053097897941,0.0099305309789994,0.00993053097897941,0.00993053097897941,,,,,0.00993053097897941,,,,,B,B,B,B,B,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,72,3,origin_week,8760,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.013891533135353292,0.0138915331353332,0.013891533135353292,0.013891533135353292,,,,,0.013891533135353292,,,,,0.013891533135353292,0.0138915331353732,0.013891533135353292,0.013891533135353292,,,,,0.013891533135353292,,,,,B,B,B,B,B,0.0,0.0,3.999925390907322e-14,0.0
beijing,Changping,72,3,origin_week,8760,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.003961002156373885,0.0039610021563539,0.003961002156373885,0.003961002156373885,,,,,0.003961002156373885,,,,,0.003961002156373885,0.0039610021563938,0.003961002156373885,0.003961002156373885,,,,,0.003961002156373885,,,,,B,B,B,B,B,0.0,0.0,3.989950730920455e-14,0.0
beijing,Changping,72,3,origin_week,8928,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.01432476786876941,0.0143247678687494,0.01432476786876941,0.01432476786876941,,,,,0.01432476786876941,,,,,0.01432476786876941,0.0143247678687894,0.01432476786876941,0.01432476786876941,,,,,0.01432476786876941,,,,,B,B,B,B,B,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,72,3,origin_week,8928,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.009764433226858028,0.009764433226838,0.009764433226858028,0.009764433226858028,,,,,0.009764433226858028,,,,,0.009764433226858028,0.009764433226878,0.009764433226858028,0.009764433226858028,,,,,0.009764433226858028,,,,,B,B,B,B,B,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,72,3,origin_week,8928,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.004560334641911379,-0.0045603346419313,-0.004560334641911379,-0.004560334641911379,,,,,-0.004560334641911379,,,,,-0.004560334641911379,-0.0045603346418913,-0.004560334641911379,-0.004560334641911379,,,,,-0.004560334641911379,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9096,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.06297440170843238,0.0629744017084123,0.06297440170843238,0.06297440170843238,,,,,0.06297440170843238,,,,,0.06297440170843238,0.0629744017084523,0.06297440170843238,0.06297440170843238,,,,,0.06297440170843238,,,,,B,B,B,B,B,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,72,3,origin_week,9096,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.001177761924916613,-0.0011777619249366,-0.001177761924916613,-0.001177761924916613,,,,,-0.001177761924916613,,,,,-0.001177761924916613,-0.0011777619248966,-0.001177761924916613,-0.001177761924916613,,,,,-0.001177761924916613,,,,,A,A,A,A,A,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,72,3,origin_week,9096,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,-0.064152163633349,-0.064152163633369,-0.064152163633349,-0.064152163633349,,,,,-0.064152163633349,,,,,-0.064152163633349,-0.064152163633329,-0.064152163633349,-0.064152163633349,,,,,-0.064152163633349,,,,,A,A,A,A,A,0.0,0.0,3.9995784462121264e-14,0.0
beijing,Changping,72,3,origin_week,9264,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.0012397296636645124,0.0012397296636445,0.0012397296636645124,0.0012397296636645124,,,,,0.0012397296636645124,,,,,0.0012397296636645124,0.0012397296636845,0.0012397296636645124,0.0012397296636645124,,,,,0.0012397296636645124,,,,,B,B,B,B,B,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,72,3,origin_week,9264,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.004431404059533018,0.004431404059513,0.004431404059533018,0.004431404059533018,,,,,0.004431404059533018,,,,,0.004431404059533018,0.004431404059553,0.004431404059533018,0.004431404059533018,,,,,0.004431404059533018,,,,,B,B,B,B,B,0.0,0.0,3.999925390907322e-14,0.0
beijing,Changping,72,3,origin_week,9264,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.0031916743958685053,0.0031916743958485,0.0031916743958685053,0.0031916743958685053,,,,,0.0031916743958685053,,,,,0.0031916743958685053,0.0031916743958885,0.0031916743958685053,0.0031916743958685053,,,,,0.0031916743958685053,,,,,B,B,B,B,B,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9432,168,AP1,constant,logistic,0,PAIRWISE_EXACT,0.0008002953009882672,0.0008002953009682,0.0008002953009882672,0.0008002953009882672,,,,,0.0008002953009882672,,,,,0.0008002953009882672,0.0008002953010082,0.0008002953009882672,0.0008002953009882672,,,,,0.0008002953009882672,,,,,B,B,B,B,B,0.0,0.0,4.000001285059396e-14,0.0
beijing,Changping,72,3,origin_week,9432,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.0019027671857494352,0.0019027671857294,0.0019027671857494352,0.0019027671857494352,,,,,0.0019027671857494352,,,,,0.0019027671857494352,0.0019027671857694,0.0019027671857494352,0.0019027671857494352,,,,,0.0019027671857494352,,,,,B,B,B,B,B,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,72,3,origin_week,9432,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.0011024718847611715,0.0011024718847411,0.0011024718847611715,0.0011024718847611715,,,,,0.0011024718847611715,,,,,0.0011024718847611715,0.0011024718847811,0.0011024718847611715,0.0011024718847611715,,,,,0.0011024718847611715,,,,,B,B,B,B,B,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,72,3,origin_week,9600,168,AP1,constant,logistic,0,PAIRWISE_EXACT,-0.006778250875377383,-0.0067782508753973,-0.006778250875377383,-0.006778250875377383,,,,,-0.006778250875377383,,,,,-0.006778250875377383,-0.0067782508753573,-0.006778250875377383,-0.006778250875377383,,,,,-0.006778250875377383,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9600,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.001635819141625649,0.0016358191416056,0.001635819141625649,0.001635819141625649,,,,,0.001635819141625649,,,,,0.001635819141625649,0.0016358191416456,0.001635819141625649,0.001635819141625649,,,,,0.001635819141625649,,,,,B,B,B,B,B,0.0,0.0,3.999990443037671e-14,0.0
beijing,Changping,72,3,origin_week,9600,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.008414070017003032,0.008414070016983,0.008414070017003032,0.008414070017003032,,,,,0.008414070017003032,,,,,0.008414070017003032,0.008414070017023,0.008414070017003032,0.008414070017003032,,,,,0.008414070017003032,,,,,B,B,B,B,B,0.0,0.0,4.0000988632549195e-14,0.0
beijing,Changping,72,3,origin_week,9768,168,AP1,constant,logistic,0,PAIRWISE_EXACT,-0.0017510130466175937,-0.0017510130466375,-0.0017510130466175937,-0.0017510130466175937,,,,,-0.0017510130466175937,,,,,-0.0017510130466175937,-0.0017510130465976,-0.0017510130466175937,-0.0017510130466175937,,,,,-0.0017510130466175937,,,,,A,A,A,A,A,0.0,0.0,3.9899940990073546e-14,0.0
beijing,Changping,72,3,origin_week,9768,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.003913034026380915,0.0039130340263609,0.003913034026380915,0.003913034026380915,,,,,0.003913034026380915,,,,,0.003913034026380915,0.0039130340264009,0.003913034026380915,0.003913034026380915,,,,,0.003913034026380915,,,,,B,B,B,B,B,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9768,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,0.0056640470729985085,0.0056640470729785,0.0056640470729985085,0.0056640470729985085,,,,,0.0056640470729985085,,,,,0.0056640470729985085,0.0056640470730185,0.0056640470729985085,0.0056640470729985085,,,,,0.0056640470729985085,,,,,B,B,B,B,B,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9936,168,AP1,constant,logistic,0,PAIRWISE_EXACT,-0.006877467822260437,-0.0068774678222804,-0.006877467822260437,-0.006877467822260437,,,,,-0.006877467822260437,,,,,-0.006877467822260437,-0.0068774678222404,-0.006877467822260437,-0.006877467822260437,,,,,-0.006877467822260437,,,,,A,A,A,A,A,0.0,0.0,4.0000121270811206e-14,0.0
beijing,Changping,72,3,origin_week,9936,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,0.001932083100884721,0.0019320831008647,0.001932083100884721,0.001932083100884721,,,,,0.001932083100884721,,,,,0.001932083100884721,0.0019320831009047,0.001932083100884721,0.001932083100884721,,,,,0.001932083100884721,,,,,B,B,B,B,B,0.0,0.0,3.999990443037671e-14,0.0
